item_key,opus_bin,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note,new tags
WH2PIBNQ,core,86,"Responsible vibe coding: architecture, opportunities, and research agenda",Elgendy; Dwivedi; Al-Sharafi et al.,2026,journalArticle,"scopus,wos",no,10.1080/08874417.2026.2621186,,"Directly frames vibe coding as socio-technical, with governance/reliability challenges and a structured research agenda for organizational oversight.","Vibe coding is an emerging software engineering approach that transitions development from manual code writing to expressing conversational intent. Building on recent advances in generative artificial intelligence (AI) and large language models (LLMs), this approach enables developers to experiment with specifying and generating software artifacts through natural-language interaction. This paper defines vibe coding as a socio-technical framework that reimagines humanÛÒAI collaboration across the development lifecycle. Drawing on recent research and emerging industry, it explores the architectural fundamentals of vibe coding, compares it with related concepts such as agentic development and AI-assisted coding, and highlights its proposed applications while illustrating its potential through several illustrative scenarios. The paper also discusses key challenges in reliability, governance, and security, proposing a structured research agenda focused on human-centered adaptation, technological reliability, and organizational governance. By examining vibe coding as a socio-technical phenomenon, this study provides a foundational perspective on responsible, intent-driven software creation. å© 2026 International Association for Computer Information Systems.",,,
XJAXB98T,core,86,Beyond banning AI: a first look at GenAI governance in open source software communities,Yang; He; Zhou,2026,preprint,arxiv,yes,,2603.26487,Empirically derives 12 GenAI governance strategies in OSS covering review capacity and verification of AI-generated contributions ÛÓ squarely on-core.,"Generative AI (GenAI) is playing an increasingly important role in open source software (OSS). Beyond completing code and documentation, GenAI is increasingly involved in issues, pull requests, code reviews, and security reports. Yet, cheaper generation does not mean cheaper review - and the resulting maintenance burden has pushed OSS projects to experiment with GenAI-specific rules in contribution guidelines, security policies, and repository instructions, even including a total ban on AI-assisted contributions. However, governing GenAI in OSS is far more than a ban-or-not question. The responses remain scattered, with neither a shared governance framework in practice nor a systematic understanding in research. Therefore, in this paper, we conduct a multi-stage analysis on various qualitative materials related to GenAI governance retrieved from 67 highly visible OSS projects. Our analysis identifies recurring concerns across contribution workflows, derives three governance orientations, and maps out 12 governance strategies and their implementation patterns. We show that governing GenAI in OSS extends well beyond banning - it requires coordinated responses across accountability, verification, review capacity, code provenance, and platform infrastructure. Overall, our work distills dispersed community practices into a structured overview, providing a conceptual baseline for researchers and a practical reference for maintainers and platform designers.",,,
TF56EPIP,core,85,Rethinking autonomy: preventing failures in AI-driven software engineering,Navneet; Chandra,2025,preprint,arxiv,yes,,2508.11824,"SAFE-AI governance framework with autonomy taxonomy, HITL, guardrails, and regulatory alignment directly addressing oversight of AI code generation.","The integration of Large Language Models (LLMs) into software engineering has revolutionized code generation, enabling unprecedented productivity through promptware and autonomous AI agents. However, this transformation introduces significant risks, including insecure code generation, hallucinated outputs, irreversible actions, and a lack of transparency and accountability. Incidents like the Replit database deletion underscore the urgent need for robust safety and governance mechanisms. This paper comprehensively analyzes the inherent challenges of LLM-assisted code generation, such as vulnerability inheritance, overtrust, misinterpretation, and the absence of standardized validation and rollback protocols. To address these, we propose the SAFE-AI Framework, a holistic approach emphasizing Safety, Auditability, Feedback, and Explainability. The framework integrates guardrails, sandboxing, runtime verification, risk-aware logging, human-in-the-loop systems, and explainable AI techniques to mitigate risks while fostering trust and compliance. We introduce a novel taxonomy of AI behaviors categorizing suggestive, generative, autonomous, and destructive actions to guide risk assessment and oversight. Additionally, we identify open problems, including the lack of standardized benchmarks for code specific hallucinations and autonomy levels, and propose future research directions for hybrid verification, semantic guardrails, and proactive governance tools. Through detailed comparisons of autonomy control, prompt engineering, explainability, and governance frameworks, this paper provides a roadmap for responsible AI integration in software engineering, aligning with emerging regulations like the EU AI Act and Canada's AIDA to ensure safe, transparent, and accountable AI-driven development.",,,
I2IWRQVZ,core,85,MOSAIC-bench: measuring compositional vulnerability induction in coding agents,Steinberg; Gal,2026,preprint,arxiv,yes,,2605.03952,Benchmark showing reviewer agents approve vulnerable AI diffs and that adversarial-pentester reviewer framing is an effective oversight trigger.,"Coding agents often pass per-prompt safety review yet ship exploitable code when their tasks are decomposed into routine engineering tickets. The challenge is structural: existing safety alignment evaluates overt requests in isolation, leaving models blind to malicious end-states that emerge from sequenced compliance with innocuous-looking requests. We introduce MOSAIC-Bench (Malicious Objectives Sequenced As Innocuous Compliance), a benchmark of 199 three-stage attack chains paired with deterministic exploit oracles on deployed software substrates (10 web-application substrates, 31 CWE classes, 5 programming languages) that treats both exploit ground truth and downstream reviewer protocol as first-class evaluation axes. On this benchmark, nine production coding agents from Anthropic, OpenAI, Google, Moonshot, Zhipu, and Minimax compose innocuous tickets at 53-86% end-to-end ASR with only two refusals across all staged runs. In a matched direct-prompt experiment over four frontier Claude/Codex agents, vulnerable-output rates fall to 0-20.4%: Claude primarily refuses, while Codex primarily hardens rather than emitting the vulnerable implementation - ticket staging silences both defense modes simultaneously. Downstream, code reviewer agents approve 25.8% of these confirmed-vulnerable cumulative diffs as routine PRs, and a full-context implementation protocol closes only 50% of the staged/direct gap, ruling out context fragmentation as the sole explanation. As a deployable but non-adaptive mitigation, reframing the reviewer as an adversarial pentester reduces evasion across the evaluated reviewer subset; pentester framed evasion ranges from 3.0% to 17.6%, and an open-weight Gemma-4-E4B-it reviewer under this framing detects 88.4% of attacks on the dataset with a 4.6% false-positive rate measured on 608 real-world GitHub PRs.",context,evaluation of LLMs for coding / security.,
LCPH3THV,core,85,"LLM-as-a-judge for software engineering: literature review, vision, and the road ahead",He; Shi; Zhuo et al.,2026,journalArticle,acm,yes,10.1145/3797276,,"Directly targets scalable, reliable evaluation of LLM-generated software artifacts via LLM-as-judge as a human surrogate ÛÓ squarely the oversight-at-scale question.","The rapid integration of Large Language Models (LLMs) into software engineering (SE) has revolutionized tasks from code generation to program repair, producing a massive volume of software artifacts. This surge in automated creation has exposed a critical bottleneck: the lack of scalable and reliable methods to evaluate the quality of these outputs. Human evaluation, while effective, is very costly and time-consuming. Traditional automated metrics like BLEU rely on high-quality references and struggle to capture nuanced aspects of software quality, such as readability and usefulness. In response, the LLM-as-a-Judge paradigm, which employs LLMs for automated evaluation, has emerged. This approach leverages the advanced reasoning and coding capabilities of LLMs themselves to perform automated evaluations, offering a compelling path toward achieving both the nuance of human insight and the scalability of automated systems. Nevertheless, LLM-as-a-Judge research in the SE community is still in its early stages, with many breakthroughs needed.This forward-looking SE 2030 paper aims to steer the research community toward advancing LLM-as-a-Judge for evaluating LLM-generated software artifacts, while also sharing potential research paths to achieve this goal. We provide a literature review of existing SE studies on LLM-as-a-Judge and envision these frameworks as reliable, robust, and scalable human surrogates capable of evaluating software artifacts with consistent, multi-faceted assessments by 2030 and beyond. To validate this vision, we analyze the limitations of current studies, identify key research gaps, and outline a detailed roadmap to guide future developments of LLM-as-a-Judge in software engineering. While not intended to be a definitive guide, our work aims to foster further research and adoption of LLM-as-a-Judge frameworks within the SE community, ultimately improving the effectiveness and scalability of software artifact evaluation methods.",,,
BPMFPZZB,core,85,Applying generative artificial intelligence for vulnerability fixing in a proprietary software ecosystem,Costa; FontÌ£o; Santos et al.,2026,journalArticle,"scopus,wos",no,10.1016/j.jss.2025.112723,,Empirical enterprise case study of human-in-the-loop GenAI vulnerability remediation in CI/CD that explicitly preserves critical thinking and curbs overreliance at scale.,"Context: Large organizations often operate within proprietary software ecosystems (PSECO), composed of interdependent software artifacts, multiple actors, and centralized governance. In such environments, addressing security vulnerabilities is particularly challenging due to strict quality standards, regulatory constraints, and the risk of cascading failures. These challenges can compromise delivery schedules, increase operational risk, and force teams to interrupt planned work to address urgent issues. Goal: In response to these challenges, recent advances in Generative Artificial Intelligence (GenAI), particularly large language models (LLM), have emerged as a promising avenue to support software engineering tasks such as code generation and automated repair. This study investigates how a GenAI-based approach can support vulnerability remediation in PSECO while preserving delivery cadence in Continuous Integration and Continuous Delivery (CI/CD) pipelines. Methods: We conducted a participative case study in a large global organization to design and evaluate PSECO-SafePatch, an approach composed of: (i) a structured remediation process tailored to enterprise constraints; and (ii) a web-based tool integrating Fortify static analysis with GenAI-based patch generation. The approach includes human-in-the-loop validation and aligns with DevOps practices. Results: PSECO-SafePatch reduced mean remediation time by 84 % with an 89 % patch success rate. It also reduced cognitive overload by guiding developers through structured validation, fostering trust without overreliance. Conclusion: The findings show that GenAI-supported remediation is feasible and effective in PSECO. Human-in-the-loop validation preserved critical thinking, addressing concerns about blind automation and knowledge erosion, and reinforcing the value of responsible automation at scale. å© 2025 Elsevier Inc.",context,Focus on patching and devops.,
CI93QRUH,core,85,HiLDE: intentional code generation via human-in-the-loop decoding,E. A. GonzÌÁlez; R. Rothkopf; S. Lerner et al.,2025,conferencePaper,"ieee,scopus",no,10.1109/VL-HCC65237.2025.00032,,Human-in-the-loop decoding intervention that counters over-reliance on AI code and empirically reduces vulnerabilitiesÛÓcentral oversight mechanism with study.,"While AI programming tools hold the promise of increasing programmersÛª capabilities and productivity to a remarkable degree, they often exclude users from essential decisionmaking processes, causing many to effectively ÛÏturn off their brainsÛ and over-rely on solutions provided by these systems. These behaviors can have severe consequences in critical domains, like software security. We propose Human-in-the-Loop Decoding, a novel interaction technique that allows users to observe and directly influence LLM decisions during code generation, in order to align the modelÛªs output with their personal requirements. We implement this technique in HiLDE, a code completion assistant that highlights critical decisions made by the LLM and provides local alternatives for the user to explore. In a within-subjects study ($\mathrm{N}=18$) on security-related tasks, we found that HiLDE led participants to generate significantly fewer vulnerabilities and better align code generation with their goals compared to a traditional code completion assistant.",,,
QG34FIKD,core,85,Why human guidance matters in collaborative vibe coding,Hu; Marjieh; Collins et al.,2026,preprint,arxiv,no,,2602.10473,"Large controlled experiment showing humans should lead and AI evaluate, direct empirical evidence on the human oversight role in vibe coding.","Writing code has been one of the most transformative ways for human societies to translate abstract ideas into tangible technologies. Modern AI is changing this process by enabling experts and non-experts alike to generate code without actually writing it, instead using natural language instructions or ""vibe coding"". While increasingly popular, the impact of vibe coding on productivity and collaboration, and the role of humans in this process, remains unclear. Here, we introduce a controlled experimental framework for studying collaborative vibe coding and use it to compare human-led, AI-led, and hybrid groups. Across 20 experiments involving 737 human participants, we show that people provide uniquely effective high-level instructions for vibe coding, whereas AI-provided instructions often result in performance collapse. We further demonstrate that hybrid systems perform best when humans lead by providing instructions while evaluation is delegated to AI. Although AI systems can rapidly optimize performance for specific tasks, our work highlights the importance of human guidance in shaping future hybrid societies.",context,Focuses on role of human in providing top level guidance.,
3SU9QZ6F,core,85,AIRA: AI-induced risk audit: a structured inspection framework for AI-generated code,Parris,2026,preprint,arxiv,yes,,2604.17587,Deterministic inspection framework with matched-control empirical findings for auditing AI-generated code risk in governance/compliance settings.,"Practitioners have reported a directional pattern in AI-assisted code generation: AI-generated code tends to fail quietly, preserving the appearance of functionality while degrading or concealing guarantees. This paper introduces the Reward-Shaped Failure Hypothesis - the proposal that this pattern may reflect an artifact of optimization through human feedback rather than a random distribution of bugs. We define failure truthfulness as the property that a system's observable outputs accurately represent its internal success or failure state. We then present AIRA (AI-Induced Risk Audit), a deterministic 15-check inspection framework designed to detect failure-untruthful patterns in code. We report results from three studies: (1) an anonymized enterprise environment audit, (2) a balanced 600-file public corpus pilot, and (3) a strict matched-control replication comparing 955 AI-attributed files against 955 human-control files. In the final replication, AI-attributed files show 0.435 high-severity findings per file versus 0.242 in human controls (1.80x). The effect is consistent across JavaScript, Python, and TypeScript, with strongest concentration in exception-handling-related patterns. These findings are consistent with a directional skew toward fail-soft behavior in AI-assisted code. AIRA is designed for governance, compliance, and safety-critical systems where fail-closed behavior is required.",,,
27YULT5I,core,85,"The ethics of AI-assisted code migration in regulated financial systems: accountability, transparency, and human oversight in LLM-driven software conversion",Ronit Sharma,2026,journalArticle,ssrn,no,,,"Directly examines accountability, transparency, and human oversight of LLM-driven code migration in regulated organizations.","Three core ethical tensions are identified: an accountability gap when AI-generated code fails in production, a transparency deficit that impedes regulatory / software engineering, and calls on industry leaders, compliance teams, and AI tool providers to co-develop standardized ethical review processes for AI-generated / AI ethics, code migration, large language models, GitHub Copilot, financial services, software engineering ethics, accountability, transparency, automation",,,
RDNMBD6N,core,84,Context-aware pipeline for automated code review using large language models,F. Abdalgalil; G. Sherif; M. Mohamed et al.,2025,conferencePaper,ieee,yes,10.1109/ICCTA68914.2025.11520024,,Directly addresses code-review scalability under AI-driven contribution volume with an evaluated multi-agent review pipeline benchmarked against human reviews.,"Modern software projects are increasingly complex, placing significant demands on human reviewers during code review. While review is essential for ensuring quality, security, and maintainability, the rapid growth of contributions in large repositories often overwhelms reviewer capacity, leading to delays and inconsistent feedback. Existing automated tools, such as linters and static analyzers, provide only surface-level checks and fail to capture the nuanced, context-dependent aspects of review. This study introduces an AI-based code review agent designed to generate high-quality, actionable feedback from static analysis of real pull requests. The proposed system employs a context-aware pipeline with two specialized agents: a summarization agent that condenses source code into structured representations and a review generation agent that produces expert-level comments. To further enhance review quality, the system incorporates prompt-based experimentation, including chain-of-thought reasoning, role-based prompting, and multi-agent collaboration. Experiments across Python, C++, Go, and Java demonstrate that the context-aware agent consistently outperforms existing baselines in semantic alignment with human reviews and issue detection, effectively capturing logic, performance, security, and maintainability concerns. These results highlight the potential of combining structured reasoning, prompt engineering, and large language models to advance scalable and reliable automated code review.",context,About more effectived AI code reviews.,
WBS9U5N7,core,84,Cognitive camouflage: specification gaming in LLM-generated code evades holistic evaluation but not adversarial execution,Daniel Alami,2026,journalArticle,ssrn,no,,,Directly on oversight of AI-generated code: specification gaming evading holistic evaluation but caught by adversarial executionÛÓan operationalizable oversight trigger.,"2/8, Claude missed 0/8. / family as generator, our findings suggest that specification gaming in code generation is not merely an artifact of RL reward shaping, but a structural risk",,,
P868GNU7,core,82,On the use of agentic coding: an empirical study of pull requests on GitHub,Watanabe; Li; Kashiwa et al.,2026,journalArticle,"acm,arxiv,wos",yes,10.1145/3798166,,Empirical study of 567 agentic PRs quantifying acceptance rates and where human oversight/refinement is requiredÛÓdirectly on-core.,"Large language models (LLMs) are increasingly being integrated into software development processes. The ability to generate code and submit pull requests with minimal human intervention, through the use of autonomous AI agents, is poised to become a standard practice. However, little is known about the practical usefulness of these pull requests and the extent to which their contributions are accepted in real-world projects.In this paper, we empirically study 567 GitHub pull requests (PRs) generated using Claude Code, an agentic coding tool, across 157 diverse open-source projects. Our analysis reveals that developers tend to rely on agents for tasks such as refactoring, documentation, and testing. The results indicate that 83.8% of these agent-assisted PRs are eventually accepted and merged by project maintainers, with 54.9% of the merged PRs being integrated without further modification. The remaining 45.1% require additional changes and benefit from human revisions, especially for bug fixes, documentation, and adherence to project-specific standards. These findings suggest that while agent-assisted PRs are largely acceptable, they still benefit from human oversight and refinement.",context,Covers use scenarios for AI coding.,
DR3HKXW7,core,82,A survey of vibe coding with large language models,Ge; Mei; Duan et al.,2025,preprint,arxiv,no,,2510.12399,"Comprehensive vibe-coding survey formalizing human-agent collaboration models, feedback mechanisms, and productivity/oversight challengesÛÓfoundational to the RQ.","The advancement of large language models (LLMs) has catalyzed a paradigm shift from code generation assistance to autonomous coding agents, enabling a novel development methodology termed ""Vibe Coding"" where developers validate AI-generated implementations through outcome observation rather than line-by-line code comprehension. Despite its transformative potential, the effectiveness of this emergent paradigm remains under-explored, with empirical evidence revealing unexpected productivity losses and fundamental challenges in human-AI collaboration. To address this gap, this survey provides the first comprehensive and systematic review of Vibe Coding with large language models, establishing both theoretical foundations and practical frameworks for this transformative development approach. Drawing from systematic analysis of over 1000 research papers, we survey the entire vibe coding ecosystem, examining critical infrastructure components including LLMs for coding, LLM-based coding agent, development environment of coding agent, and feedback mechanisms. We first introduce Vibe Coding as a formal discipline by formalizing it through a Constrained Markov Decision Process that captures the dynamic triadic relationship among human developers, software projects, and coding agents. Building upon this theoretical foundation, we then synthesize existing practices into five distinct development models: Unconstrained Automation, Iterative Conversational Collaboration, Planning-Driven, Test-Driven, and Context-Enhanced Models, thus providing the first comprehensive taxonomy in this domain. Critically, our analysis reveals that successful Vibe Coding depends not merely on agent capabilities but on systematic context engineering, well-established development environments, and human-agent collaborative development models.",context,"context: secondary survey, cite alongside E9RAWBDT; tag lit-review",
