item_key,opus_bin,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note,new tags
DXPHT26U,core,67,AACR-bench: evaluating automatic code review with holistic repository-level context,Zhang; Yu; Yu et al.,2026,preprint,arxiv,yes,,2601.19494,Repository-level ACR benchmark with expert-verified defects informing how context and retrieval shape AI code-review capability as an oversight mechanism.,"High-quality evaluation benchmarks are pivotal for deploying Large Language Models (LLMs) in Automated Code Review (ACR). However, existing benchmarks suffer from two critical limitations: first, the lack of multi-language support in repository-level contexts, which restricts the generalizability of evaluation results; second, the reliance on noisy, incomplete ground truth derived from raw Pull Request (PR) comments, which constrains the scope of issue detection. To address these challenges, we introduce AACR-Bench a comprehensive benchmark that provides full cross-file context across multiple programming languages. Unlike traditional datasets, AACR-Bench employs an ""AI-assisted, Expert-verified"" annotation pipeline to uncover latent defects often overlooked in original PRs, resulting in a 285% increase in defect coverage. Extensive evaluations of mainstream LLMs on AACR-Bench reveal that previous assessments may have either misjudged or only partially captured model capabilities due to data limitations. Our work establishes a more rigorous standard for ACR evaluation and offers new insights on LLM based ACR, i.e., the granularity/level of context and the choice of retrieval methods significantly impact ACR performance, and this influence varies depending on the LLM, programming language, and the LLM usage paradigm e.g., whether an Agent architecture is employed. The code, data, and other artifacts of our evaluation set are available at https://github.com/alibaba/aacr-bench .",,,
VR9AM6VV,core,67,AgenticSCR: an autonomous agentic secure code review for immature vulnerabilities detection,Charoenwet; Tantithamthavorn; Thongtanunam et al.,2026,preprint,arxiv,yes,,2601.19138,"Empirical agentic secure code review at pre-commit stage, an operationalizable automated oversight mechanism for AI/human code with measured gains.","Secure code review is critical at the pre-commit stage, where vulnerabilities must be caught early under tight latency and limited-context constraints. Existing SAST-based checks are noisy and often miss immature, context-dependent vulnerabilities, while standalone Large Language Models (LLMs) are constrained by context windows and lack explicit tool use. Agentic AI, which combine LLMs with autonomous decision-making, tool invocation, and code navigation, offer a promising alternative, but their effectiveness for pre-commit secure code review is not yet well understood. In this work, we introduce AgenticSCR, an agentic AI for secure code review for detecting immature vulnerabilities during the pre-commit stage, augmented by security-focused semantic memories. Using our own curated benchmark of immature vulnerabilities, tailored to the pre-commit secure code review, we empirically evaluate how accurate is our AgenticSCR for localizing, detecting, and explaining immature vulnerabilities. Our results show that AgenticSCR achieves at least 153% relatively higher percentage of correct code review comments than the static LLM-based baseline, and also substantially surpasses SAST tools. Moreover, AgenticSCR generates more correct comments in four out of five vulnerability types, consistently and significantly outperforming all other baselines. These findings highlight the importance of Agentic Secure Code Review, paving the way towards an emerging research area of immature vulnerability detection.",,,
462N6DT8,core,67,Developers’ dilemma: opportunities and pitfalls of generative AI for software development,Zacharias; Popova; Zahn et al.,2026,journalArticle,scopus,yes,10.1007/s12599-026-00998-y,,30 expert interviews surfacing developer over-reliance and skill degradation with GenAI coding — directly on the overtrust dimension of the core RQ.,"Generative artificial intelligence (GenAI) has attracted worldwide attention across numerous domains, with particularly strong implications for software development. Effective integration of GenAI requires a thorough understanding of both its opportunities and pitfalls for software developers and the organizations they are embedded in. In this study, 30 expert interviews were conducted to examine the sociotechnical impact of GenAI from the perspective of software development practitioners. The findings show that GenAI can enhance individual and organizational productivity and stimulate creative problem-solving. At the same time, concerns emerge around over-reliance, skill degradation, and homogenization among developers. Moreover, with GenAI rapidly providing valuable information, communication between developers may decline, potentially undermining interpersonal relationships and team cohesion. These insights contribute to information systems theory by examining GenAI’s effects on social capital, machine-induced reflections, and developers’ professional identity, while also offering practical implications for the effective and sustainable adoption of GenAI in software development. © The Author(s) 2026.",,,
J2G46JPM,core,66,Just another copy and paste? Comparing the security vulnerabilities of ChatGPT generated code and StackOverflow answers,S. Hamer; M. d’Amorim; L. Williams,2024,conferencePaper,ieee,no,10.1109/SPW63631.2024.00014,,Empirical comparison of AI vs human code vulnerabilities with explicit overtrust/'don't trust blindly' oversight argument in an org-adoption context.,"Sonatype’s 2023 report found that 97% of developers and security leads integrate generative Artificial Intelligence (AI), particularly Large Language Models (LLMs), into their development process. Concerns about the security implications of this trend have been raised. Developers are now weighing the benefits and risks of LLMs against other relied-upon information sources, such as StackOverflow (SO), requiring empirical data to inform their choice. In this work, our goal is to raise software developers’ awareness of the security implications when selecting code snippets by empirically comparing the vulnerabilities of ChatGPT and StackOverflow. To achieve this, we used an existing Java dataset from SO with security-related questions and answers. Then, we asked ChatGPT the same SO questions, gathering the generated code for comparison. After curating the dataset, we analyzed the number and types of Common Weakness Enumeration (CWE) vulnerabilities of 108 snippets from each platform using CodeQL. ChatGPT-generated code contained 248 vulnerabilities compared to the 302 vulnerabilities found in SO snippets, producing 20% fewer vulnerabilities with a statistically significant difference. Additionally, ChatGPT generated 19 types of CWE, fewer than the 22 found in SO. Our findings suggest developers are undereducated on insecure code propagation from both platforms, as we found 274 unique vulnerabilities and 25 types of CWE. Any code copied and pasted, created by AI or humans, cannot be trusted blindly, requiring good software engineering practices to reduce risk. Future work can help minimize insecure code propagation from any platform.",,,
G4BQ2IUU,core,66,Factors influencing the quality of AI-generated code: a synthesis of empirical evidence,Geruslu; Aliyeva; Tüzün,2026,preprint,arxiv,no,,2603.25146,Empirical SLR synthesizing quality factors of AI-generated code and the human validation/integration needs central to scaling oversight.,"Context: The rapid adoption of AI-assisted code generation tools, such as large language models (LLMs), is transforming software development practices. While these tools promise significant productivity gains, concerns regarding the quality, reliability, and security of AI-generated code are increasingly reported in both academia and industry. --Objective: This study aims to systematically synthesize existing empirical evidence on the factors influencing the quality of AI-generated source code and to analyze how these factors impact software quality outcomes across different evaluation contexts. --Method: We conducted a systematic literature review (SLR) following established guidelines, supported by an AI-assisted workflow with human oversight. A total of 24 primary studies were selected through a structured search and screening process across major digital libraries. Data were extracted and analyzed using qualitative, pattern-based evidence synthesis. --Results: The findings reveal that code quality in AI-assisted development is influenced by a combination of human factors, AI system characteristics, and human AI interaction dynamics. Key influencing factors include prompt design, task specification, and developer expertise. The results also show variability in quality outcomes such as correctness, security, maintainability, and complexity across studies, with both improvements and risks reported. --Conclusion: AI-assisted code generation represents a socio-technical shift in software engineering, where achieving high-quality outcomes depends on both technological and human factors. While promising, AI-generated code requires careful validation and integration into development workflows.",,,lit-review
UDEHDB27,core,66,Do AI coding agents log like humans? An empirical study,Ouatiti; Sayagh; Li et al.,2026,preprint,arxiv,no,,2604.09409,"Empirical study showing NL instructions fail to govern AI agents and humans silently repair output, evidencing oversight limits and need for guardrails.","Software logging is essential for maintaining and debugging complex systems, yet it remains unclear how AI coding agents handle this non-functional requirement. While prior work characterizes human logging practices, the behaviors of AI coding agents and the efficacy of natural language instructions in governing them are unexplored. To address this gap, we conduct an empirical study of 4,550 agentic pull requests across 81 open-source repositories. We compare agent logging patterns against human baselines and analyze the impact of explicit logging instructions. We find that agents change logging less often than humans in 58.4% of repositories, though they exhibit higher log density when they do. Furthermore, explicit logging instructions are rare (4.7%) and ineffective, as agents fail to comply with constructive requests 67% of the time. Finally, we observe that humans perform 72.5% of post-generation log repairs, acting as ""silent janitors"" who fix logging and observability issues without explicit review feedback. These findings indicate a dual failure in natural language instruction (i.e., scarcity of logging instructions and low agent compliance), suggesting that deterministic guardrails might be necessary to ensure consistent logging practices.",,,
N2UHFWQ3,core,66,LLM-driven code refactoring: opportunities and limitations,J. Cordeiro; S. Noei; Y. Zou,2025,conferencePaper,"ieee,scopus",no,10.1109/IDE66625.2025.00011,,"Directly addresses human-in-the-loop verification of LLM-generated code refactoring, though it is a position paper without new empirical evidence.","Refactoring is a systematic process of improving code quality while preserving the functional behavior of the software. In recent years, integrated development environments (IDEs) have added or improved automatic refactoring in their features, to enhance developers' productivity and reduce the likelihood of human errors. With the advancement and increasing popularity of large language models (LLMs), coding automation using them has gained enormous attention and has shown to be effective in performing refactorings on the source code automatically. However, this automation can carry the risk of introducing errors or hallucinations that may break or alter the software functionality. The error-proneness and the possibility of hallucinations in LLMs limit their ability to be fully integrated into an automated refactoring pipeline (e.g., IDEs) and often require humans in the loop to verify the performed modifications. In this position paper, we examine the limitations of existing LLM-based refactoring techniques. We propose research directions to address these limitations and improve the quality of LLM-based code refactoring for reliable software maintenance.",,,
6UC9YDPD,core,66,Improving automated code reviews: learning from experience,H. Y. Lin; P. Thongtanunam; C. Treude et al.,2024,conferencePaper,ieee,no,,,"Improves LLM-automated code review quality, addressing scalability of review workload central to oversight-keeping-pace.","Modern code review is a critical quality assurance process that is widely adopted in both industry and open source software environments. This process can help newcomers learn from the feedback of experienced reviewers; however, it often brings a large workload and stress to reviewers. To alleviate this burden, the field of automated code reviews aims to automate the process, teaching large language models to provide reviews on submitted code, just as a human would. A recent approach pre-trained and fine-tuned the code intelligent language model on a large-scale code review corpus. However, such techniques did not fully utilise quality reviews amongst the training data. Indeed, reviewers with a higher level of experience or familiarity with the code will likely provide deeper insights than the others. In this study, we set out to investigate whether higher-quality reviews can be generated from automated code review models that are trained based on an experience-aware oversampling technique. Through our quantitative and qualitative evaluation, we find that experience-aware oversampling can increase the correctness, level of information, and meaningfulness of reviews generated by the current state-of-the-art model without introducing new data. The results suggest that a vast amount of high-quality reviews are underutilised with current training strategies. This work sheds light on resource-eﬃcient ways to boost automated code review models.CCS CONCEPTS• Software creation and management; • Machine translation;",,,
PNCL8T9B,core,65,Confident but incorrect: mitigating hallucination and overconfidence in agentic AI coders,Tripathi; Kohli; Misra,2025,conferencePaper,"arxiv,scopus",no,10.1109/ICIIP68302.2025.11346318,,"Empirically tackles overconfidence/hallucination in agentic AI coders and mitigations (uncertainty/verification), central to overtrust and oversight limitations.","Agentic AI capable of independent software development is transforming productivity in engineering. But their increasing independence brings up important dependability issues that require careful thought. These systems typically produce code that seems technically sound at first glance but has underlying logical or functional errors; this issue is called hallucination. The problem worsens and there are fewer opportunities for human review or confirmation when such erroneous outputs are given excessive confidence. The study presented here claims that the systematic cause of these shortcomings is training approaches in big language models that emphasize reinforcement learning based on human feedback and aimed at terminal outcomes. Such methods, which prioritize seeming plausibility over substantive truth and encourage stylistic coherence at the expense of rigorous reasoning, jeopardize the software architectures' ongoing resilience. To counter this, a different training strategy is advised. The primary change, referred to as reinforcement learning from process supervision, causes supervisors to focus on intermediate reasoning paths rather than terminal products. This alignment includes tried-and-true engineering techniques that place a high value on sequential verification and clear justification articulation. A subsequent improvement includes formal verification and uncertainty estimates in the generative pipeline, which allows models to detect and signal epistemic constraints in code synthesis. These interventions are supported by empirical evaluations: on a defined benchmark group, the pass-at-one accuracy measure improved by 14 percentage points compared to the baseline, and the ROC curve area increased from 0.68 to 0.78, indicating improved failure anticipation efficacy. These results provide a viable path for agentic AI to participate in programming tasks as trustworthy, reflective partners, instead of assertive but faulty assistants. © 2025 IEEE.",,,
K4CKRTEI,core,65,AI vs human code gen report: AI code creates 1.7x more issues,Loker,2025,webpage,coursework,yes,,,"Empirical analysis quantifying that AI code creates 1.7x more issues, directly supporting AI-code risk measurement and the volume/quality problem.","We analyzed 470 open-source GitHub pull requests,  using CodeRabbit’s structured issue taxonomy and found that AI generated code creates 1.7x more issues.",,,
6QSXGBDM,core,64,DSCode comparator: an interactive interface for comparing models and evaluating code for data science tasks,Yu; Zhong; Crisan,2026,conferencePaper,"acm,arxiv,scopus",yes,10.1145/3742413.3789088,2413.3789,"Human-centered interface and user study addressing the verification-burden shift when reviewing code-generation model outputs, an oversight-support mechanism.","Code-generating models are increasingly used to support data science tasks. Yet reviewing their outputs, both to understand how the code works and to assess its quality, remains largely manual and time-consuming. Instead of eliminating effort, these models shift the burden from writing code to verifying it. Complicating matters further, different models often produce divergent solutions of varying efficacy, creating additional challenges for code interrogation. To address this unmet need, we introduce DSCode Comparator, an interactive interface designed to support code understanding, evaluation, refinement, and comparison in data science workflows. DSCode Comparator allows code to be viewed from different levels of granularity, from individual lines of code to comparisons across prompts and tasks. The individual code views automatically annotate lines of code via an agentic pipeline we developed to facilitate quick functional overviews. The individual views also automatic diagnosis code quality according to efficiency, readability, and resource computation. The comparison and historical views leverage the annotations to create compact visual summaries of code, allowing for direct comparisons of its functionality, length, and efficiency across multiple models, data science tasks, and prompts. To evaluate DSCode Comparator, we conducted a user study with 22 participants, all with varying levels of proficiency in writing Data science code. Our findings show that, especially for non-expert users, DSCode Comparator sped up the pace of code comprehension and increased participant confidence. The majority report finding DSCode Comparator easier to use and more efficient than manual efforts in reviewing and refining code. Overall, our systems and their findings present an intelligent, human-centered approach to address the verification gap when using code generation models for Data Science.",,,
VQTXS6R4,core,64,Issue-oriented agent-based framework for automated review comment generation,Li; Wang; Thongtanunam et al.,2025,preprint,arxiv,yes,,2511.00517,"Agent-based automated review-comment generation is an operationalizable oversight-scaling mechanism, though evaluated mainly via text-similarity metrics.","Code review (CR) is a crucial practice for ensuring software quality. Various automated review comment generation techniques have been proposed to streamline the labor-intensive process. However, existing approaches heavily rely on a single model to identify various issues within the code, limiting the model's ability to handle the diverse, issue-specific nature of code changes and leading to non-informative comments, especially in complex scenarios such as bug fixes. To address these limitations, we propose RevAgent, a novel agent-based issue-oriented framework, decomposes the task into three stages: (1) Generation Stage, where five category-specific commentator agents analyze code changes from distinct issue perspectives and generate candidate comments; (2) Discrimination Stage, where a critic agent selects the most appropriate issue-comment pair; and (3) Training Stage, where all agents are fine-tuned on curated, category-specific data to enhance task specialization. Evaluation results show that RevAgent significantly outperforms state-of-the-art PLM- and LLM-based baselines, with improvements of 12.90\%, 10.87\%, 6.32\%, and 8.57\% on BLEU, ROUGE-L, METEOR, and SBERT, respectively. It also achieves relatively higher accuracy in issue-category identification, particularly for challenging scenarios. Human evaluations further validate the practicality of RevAgent in generating accurate, readable, and context-aware review comments. Moreover, RevAgent delivers a favorable trade-off between performance and efficiency.",,,
A4DHCSII,core,64,Integrating RAG and LLM for automated code review in practice,L. Yang; Y. Chen,2025,conferencePaper,ieee,no,10.1109/ISCIPT67144.2025.11265531,,"RAG-LLM automated code review deployed in practice to scale quality control of outsourced code, with adoption-rate and developer-trust measurement.","With the rapid development of the digital economy, software development capability has become a key element of corporate core competitiveness. When facing urgent projects or short-term manpower shortages, companies often resort to temporary outsourcing solutions, leading to significant code quality issues in outsourced projects. Traditional static code analysis tools suffer from limitations such as delayed rule updates, insufficient cross-module analysis capabilities, and weak interpretability of results, making them inadequate to meet current demands. Advances in large language models (LLM) and retrieval-augmented generation (RAG) offer new possibilities for code quality management. However, current LLM-based solutions still face challenges including insufficient comment accuracy, low practicality, and a lack of targeted systematic improvement mechanisms. To address these issues, this study constructs a code graph knowledge base to provide effective contextual information and proposes a novel AI Code Review (AI-CR) framework. Experimental results demonstrate that the framework significantly improves adoption rate and developer trust. In comparative experiments, the adoption rate increased by 18.5%, surpassing that of contemporaneous manual reviews.",,,
76DYS6RI,core,63,Model-assisted and human-guided: perceptions and practices of software professionals using LLMs for coding,I. Santos; C. Magalhaes; R. De Souza Santos,2025,conferencePaper,ieee,no,10.1109/AIware69974.2025.00019,,Practitioner survey on how professionals cautiously integrate/oversee LLMs as assistive-not-standalone tools—empirical evidence on oversight practices.,"Large Language Models (LLMs) have quickly become a central component of modern software development workflows, and software practitioners are increasingly integrating LLMs into various stages of the software development lifecycle. Despite the growing presence of LLMs, there is still limited understanding of how these tools are actually used in practice and how professionals perceive their benefits and limitations. This paper presents preliminary findings from a global survey of 131 software practitioners. Our results reveal how LLMs are utilized for various coding-specific tasks. Software professionals report benefits such as increased productivity, reduced cognitive load, and faster learning, but also raise concerns about LLMs' inaccurate outputs, limited context awareness, and associated ethical risks. Most developers treat LLMs as assistive tools rather than standalone solutions, reflecting a cautious yet practical approach to their integration. Our findings provide an early, practitioner-focused perspective on LLM adoption, highlighting key considerations for future research and responsible use in software engineering.",,,
