item_key,opus_bin,centrality,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,opus_rationale,abstract,human_bin,human_note,new tags
5DCQDB4C,context,62,Effective human oversight of AI-based systems: a signal detection perspective on the detection of inaccurate and unfair outputs,Langer; Baum; Schlicker,2024,journalArticle,coursework,yes,10.1007/s11023-024-09701-0,,"Signal-detection framework for effective human error detection in AI oversight—concrete, transferable mechanism though not code-specific.","Legislation and ethical guidelines around the globe call for effective human oversight of AI-based systems in high-risk contexts – that is oversight that reliably reduces the risks otherwise associated with the use of AI-based systems. Such risks may relate to the imperfect accuracy of systems (e.g., inaccurate classifications) or to ethical concerns (e.g., unfairness of outputs). Given the significant role that human oversight is expected to play in the operation of AI-based systems, it is crucial to better understand the conditions for effective human oversight. We argue that the reliable detection of errors (as an umbrella term for inaccuracies and unfairness) is crucial for effective human oversight. We then propose that Signal Detection Theory (SDT) offers a promising framework for better understanding what affects people’s sensitivity (i.e., how well they are able to detect errors) and response bias (i.e., the tendency to report errors given a perceived evidence of an error) in detecting errors. Whereas an SDT perspective on the detection of inaccuracies is straightforward, we demonstrate its broader applicability by detailing the specifics for an SDT perspective on unfairness detection, including the need to choose a standard for (un)fairness. Additionally, we illustrate that an SDT perspective helps to better understand the conditions for effective error detection by showing examples of task-, system-, and person-related factors that may affect the sensitivity and response bias of humans tasked with detecting unfairness associated with the use of AI-based systems. Finally, we discuss future research directions for an SDT perspective on error detection.",core,Discussion of signal theory for directing human oversight.,
LQVJ7XT6,context,62,State of the art of the security of code generated by LLMs: a systematic literature review,L. C. Ramírez; X. Limón; Á. J. Sánchez-García et al.,2024,conferencePaper,ieee,no,10.1109/CONISOFT63288.2024.00050,,"SLR synthesizing AI-code security risks, mitigation practices, and tools that support responsible/informed use, transferable to oversight though security-centric rather than governance-focused.","AI -assisted programming has experienced a surge in popularity over the past few years, largely thanks to advancements in Large Language Model technologies. This has led to the emergence of tools like ChatGPT and GitHub Copilot. However, the use of AI models for code generation comes with a downside: the resulting code is susceptible to vulnerabilities, thus posing new challenges in the field of secure software development. In this study, we analyze the current state of research regarding the security of LLM generated code from the Software Engineering perspective. We conducted a Systematic Literature Review following the guidelines from Kitchenham et al. The search process included five sources: IEEE Xplore, ACM, Science Direct, Springer Link and Wiley Online Library. We also included an iteration of backward and forward snowballing. We obtained 3104 peer-reviewed studies though Quasi-Gold aided automated search and selected the most relevant ones through 5 stages. The final selection includes 15 primary studies from which we extracted and synthesized data. We identified seven different kinds of security vulnerability present in LLM generated code, six different mitigation strategies and practices, and four tools recommended by authors to use in conjunction with LLM code generation. Security related issues within LLM generated code have only just begun to be explored, initial research has already emphasized the significance of considering the inclusion of AI-powered code generation in software projects, as it carries the risk of introducing vulnerabilities at a higher rate than human-generated code. The vulnerabilities, practices and tools identified in this study, can potentially help developers to use LLM programming assistants more responsibly, making informed decisions when leveraging LLM technology.",,,lit-review
YMXUXDFK,context,62,Detection of vulnerabilities in AI-generated java code using random forest algorithm,S. S. Kumakale; A. A; V. S. Badiger et al.,2026,conferencePaper,ieee,no,10.1109/IITCEE67948.2026.11394305,,"ML method to detect vulnerabilities specifically in AI-generated code for integration into developer workflows is a concrete, transferable risk-measurement mechanism.","The swift integration of AI-powered tools for code generation is transforming the software development process, yielding substantial productivity benefits. Nevertheless, the security of code produced by these Large Language Models (LLMs) poses a significant and escalating risk. This paper introduces a thorough machine learning framework for identifying vulnerabilities within AI-generated Java code. We assemble a balanced dataset comprising vulnerable code snippets and their corrected counterparts to train and assess five classical machine learning classifiers: Random Forest, Logistic Regression, Linear SVM, Decision Tree, and Naive Bayes. Our methodology outlines the complete workflow, covering data preparation, feature engineering with Term Frequency-Inverse Document Frequency (TF-IDF), and methodical hyperparameter optimization. The experimental outcomes confirm the high effectiveness of our strategy, with the Random Forest model showing top-tier performance, achieving 95% accuracy and an Area Under the ROC Curve (AUC) of 0.97. Further analysis of the model includes feature importance, statistical significance testing, a case study, and a review of validity threats. Our research indicates that classical ML models provide a potent and interpretable baseline for detecting common security flaws, offering a viable path for integration into developer workflows to fortify the AI-assisted software development lifecycle.",,,
PWC7TXTM,context,62,Why you shouldn't fully trust ChatGPT: a synthesis of this AI tool's error rates across disciplines and the software engineering lifecycle,Garousi,2025,preprint,arxiv,no,,2504.18858,Evidence-based synthesis of LLM error rates across the SDLC arguing human oversight is essential; strong risk evidence but no specific scaling mechanism.,"Context: ChatGPT and other large language models (LLMs) are widely used across healthcare, business, economics, engineering, and software engineering (SE). Despite their popularity, concerns persist about their reliability, especially their error rates across domains and the software development lifecycle (SDLC). Objective: This study synthesizes and quantifies ChatGPT's reported error rates across major domains and SE tasks aligned with SDLC phases. It provides an evidence-based view of where ChatGPT excels, where it fails, and how reliability varies by task, domain, and model version (GPT-3.5, GPT-4, GPT-4-turbo, GPT-4o). Method: A Multivocal Literature Review (MLR) was conducted, gathering data from academic studies, reports, benchmarks, and grey literature up to 2025. Factual, reasoning, coding, and interpretive errors were considered. Data were grouped by domain and SE phase and visualized using boxplots to show error distributions. Results: Error rates vary across domains and versions. In healthcare, rates ranged from 8% to 83%. Business and economics saw error rates drop from ~50% with GPT-3.5 to 15-20% with GPT-4. Engineering tasks averaged 20-30%. Programming success reached 87.5%, though complex debugging still showed over 50% errors. In SE, requirements and design phases showed lower error rates (~5-20%), while coding, testing, and maintenance phases had higher variability (10-50%). Upgrades from GPT-3.5 to GPT-4 improved reliability. Conclusion: Despite improvements, ChatGPT still exhibits non-negligible error rates varying by domain, task, and SDLC phase. Full reliance without human oversight remains risky, especially in critical settings. Continuous evaluation and critical validation are essential to ensure reliability and trustworthiness.",,,
IZQGW3IU,context,62,,European Parliament; Council of the European Union,,statute,coursework,no,,,"EU AI Act Article 14 is a concrete human-oversight regulatory framework, transferable but not specific to AI-generated code.","Article 14 of Regulation (EU) 2024/1689 of the European Parliament and of the Council (the EU Artificial Intelligence Act) establishes requirements for human oversight of high-risk AI systems. It obliges providers to design systems enabling effective human monitoring and intervention, including the ability to understand capabilities and limitations, detect and address anomalies, override or interrupt system outputs, and ensure that human oversight persons have appropriate competence and authority.",,,
ZGST9CY6,context,62,Designing meaningful human oversight in AI,Liming Zhu; Qinghua Lu; Ding Ming et al.,2025,journalArticle,ssrn,no,,,"Concrete framework for designing meaningful human oversight of agentic AI, highly transferable to code oversight.","Human oversight is central to safe and responsible AI, but current approaches risk either collapsing agentic AI into mere automation, stripping it of its / The framework provides engineers, safety teams, users, and organisational leaders with a concrete way to design meaningful and effective oversight that / Artificial Intelligent, AI, Agentic AI, Human Oversight, Human Agency",core,Defines how human oversight might be provided.,
QZNURHZQ,context,62,The evaluation paradox: cognitive atrophy and the erosion of human oversight in agentic workflows,Alexey Ermakov,2026,journalArticle,ssrn,no,,,"Directly analyzes erosion of human oversight and skill atrophy/automation bias in agentic workflows, a strongly transferable over-reliance angle though not code-specific.","As organizations transition from Generative AI as a tool to autonomous ""coworkers"" (Agentic AI), a structural socio-technical risk emerges-the Evaluation / Cognitive Science, Management of Innovation Agentic AI, Skill Atrophy, Cognitive Load Theory, Human-AI (Machine) Collaboration, Technical Telemetry, Business",,,
KREBS4T3,context,62,From policy to practice: prototyping the EU AI act's human oversight requirements,Wannes Ooms; Lotte Cools; Thomas Gils et al.,2025,journalArticle,ssrn,no,,,Prototypes operationalizing the AI Act's human-oversight requirement with reviewer feedback—strong transferable oversight mechanism though not code-specific.,"Article 14 AI Act mandates that high-risk AI systems are designed and developed in such a way that they enable effective human oversight. / In addition, the report also features reviewer feedback on those documents and the human oversight requirement contained in article 14 AI Act. / AI Act, Human oversight, high-risk AI systems, policy prototyping, product safety, law enforcement, AI in education, AI in healthcare, Artificial Intelligence / , AI governance, compliance, AI regulation",,,
BZ4K52DU,context,62,Responsible machine learning operations: closing the gap between speed and oversight,Andrew Beckstrand,2026,journalArticle,ssrn,no,,,"Directly tackles the speed-vs-oversight scaling tension via Governance-as-Code and conditional delegation in high-velocity ML pipelines, strongly transferable.","By implementing Governance-as-Code, organizations translate abstract values into executable constraints, demonstrating that high-velocity systems can maintain / MLOps, Responsible MLOps, Algorithmic Governance, Conditional Delegation, Trustworthy AI, Model Drift, Human-in-the-Loop, AI Safety",,,
JVWUYDME,context,62,"Scapegoat-as-a-service: moving from ""human-in-the-loop"" to ""human-in-command"" in regulated systems",Ryan T. Jessee,2026,journalArticle,ssrn,no,,,"Directly analyzes limitations/failure modes of human-in-the-loop oversight and proposes Human-in-Command control architecture, central to the strengths/limits angle.","Human-in-the-Loop (HITL) is widely treated as the default safety control for AI in regulated workflows; in production, however, it can function / nbsp;We name this failure mode Scapegoat-as-a-Service and propose Human-in-Command governance, where humans define and enforce an operating envelope for AI-enabled / Human Oversight, AI Governance, Auditability, Regulated Systems, Moral Crumple Zone, Algorithmic Accountability, Meaningful Human Control, Control Architecture / , Automation Bias, Agentic Systems, Risk Management",core,defines alternate approach of defining human oversight.,
3RWMYI5B,context,62,Adversarial precedent memory: hardening LLM evaluators through mined failure constraints,Daniel Alami,2026,journalArticle,ssrn,no,,,Human-in-the-loop hardening of LLM evaluators via mined failure constraints and deterministic gating — an LLM-as-judge oversight mechanism transferable to code review.,"The resulting contribution is not autonomous self-improvement, but a reproducible human-in-the-loop methodology in which evaluator failures are converted / LLM Evaluation, Evaluator Hardening, Zero-Trust AI, Deterministic Gating, Goodhart’s Law, Reward-Channel Corruption, Strategic Reasoning, AI Governance / , Human-in-the-Loop (HITL), Failure-Driven Hardening, Precedent Memory, Recursive Hardening",,,
9MV2IVNU,context,62,Human-in-the-loop isn't a checkbox: designing meaningful intervention in automated AI decisions,Sue Eze,2026,journalArticle,ssrn,no,,,'Rubber-Stamp Risk' governance failure mode directly addresses meaningless human review at scale—highly transferable to code-review oversight though not code-specific.,"In practice, many AI workflows involve human reviewers who formally approve model outputs without the authority, information, time, or confidence to challenge / This paper introduces Rubber-Stamp Risk as a governance failure mode in AI model automation, in which human review exists but does not materially influence / AI governance, human-in-the-loop, automated decision-making, algorithmic accountability, explainability, AI risk management, EU AI Act, ISO 42001, model / governance, decision system, AI Auditing, algorithmic governance",core,"Identifies additional risk components with human oversight, defining scalability problems.",
JGSFEKVA,context,62,Use it or slowly lose it: expertise atrophy with organizational AI usage,James Siderius; Robert A. Shumsky; Alva Taylor,2026,journalArticle,ssrn,no,,,Models expertise atrophy from organizational AI reliance and incentivizing oversight — over-reliance theme highly transferable to AI-code oversight.,"Problem definition: As organizations adopt generative AI, its use can improve productivity, but reliance can lead to atrophy of worker knowledge and skills The challenge is how to incentivize human oversight and sustain long-run expertise. artificial intelligence, organizational learning, organizational capabilities, human-computer interaction, principal-agent models, skill development",,,
9IPQ7228,context,62,Automating modelica module generation using large language models: a case study on building control description language,Wan; Lu; Chen et al.,2025,preprint,arxiv,yes,,2509.14623,"Empirical LLM code-generation study with human-in-the-loop evaluation finding humans outperform AI validation, a concrete AI-code oversight finding in an engineering domain.","Dynamic energy systems and controls require advanced modeling frameworks to design and test supervisory and fault tolerant strategies. Modelica is a widely used equation based language, but developing control modules is labor intensive and requires specialized expertise. This paper examines the use of large language models (LLMs) to automate the generation of Control Description Language modules in the Building Modelica Library as a case study. We developed a structured workflow that combines standardized prompt scaffolds, library aware grounding, automated compilation with OpenModelica, and human in the loop evaluation. Experiments were carried out on four basic logic tasks (And, Or, Not, and Switch) and five control modules (chiller enable/disable, bypass valve control, cooling tower fan speed, plant requests, and relief damper control). The results showed that GPT 4o failed to produce executable Modelica code in zero shot mode, while Claude Sonnet 4 achieved up to full success for basic logic blocks with carefully engineered prompts. For control modules, success rates reached 83 percent, and failed outputs required medium level human repair (estimated one to eight hours). Retrieval augmented generation often produced mismatches in module selection (for example, And retrieved as Or), while a deterministic hard rule search strategy avoided these errors. Human evaluation also outperformed AI evaluation, since current LLMs cannot assess simulation results or validate behavioral correctness. Despite these limitations, the LLM assisted workflow reduced the average development time from 10 to 20 hours down to 4 to 6 hours per module, corresponding to 40 to 60 percent time savings. These results highlight both the potential and current limitations of LLM assisted Modelica generation, and point to future research in pre simulation validation, stronger grounding, and closed loop evaluation.",,,
EVIRWHTD,context,60,Vibe coding: toward an AI-native paradigm for semantic and intent-driven programming,Bamil,2025,preprint,arxiv,no,,2510.17842,"Formalizes vibe coding with a reference architecture and reviews security/maintainability risks, but oversight mechanism is largely conceptual.","Recent advances in large language models have enabled developers to generate software by conversing with artificial intelligence systems rather than writing code directly. This paper introduces vibe coding, an emerging AI-native programming paradigm in which a developer specifies high-level functional intent along with qualitative descriptors of the desired ""vibe"" (tone, style, or emotional resonance). An intelligent agent then transforms those specifications into executable software. We formalize the definition of vibe coding and propose a reference architecture that includes an intent parser, a semantic embedding engine, an agentic code generator, and an interactive feedback loop. A hypothetical implementation is described. We compare vibe coding with declarative, functional, and prompt-based programming, and we discuss its implications for software engineering, human-AI collaboration, and responsible AI practice. Finally, we examine reported productivity gains and democratizing effects, review recent studies that highlight vulnerabilities and potential slowdowns, identify key challenges such as alignment, reproducibility, bias, explainability, maintainability, and security, and outline future directions and open research questions.",,,
XSUGEJT2,context,60,Investigating autonomous agent contributions in the wild: activity patterns and code change over time,Popescu; Gros; Botocan et al.,2026,preprint,arxiv,yes,10.1145/3793302.3793354,2604.00917,"Large-scale empirical study of agent code quality, churn, and review interaction signals, relevant but largely descriptive of oversight outcomes.","The rise of large language models for code has reshaped software development. Autonomous coding agents, able to create branches, open pull requests, and perform code reviews, now actively contribute to real-world projects. Their growing role offers a unique and timely opportunity to investigate AI-driven contributions and their effects on code quality, team dynamics, and software maintainability. In this work, we construct a novel dataset of approximately $110,000$ open-source pull requests, including associated commits, comments, reviews, issues, and file changes, collectively representing millions of lines of source code. We compare five popular coding agents, including OpenAI Codex, Claude Code, GitHub Copilot, Google Jules, and Devin, examining how their usage differs in various development aspects such as merge frequency, edited file types, and developer interaction signals, including comments and reviews. Furthermore, we emphasize that code authoring and review are only a small part of the larger software engineering process, as the resulting code must also be maintained and updated over time. Hence, we offer several longitudinal estimates of survival and churn rates for agent-generated versus human-authored code. Ultimately, our findings indicate an increasing agent activity in open-source projects, although their contributions are associated with more churn over time compared to human-authored code.",,,
FSASVSDT,context,60,Navigating the risks: a survey of security and privacy threats in LLM-based agents,Gan; Yang; Ma et al.,2026,journalArticle,acm,yes,10.1145/3807666,,"Systematic survey with taxonomy and policy directions for security/governance risks of LLM agents across the software lifecycle, strongly transferable to AI-code oversight.","Large language models (LLMs) are increasingly embedded into software engineering workflows as autonomous or semi-autonomous agents for code generation, test synthesis, tool orchestration, and end-to-end task automation. While these agentic capabilities promise substantial productivity and quality gains, they also introduce distinct security and privacy risks at the levels of artifacts, processes, and socio-technical deployment pipelines. These risks threaten the trustworthiness of LLM-powered software and complicate core engineering activities such as specification, design, verification, maintenance, and governance.This survey systematizes the threat landscape for LLM-based agents from a software engineering perspective. We propose a taxonomy organized by threat sources and their impacts across the software lifecycle, explicitly capturing cross-module and cross-stage attack surfaces (e.g., tool-use mediation, memory management, and environment interaction). We further distill six agent features grounded in information-flow and control-flow properties that shape risk exposure. We synthesize current mitigation techniques and their limitations for each feature, and conduct four case studies on web search, gaming, navigation, and software development to illustrate practical risks and failure modes. Building on these analyses, we outline research directions in data, methodology, and policy to guide the development of secure and trustworthy LLM-based agents.",,,lit-review
YRBG342S,context,60,"Synergizing human-AI cooperation in automated software testing: a balance for enhanced efficiency, reliability, and trust",Tuape; Kasurinen; Najjemba et al.,2025,conferencePaper,scopus,no,10.1109/ICECCME64568.2025.11277750,,"Argues for active human oversight in AI software testing citing EU AI Act, but a position paper without an evidence base.","Achieving reliable and trustworthy automated software testing requires a synergistic approach that leverages both human expertise and AI capabilities. This position paper argues that active human oversight is crucial for addressing key challenges such as the test oracle problem and training data bias. By fostering human-AI cooperation, potential biases and inaccuracies can be mitigated, leading to more efficient, reliable, and trustworthy automated testing. This approach also aligns with principles from the EU AI Act, which emphasizes the need for effective human control over AI systems. The paper concludes by outlining a future research agenda focused on developing frameworks to foster seamless human-AI collaboration and presenting several open research questions vital for advancing the field.  © 2025 IEEE.",,,
