item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
ZT2YAEN9,The probabilistic operating system (POS): governing living enterprises under uncertainty,"Yet modern AI systems continue to treat enterprise reality as: 
• Deterministic
• Independent / Yet modern AI systems continue to treat enterprise reality as: / • Deterministic / • Independent / We introduce the Probabilistic Operating System (POS) — the first AI governance architecture designed to govern living enterprises, not merely predict",maybe,low,Claims first enterprise AI governance architecture but abstract is too concept-heavy to assess whether the probabilistic framing operationalizes or transfers to software engineering contexts,maybe_queue
GBGN236Z,"An enterprise AI operating model for regulated pharmaceutical organizations: governance, risk, and scalable implementation","Artificial intelligence (AI) adoption in pharmaceutical organizations is rapidly moving beyond isolated pilot initiatives toward broader enterprise / Artificial intelligence (AI) adoption in pharmaceutical organizations is rapidly moving beyond isolated pilot initiatives toward broader enterprise / Instead, it positions governance as trust infrastructure: a reusable organizational capability that enables responsible AI scale while preserving the primacy / Artificial Intelligence, Pharmaceutical Governance, Regulated Organizations, Enterprise Operating Model, Risk Stratification, Lifecycle Assurance",maybe,medium,"Enterprise AI operating model positions governance as reusable organizational capability enabling responsible AI scale, but heavy pharmaceutical regulatory framing limits transferability without re-derivation",keep_queue
BE3RJELK,Entropy alignment: a framework for governing randomness in AI-enabled enterprise systems,"Existing AI governance frameworks emphasize ethics, transparency, and risk mitigation, yet often fail to provide a unifying technical principle that explains / The framework offers actionable guidance for enterprise AI governance, system design, and risk containment. / Human-AI Interaction, Cybernetics, Adaptive Systems, AI Governance, Enterprise Intelligence, Enterprise AI, Entropy",maybe,low,Claims actionable enterprise AI governance guidance using entropy/cybernetics framing but abstract is too thin to assess whether the framework operationalizes beyond metaphor,keep_queue
8I9VS22E,An institutional view of algorithmic impact assessments,This Article demonstrates how emerging research within the field of algorithmic accountability can also inform the shape of AIA regulation.,maybe,medium,Algorithmic impact assessment regulatory design could inform software org governance of AI coding tools but requires translation from policy context to engineering practice,keep_queue
SD744UB3,Are organisations ready for ai security compliance: a cross-sector survey,"There are already standards that govern AI security by ISO and NIST, and legislation like the EU AI Act and California laws. / Third, organisational compliance readiness is extremely low (19%).",maybe,medium,"Cross-sector empirical survey measuring compliance readiness (19%) for ISO/NIST/EU AI Act is operationalizable but does not distinguish software engineering organizations from other sectors, leaving transferability unresolved.",keep_queue
YBBKP9QC,Guardians of the grid: rethinking AI and data governance in the agentic era,"As organizations rapidly adopt generative and agentic AI systems, the foundation of trustworthy decision-making—data governance—faces unprecedented / Key pillars include trust-building, agent oversight, adaptive councils, and new AI-specific KPIs such as hallucination rate, task completion, and ethical",maybe,medium,"Proposes agentic AI governance KPIs (hallucination rate, task completion, ethical) that could apply to software organizations, but the abstract lacks empirical validation and specificity to software development contexts.",keep_queue
IEKZGF9W,Artificial intelligence-augmented decision-making: examining the interplay between machine learning algorithms and human judgment in organizational leadership,"The paper discusses the bright and dark sides of the relationship between human judgment and AI-driven machine learning (ML) algorithms. While discussing important issues, such as algorithm aversion, automation bias, and trust, it probes into how AI improves decision-making efficiency through predictive accuracy, resource optimisation, and data-driven insights. Even as AI can revolutionise decision-making, its effective integration must balance algorithmic output and human judgment. The most critical challenges include automation bias resulting from over-reliance on advice given by AI and algorithm aversion driven by concerns related to AI failures. Open systems, explainable AI (XAI) frameworks, and user-centered design can help to engender confidence in AI systems and alleviate these issues. Accountability, equity, and prejudice concerns raise further ethical considerations with AI. The study proposed several tactics that might mitigate such challenges: audits of ethics, adherence to legal policy, and integration of the AI systems with the company’s values. It underlines the human-AI collaboration that will be increasingly necessary, as well as hybrid models for decision-making that bring algorithmic accuracy to human intuition. It follows the case study review and empirical findings with practical lessons for organisational leaders on ethics, best deployment practices for AI, and tactical ways to engender better collaboration and trust. The conclusion outlines the need to enhance the explainability features of AI, study cognitive dynamics in decision processes, and work out ethical schemata guiding leading positions for AI. Beyond providing a roadmap for organisations to leverage the interaction of human judgment and machine intelligence to drive and achieve more ethical and effective leadership outcomes, this paper tries to contribute to the ongoing debate on AI-augmented decision-making. © 2025, Creative Publishing House. All rights reserved.",maybe,medium,"Addresses automation bias, algorithm aversion, and XAI frameworks for organizational human-AI decision-making with concrete mitigation tactics that plausibly transfer to code review oversight, but context is general leadership rather than software engineering.",keep_queue
GP6BAA4C,Does my README file need to be updated? Exploring LLM-based README maintenance,"The README file serves as a critical source of information for gaining an overview and helping developers onboard to an Open Source Software (OSS) project. Yet, documentation issues persist; in particular, ``outdated'' documentation is perceived by developers as one of the most frequent and severe challenges with gaining project understanding. While previous studies have aimed to mitigate this problem, they typically either rely on highly-engineered solutions focused on specific code components or employ generative methods that are ineffective for incremental maintenance. In this study, we propose a lightweight Large Language Model (LLM)-driven approach to facilitate precise, localised README file updates within a human-in-the-loop workflow. Specifically, given a pull request (PR), our pipeline determines whether an update is necessary; if so, it identifies the precise locations where updates should be applied and provides a justification based on the triggering events. Our evaluation on 27,772 PRs across 714 popular repositories demonstrates high precision and utility. Furthermore, we performed a qualitative failure case analysis to provide deeper insights and directions for improvement. We also conducted a retrospective study on 20 sampled repositories, complemented by a case study with a developer of a large OSS project. These evaluations demonstrate that the tool effectively identifies overlooked PRs requiring README updates, thereby helping to mitigate the risk of outdated documentation. Finally, we provide concrete implications for practitioners and researchers, highlighting the need to further explore effective interaction patterns to incorporate documentation update tools into the OSS development workflow.",maybe,medium,"LLM-based HITL pipeline for detecting outdated README files evaluated on 27k PRs is directly applicable to software engineering teams, but the contribution is documentation maintenance tooling rather than AI code governance or oversight scaling.",maybe_queue
ZC86LTPH,The organizational intelligence loop: a socio-technical framework for adaptive enterprise AI adoption,"Findings suggest that AI model accuracy and access are insufficient: adoption appears stronger when organizational knowledge is structurally governable / for Enterprise AI; and (2) Organizational-Layer Agentic AI Design. / Generative artificial intelligence, Knowledge management, Agentic AI governance, Organizational network analysis, Behavioral insights, Information architecture",maybe,medium,"Socio-technical enterprise AI adoption framework includes agentic AI governance components and structural governability of organizational knowledge, but the abstract is vague about whether the framework addresses code-specific governance or software development contexts.",keep_queue
ADUKIXA3,From ethification to juridification: human oversight and the potential crowding out of ethicists by lawyers in AI governance,"First, it conceptualises human oversight of AI as a novel task for human labour in AI governance, induced by legal regulation and distinct from market-driven / Third, the article examines how organisations may manage the ethical decision-making that persists within legally mandated oversight, comparing compliance-and / Artificial Intelligence, Human Oversight, AI Act, AI Ethics, Regulation",maybe,medium,Examines how organizations structure human oversight under legal mandates — governance mechanism is relevant but the paper has no explicit software engineering or code development context.,keep_queue
