item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
ZXLWTKRF,A testing schema for methods and systems of methods,"The schema integrates the algebraic substrate of Annex 0, the local–global organization of Annex I, the operator-compatibility conditions of Annex II, / Formal Methods, Evaluation Theory, Testing Framework, Proof Theory, Natural Deduction, Logic, AI Governance, Conversational Systems, Retrieval-Augmented",discard,low,Abstract is effectively keyword/appendix metadata with no substantive description — operationalizability cannot be assessed from available text,maybe_queue
ET5U88I7,Interpretability without actionability: mechanistic intervention methods fail to correct clinical triage errors in language models,"Background: Regulatory frameworks for clinical artificial intelligence presume that interpretability supports effective human oversight, but whether mechanistic mechanistic interpretability, language models, clinical artificial intelligence, triage, patient safety, sparse autoencoders, concept bottleneck models",maybe,medium,"Clinical finding that mechanistic interpretability tools fail to enable effective human oversight correction challenges a core assumption in AI oversight design — potentially transferable to code review, but clinical triage domain limits directness",maybe_queue
UCJ7LTG9,"Is AI as trustworthy as human experts? The role of advice source, technology knowledge, and perceptions of AI’s impact in organizational decision-making","The rapid digitisation of industries and the emergence of advanced AI tools have reshaped organisational dynamics. This study investigates factors influencing successful human-AI collaboration. In a randomised experiment with 403 participants using the Judge-Advisor System, participants received advice labelled as either AI-generated or from a human expert. Results showed no significant difference in the weight of advice (WOA) given to AI versus human experts, indicating comparable levels of behavioural appreciation. Additionally, individuals with greater knowledge of AI technology and more optimistic perceptions of AI’s impact placed higher weight on AI advice and exhibited increased decision confidence. These findings highlight the significant role of perceptual and emotional factors, along with technological literacy, in shaping individuals’ responses to AI advice. This research contributes to ongoing debates on algorithm aversion and appreciation, emphasises the importance of user training programs and provides indications for improving AI system design for optimising adoption in organisational settings. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",maybe,medium,"Randomized experiment measuring algorithm aversion/appreciation (weight-of-advice) in organizational decision-making — behavioral trust calibration metrics are potentially transferable to developer oversight of AI code suggestions but domain is general management, not software engineering",maybe_queue
3XJHPV3K,Beyond the mirror: systemic vulnerabilities in LLM safeguards exposed through intentional conditioning,"Key findings show deviation rates of 1.0 for high-risk terms like bypass, ghost, and exploit across projects, with compliance dropping to 0.2 after 1,200 / Risk Detection:, 🔴 Scanned for dangerous terms (e.g., bypass, ghost)., Scanned for refusal phrases (e.g., ""I can't assist""). 3. / ), OpenAI, ChatGPT, Human-AI Interaction, Neural Networks, Bias in AI, Ethical AI Design",maybe,medium,"Quantifies LLM safeguard degradation with measurable deviation and compliance rate metrics across interaction volume — operationalizable monitoring signals, but the domain is conversational AI not code generation specifically",maybe_queue
4CR8GVNV,Recalibrate: metacognitive monitoring for persistent AI agents,"Persistent AI agents that maintain long-term relationships with users face a fundamental challenge: cognitive drift-the gradual divergence between the / We present a framework combining autonomous drift detection with human-in-the-loop calibration, along with calibration strategies and evaluation metrics / AI agents, metacognition, cognitive drift, memory systems, persistent agents, belief monitoring, human-AI interaction, self-calibration",maybe,medium,Human-in-the-loop drift detection and recalibration framework for persistent AI agents with defined evaluation metrics — plausibly transfers to long-running AI coding assistants but the domain is conversational/relationship AI not code generation,keep_queue
RCRQT2RZ,From RegTech to RegCode,"Current enterprise AI adoption layers generative tools onto workflows designed for human actors, the equivalent of refactoring COBOL line by line rather / regulatory compliance, RegTech, machine-readable regulation, compliance-as-code, AI governance, regulatory reform, administrative law, agent-centric design",maybe,medium,"Compliance-as-code framework for machine-readable regulation in agent-centric workflows could apply to automated compliance checking in SE pipelines, but the regulatory/administrative law framing makes software engineering transferability uncertain without full text",keep_queue
HQIXPITB,Preposition salad: making sense of human-in/on/over-the-loop control for AI systems,"Governments across the world have called for AI to be trustworthy. / human-in-the-loop and human-on-the-loop control. / trustworthy AI, system architecture, human factors",maybe,medium,Clarifies HITL/HOTL/HOVL control distinctions for AI system architecture using Parasuraman-level framing; operationalizability for code review depends on prescriptive content not confirmed by abstract,keep_queue
BFPEC3IK,The unowned layer: interpretation in AI-assisted decision making,"Artificial intelligence systems are now embedded in high-stakes institutional decision making. Artificial intelligence systems are now embedded in high-stakes institutional decision making. Governance frameworks have responded by strengthening model validation, bias mitigation, drift monitoring, documentation, and formal human oversight. AI governance, interpretability, structured representation, probabilistic systems, decision architecture, institutional risk, human oversight, representational",maybe,medium,Addresses interpretability and oversight gap in AI-assisted institutional decision making with governance framing; transferability to software engineering depends on whether it prescribes mechanisms or only identifies the gap,keep_queue
6MTQV7V3,The expertise illusion in AI task marketplaces,"“AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / “AI task platform” is not a category. / The argument is broader than AI labour markets. / AI task marketplaces, expertise illusion, reliability pipelines, category error, platform governance, labor platforms, recruitment grammar, operating grammar / , human-in-the-loop, constrained judgment, task routing, quality control, systems design, coordination systems, upstream reframing, diagnostic lens, structural",discard,low,Abstract is corrupted with repeated placeholder text making operationalizability assessment impossible; quality control and task routing keywords suggest relevance but no evaluable content,maybe_queue
PBFMRG3B,AI Hallucination: Towards a Comprehensive Classification of Distorted Information in Artificial Intelligence-Generated Content,,discard,low,No abstract available; hallucination classification topic visible from title but operationalizability for software engineering governance cannot be assessed,maybe_queue
