item_key,decision,confidence,rationale
7I5YYF7L,keep,medium,"Extracts missing operationalization elements from NIST AI RMF, ISO 42001, and Singapore Model AI Governance into a systems integration model — usable by SE orgs needing to implement explainability obligations for AI coding tools"
3XXT9ADG,discard,high,"General legal and ethical implications of ChatGPT — descriptive risk enumeration with no operational mechanism for SE governance"
2SNAHVWW,discard,high,"Impact-oriented AI licensing framework for platform governance — no SE or code governance angle"
PQ9JED2I,keep,medium,"Ten-pillar mitigation framework for AI-driven vulnerability and code exposure risks mapped to EU AI Act and NIST RMF — operationalizable for SE security governance even though methodology depth is unclear from the abstract"
FP7VC4B7,discard,high,"Theoretical critique of explainability's intuitive appeal in law — 2018 descriptive paper with no operational mechanism and no SE angle"
7HWSHJ6Y,discard,high,"Regulatory sandbox framework for AI innovation — legal/policy analysis with no SE or code governance operationalization"
MQ5KZQTX,keep,high,"Empirical interview study (N=20) of SE trust, cognitive load, and feedback adoption in LLM-assisted vs peer code review — directly operationalizable findings for managing AI code review integration at the team level"
MPYEG962,discard,high,"General management framework combining ISO/process mining/blockchain — no SE code governance or AI-generated code angle"
KR3YTCXS,discard,high,"Digital suitability standard for financial institutions under DORA and EU AI Act — domain-specific financial regulatory compliance, non-transferable"
ABDFJPZZ,keep,medium,"EU AI liability framework explicitly analyzes how human oversight gaps create liability exposure and how fault attribution works in human-AI systems — transfers to SE governance of AI-generated code responsibility"
TSKXN5SS,keep,medium,"Identifies automation and authority bias mechanisms that systematically suppress human oversight of AI and proposes architectural countermeasures — mechanism generalizes to SE code review trust calibration"
WLH95BHX,discard,high,"Automation bias in lethal autonomous weapons under international humanitarian law — military/legal domain, non-transferable to SE code governance"
W45LQPBM,maybe,medium,"Motivation-agnostic harm blindness framework for stakeholder harm prevention in technology development — software-adjacent scope, but transferability to AI code governance specifically requires an argument not provided in the abstract"
S975LMQ9,discard,high,"AI in predictive policing and criminal justice due process — domain-specific, non-transferable to SE code governance"
WF5KK298,discard,high,"Monetary policy AI tools for central banking — domain-specific, human oversight mentioned as a general principle without SE-transferable mechanism"
MFKY7QMT,keep,high,"Proposes SALLM framework to benchmark LLM code generation security with curated datasets — directly operationalizable for SE organizations measuring and improving AI code security at scale"
LW97CFN3,discard,medium,"EU AI Act Article 9 risk management implementation for high-risk AI systems — compliance analysis without SE or code-specific angle"
KNSA4Q3I,keep,medium,"Repository mining case study defines four software process compliance metrics and measures their impact on source code quality — operationalizable audit framework applicable to AI-assisted code governance"
QXTPQ4UL,discard,high,"Copyright protection framework for AI-generated images — creative content domain, no code angle"
399HN438,keep,high,"Evaluates AI-driven PR review tools for code quality automation and identifies accuracy and human oversight challenges — directly operationalizable for scalable SE code review governance"
AYGMC9Y4,keep,high,"Comparative empirical evaluation of 5 LLMs on CRUD development measuring security vulnerabilities and code quality with static analysis — operationalizable for SE team AI tool selection and human oversight calibration"
9ULXNM2A,discard,medium,"EU AI Act dataset compliance tools for high-risk AI fairness — data governance framing with no SE/code-specific angle"
G6F7D5VT,discard,high,"Legal theory paper on AI alignment as normative authority — descriptive/theoretical with no SE or operational mechanism"
S7CS7UWE,discard,medium,"LLM harmful prompt sub-classifier for content moderation governance — not code governance, no SE engineering team angle"
Q8MRTLU4,discard,high,"GenAI economics and data sovereignty geopolitics — no SE or code governance angle"
7KSFJWDE,discard,high,"Cognitive digital twins for aviation safety with ontology-based HITL — physical/aviation domain, non-transferable"
LWAKMVVM,discard,high,"Latin American digital platform regulation and antitrust — no SE or code governance angle"
DYYFCXQD,maybe,medium,"TDM copyright framework explicitly addresses computer programs as a distinct category — could apply to AI training on code, but abstract is unclear whether SE governance implications are developed or only legal classification is offered"
685XDDE9,keep,medium,"Proposes a scalable enterprise governance framework for ethical AI integration in workflows with explainability and bias mitigation — operationalizable for SE teams managing AI-generated code at the organizational level"
ZIZEXNWD,keep,high,"Controlled experiment (N=78) quantifies vibe coding epistemic debt and validates an Explanation Gate mechanism enforcing teach-back before AI code integration — directly operationalizable oversight tool for SE AI code governance"
ABKGDVQA,discard,high,"AI alignment goals taxonomy distinguishing direct and social goals — theoretical framework from 2022 with no SE or code governance angle"
BUU97YES,discard,high,"EU platform regulatory accountability vs freedom of expression — legal/policy analysis with no SE or code governance angle"
3TK9MHAD,discard,high,"Conceptual paper on structural obedience in algorithmic governance systems — theoretical, no SE or code governance angle"
