item_key,decision,confidence,rationale
2Z4PZABF,keep,high,"Systematic pillar-by-pillar governance gap analysis for AI-driven code transformation (COBOL modernization) directly addresses oversight framework deficits for AI code at the organizational level."
JU295XYR,discard,medium,"Petri net visualization for algorithmic accountability targets privacy-by-design regulation rather than code review or SE governance processes."
SXMPNUWU,discard,high,"Theoretical framework on AI intelligence and control architecture lacks any operationalizable mechanism for software engineering or code governance."
6T43MWT3,discard,high,"Labor market analysis of GenAI's equalizing effect on cognitive worker seniority is a productivity study without governance, oversight, or code quality angle."
BDD48G8E,discard,medium,"HITL AI screening workflow reduces literature filtering workload in ecological research — domain requires significant translation to apply to SE code review scaling."
QISDKT4B,discard,high,"Architectural solution to generative AI copyright focuses on visual media training data without code-specific governance or liability angle."
VLUNYII6,keep,high,"Adversarial LLM agent framework for unit test generation provides an operationalizable quality assurance mechanism with measurable fault detection improvement (8.56% over best existing LLM methods)."
QCWKJCUC,keep,high,"Comprehensive LLM benchmarking for vulnerability detection quantifies precision, recall, and F1 against traditional static analysis tools — directly operationalizable for SE security review prioritization."
8WT63Z4M,discard,high,"Country-specific AI art copyright analysis with no software engineering or code angle."
2YE6KBRB,keep,medium,"Staged oversight framework (observation → advisory → control) for AI systems provides a transferable governance model for SE teams structuring AI code oversight progressively."
WJSU9LQQ,discard,high,"EU AI Act self-certification analysis applied exclusively to facial emotion recognition systems — domain-specific with no software engineering angle."
IQIF2GMM,discard,high,"AI ethics codification framework addresses regulatory compliance without a software development, code generation, or code governance application."
57CGYIUQ,discard,high,"Copyright fair use analysis for AI training data addresses creative content ingestion without code-specific governance or liability angle."
8NMTYPQY,maybe,medium,"Traffic light authorization model for agentic AI based on operational risk parallels SE team access control policies for AI coding agents but requires legal-to-engineering translation not resolvable from the abstract."
ZH9WG8XR,discard,high,"Platform content moderation governance failures and algorithmic accountability are domain-specific to social media platforms, not SE code governance."
296HXS6E,discard,high,"Healthcare moral theology framework for AI decision-making is domain-specific and non-transferable to software engineering governance."
GDTQKFUI,discard,high,"Country-specific text and data mining copyright framework (Brazil) with no software engineering or code governance angle."
7I8G886I,discard,high,"AI adoption guidance for legal dispute resolution practitioners is domain-specific and not transferable to SE code governance."
V9AFSF4Z,keep,high,"Production deployment of LLM-as-judge validation for automated security rule generation achieves measurable false positive reduction (67%) — directly operationalizable for AI-assisted SE security governance at scale."
X2WIHJNW,keep,medium,"Three-layer hybrid governance framework (algorithmic transparency, human oversight, institutional control) for AI decision systems generalizes to software engineering AI code governance structures."
IK7JA24D,maybe,medium,"Human-centred agentic AI framework with measured HITL accuracy (71%) for high-volume filtering has structural parallels to code review scaling but domain translation from academic literature to code review is non-trivial."
TL2KMWWB,discard,medium,"GenAI as co-pilot for internal audit efficiency study addresses audit workflow governance without a software development or code-specific oversight angle."
CME53ZB7,discard,high,"Behavioral prediction technology for regulatory enforcement agencies is domain-specific with no structural parallel to software engineering code governance."
FP5F53AK,discard,low,"No abstract available to assess whether AI manager agent risks and oversight mechanisms transfer to software engineering code governance."
7RFLJR3C,discard,high,"General AI legal issues (IP, regulation) without software engineering, code generation, or code governance angle."
IW7YS8Y4,discard,high,"AI sustainability paradox focuses on energy/resource governance without software engineering code quality or oversight angle."
6UXU6GZV,discard,high,"GenAI for civil society communications consulting is domain-specific with no software engineering or code governance angle."
VJNMH9GU,discard,high,"Privacy-preserving federated learning in cloud systems addresses data security infrastructure without AI code governance or oversight angle."
BEFM3MT6,keep,high,"Surveys AI integration across SDLC phases with explicit attention to security vulnerabilities, reliability risks, and human oversight needs — directly operationalizable research agenda for SE code governance."
