item_key,decision,confidence,rationale
B8T7F6L2,discard,medium,"Systematic review of enterprise strategic decision support systems references NIST AI RMF incidentally but the focus is decision-making platforms, not software/code development governance"
YPDFCLA8,discard,medium,"Constitutional AI autonomy regulation framework identifies oversight gaps abstractly but the thin abstract does not confirm an operationalizable mechanism for software/code governance"
GT3E89H4,discard,high,"Multi-agent cloud-native code generation capability paper (CloudMAS) without governance or oversight mechanism — matches the agentic AI as infrastructure discard pattern"
FXKRNI3I,keep,high,"Proposes a UI design framework integrating supervisory control theory for human oversight in software engineering AI tools, directly operationalizable for code review interface design"
82N4MFN7,keep,medium,"Situation awareness framework for human-agent collaboration addresses over-reliance, loss of human agency, and trust calibration — structural parallels to software team oversight of AI code generation are strong but require explicit mapping"
QDJ3JZEU,discard,medium,"AI systemic risk paper focuses on macroeconomic/financial stability implications of corporate LLM investments rather than operational governance mechanisms for software engineering teams"
MZ898VR3,keep,high,"Trains a multilingual vulnerability detector for LLM-generated code across five languages — directly operationalizable as a detection signal and measurement method for AI code security risk"
ZM55K5U3,discard,high,"Domain-specific AI chatbot application in China's public legal services sector with no software/code governance angle"
AHJQ6Z8X,discard,medium,"Ecosystem-based AI governance principles derived from environmental law analogy — a software engineering team could not adopt this without substantial domain re-derivation"
GK5HV8DQ,discard,high,"Clinical AI liability framework for ontological attacks on medical AI systems — domain-specific with no software/code governance angle"
X24EV3XK,discard,high,"International law AI governance critique focused on state enforcement disparities with no software/code angle"
J692UWE5,maybe,medium,"Automated compliance concept (AI self-enforcing regulatory requirements) could apply to software DevSecOps pipelines but the abstract frames this as a macro regulatory trade-off theory rather than an operational mechanism"
MBDH4W43,discard,medium,"EU AI Act Article 14 analysis is applied exclusively to environmental compliance/industrial infrastructure (IED 2.0, BAT-AEL) — domain-specific with no software engineering governance angle"
TXJHTP2M,discard,high,"Generic AI adoption governance scoring framework for SMEs without operational mechanism specific to software/code development or AI code risk"
3MABKPTM,discard,high,"Copyright law analysis for AI in Asia-Pacific focused on creative content copyrightability with no software/code governance angle"
8PESA5UJ,discard,high,"HITL for archival/bibliographic knowledge graph construction — domain-specific loop with no structural parallel to software code review"
GIJH57XX,discard,high,"Supply chain AI adoption study in Bangladesh's RMG industry with no software/code governance angle"
7X9MGMP8,keep,high,"Comprehensive survey of 151 software defect datasets including agentic AI development contexts provides the measurement infrastructure for benchmarking AI code defect rates"
FCTKES78,keep,high,"Directly operationalizes the vibe coding governance problem: proposes post-hoc model recovery from AI-generated code to expose risks and guide sustainable AI-driven software engineering"
WAYM37U6,maybe,low,"Critically examines the rhetorical vs. substantive use of HITL in federal AI policy with potential implications for what constitutes meaningful human oversight in software contexts, but the administrative law domain requires substantial re-derivation"
2AF2XBE3,discard,high,"Legal liability for LLM-generated defamation and privacy violations with no software/code angle"
8ZHCY9I5,discard,high,"Domain-specific financial industry AI ethics governance framework without software/code development angle"
VT6IEHRS,discard,high,"Domain-specific framework for embedding GenAI in financial decision systems (auditability, regulatory compliance in finance) without software/code development angle"
PT2ZYYT6,discard,high,"Domain-specific algorithmic accountability for government financial auditing in Bénin without software/code governance angle"
QYDR3YSZ,discard,medium,"Criminal liability attribution framework for autonomous AI agents focuses on legal accountability gaps rather than operational governance mechanisms a software engineering team could adopt"
SN4S3QVE,keep,medium,"Proposes architectural governance for multi-agent LLM systems addressing supervisibility collapse and role drift — structural parallels to governing AI coding agent pipelines are clear but transfer requires explicit software context mapping"
ZKLERQZD,discard,high,"EU AI Act impact on European financial sector with social dialogue focus — domain-specific with no software/code governance angle"
2CBE8X9X,keep,high,"570 controlled experiments evaluating prompt engineering as a governance control mechanism for LLM-assisted operations provides empirically grounded, directly actionable findings for software teams deploying AI"
ZRG2WUU3,keep,medium,"Patched RTC provides a self-evaluating consistency measurement framework for LLMs on software tasks (code review, bug fixing) that operationalizes an automated quality signal for AI code governance"
4M94HGCT,keep,high,"Expert interview study mapping 20 AI governance concepts to three SDLC stages provides a directly applicable governance integration framework for ML engineering teams"
CF2VH862,discard,medium,"General organizational AI governance paper on automation, accountability, and transparency — abstract is too thin to confirm an operationalizable mechanism beyond high-level principles"
