item_key,decision,confidence,rationale
BRRHUZV7,keep,high,"Empirical benchmarking of five LLMs on code refactoring across 30 Java projects with unit test and code smell metrics identifies where human oversight outperforms LLMs, directly operationalizable for AI-assisted code quality governance."
6JQ6VKHE,discard,medium,"Theoretical co-creation semantics framework proposes abstract metrics (Prompt Divergence Index, Containment Integrity) without sufficient methodological grounding to operationalize for software code governance."
4F266FJT,discard,high,"Copyright equilibrium framework for GenAI creative outputs addresses artistic and performative rights with no software code governance angle."
9IYPKULT,discard,high,"Regulatory advocacy paper identifying AI risk categories provides no operationalizable measurement or governance mechanism for software engineering organizations."
NUZW29FM,discard,high,"Human-centered design methodology for healthcare AI wellbeing technology is domain-specific with no transferable mechanism to software code governance."
6BHBK98S,discard,high,"Industrial process control HITL error analysis in a simulated formaldehyde plant is a non-software physical domain with no transferable mechanism to software code review governance."
DYKE748V,keep,high,"Empirical multi-firm study shows firm-level AI governance capabilities moderate the quality-productivity tradeoff in GenAI pair coding, directly operationalizable for organizations managing AI code quality at scale."
6375PQTM,discard,high,"Indian administrative law algorithmic accountability framework addresses public administrative decision-making with no software engineering governance angle."
Y7X3I96U,keep,high,"PALM empirically validates LLM plus program analysis path constraint approach achieving 72% test coverage with 80 accepted PRs, providing an operationalizable framework for AI-assisted software testing governance."
9M68WEJA,keep,high,"Empirical quantification of code review agent quality gaps (45.2% vs 68.4% merge rate, signal-to-noise analysis across 3,109 PRs) provides a direct measurement framework for evaluating and governing AI reviewer effectiveness in software workflows."
G8ANE5QR,discard,high,"Autonomous vehicle trolley problem ethical analysis addresses physical decision liability with no transferable mechanism to software code governance."
3PBQ3P2V,maybe,medium,"Regulatory framework for multifunctional foundation models analyzes performance standards and liability approaches applicable to software organizations using GenAI coding tools, but is a legal/policy analysis requiring engineering-specific re-derivation."
KN9JBC6Q,discard,high,"Meaningful human control framework for partially automated driving requires substantial domain re-derivation to apply to software code review and oversight contexts."
8ZSFXDXX,discard,high,"Grain supply chain AI accountability gap analysis is domain-specific to commodity trading regulation with no structural parallel transferable to software engineering governance."
NIKBDV5K,discard,medium,"Conceptual GenAI strategic decision-making framework identifies over-reliance and opacity risks but offers no operationalizable mechanism specifically applicable to software engineering code governance."
