item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
9ITXRLSL,Bias in generative AI systems: a 3-layer response and liability determination,"The risk of bias is widely noticed in the entire process of generative artificial intelligence (generative AI) systems. To protect the rights of the public and improve the effectiveness of AI regulations, feasible measures to address the bias problem in the context of large data should be proposed as soon as possible. Since bias originates in every part and various aspects of AI product lifecycles, laws and technical measures should consider each of these layers and take different causes of bias into account, from data training, modeling, and application design. The Interim Measures for the Administration of Generative AI Service (the Interim Measures), formulated by the Office of the Central Cyberspace Affairs Commission (CAC) and other departments have taken the initiatives to govern AI. However, it lacks specific details on issues such as how to prevent the risk of bias and reduce the effect of bias in decision-making. The Interim Measures also fail to take causes of bias into account, and several principles must be further interpreted. Meanwhile, regulations on generative AI at the global level are still in their early stages. By forming a governance framework, this paper could provide the community with useful experiences and play a leading role. The framework includes at least three parts: first, determining the realm of governance and unifying related concepts; second, developing measures for different layers to identify the causes and specific aspects of bias; third, identifying parties with the skills to take responsibility for detecting bias intrusions and proposing a program for the allocation of liabilities among the large-scale platform developers. © 2024 Sichuan Academy of Social Sciences. All rights reserved.",maybe,medium,"Three-layer bias governance framework (data, modeling, application) with liability allocation for generative AI could transfer to code generation oversight architecture, though the focus on bias/fairness rather than code quality or security limits direct applicability.",keep_queue
25SNDLXV,"A risk-based ethical governance framework for retail AI with proportionality, oversight, and regulatory alignment",") drawing on OECD AI Principles, NIST AI RMF, GDPR [13], and EU AI Act [12]. / Findings: The framework demonstrates 87.5% scenario mitigation, 92% GDPR coverage, 100% EU AI Act prohibited practice coverage, and / Ethical AI Governance, Retail Technology, Algorithmic Fairness, Proportionality Framework, EU AI Act",maybe,medium,Risk-based AI governance framework with quantified EU AI Act and GDPR coverage metrics and proportionality mechanisms; retail domain limits direct applicability but the oversight and regulatory alignment structure could transfer to software engineering governance without substantial re-derivation.,keep_queue
8BLIERUP,Deterministic AI governance via post-processing constraint layers: the DELIA architecture,"Unlike probabilistic oversight approaches, DELIA guarantees reproducibility, auditability, and sub-second governance decisions through a flat-constraint / We evaluate its applicability in finance, healthcare, and legal domains, and position it within emerging regulatory landscapes including the EU AI Act / AI Governance, Deterministic Systems, Constraint Satisfaction, AI Alignment, Regulatory Compliance, Audit Trails, Post-Processing Architecture, Model-Agnostic / AI, Formal Verification, Enterprise AI Compliance, Cryptographic Auditability, Multi-Agent Alignment",maybe,medium,"Deterministic post-processing constraint architecture (DELIA) providing reproducibility, auditability, and audit trails for AI output governance is model-agnostic and structurally transferable to code governance pipelines, though evaluated only in finance/healthcare/legal domains.",keep_queue
3MCSLDND,AI actionability over interpretability,"Moreover, enterprise AI deployments increasingly involve multiple systems including retrieval-augmented generation, guardrails, and agents that further / Actionability through observability offers financial institutions and regulators a viable path for responsible AI deployment at scale, potentially warranting",maybe,medium,Observability-over-interpretability framework for responsible AI deployment at scale is primarily framed for financial regulators but the mechanism (actionable signals over explanations) may transfer to SE code governance monitoring.,keep_queue
8NMTYPQY,A pragmatic approach to regulating AI agents,"The current advancement in and deployment of agentic AI systems has created a set of key challenges for the legal frameworks that govern their use. / On the contractual side, we advocate for a ""traffic light"" system of staggered task authorization based on operational risk and the creation of a statutory / Artificial Intelligence, AI Regulation, Agentic AI, Contract Law",maybe,medium,Traffic light authorization model for agentic AI based on operational risk parallels SE team access control policies for AI coding agents but requires legal-to-engineering translation not resolvable from the abstract.,keep_queue
IK7JA24D,"Human-centred research automation: agentic AI framework for literature discovery, filtering, and gap identification","Recent advances in agentic AI raise opportunities to automate complex research tasks; however, the EU AI Act and Human-Centred AI (HCAI) principles emphasise that such automation must safeguard trust, transparency, and responsibility. This work-in-progress study developed an automated framework using agentic AI to support SLRs, which are critical for synthesising knowledge and identifying research gaps but remain resource-intensive, time-consuming, and in need of trust and transparency in their processes. The study presents a human-centred, agentic AI framework for discovering, filtering, analysing academic papers, and identifying research gaps. The proposed framework combines machine efficiency with human oversight to ensure contextual interpretation and responsible judgment. In a pilot study using Llama 3.1 8b, it achieved 71.05% accuracy for abstract filtering compared to a human-led SLR baseline. It also generates structured outputs, such as research gaps, potential directions, and candidate solutions, that enhance clarity and evaluability of the automated synthesis. Preliminary findings demonstrate that automation makes the initial synthesis faster but the human involvement in the later stage ensures that the result can be reliable and transparent. To further assess the framework’s alignment with HCAI principles, the next phase will conduct qualitative researcher interviews to evaluate perception of trust and transparency, as well as measuring how structured outputs improve interpretability. Overall, the study contributes to the design of responsible and trustworthy AI systems for research, demonstrating how agentic AI can make SLRs more efficient, reliable, and accessible, while advancing discussions at the intersection of agentic AI, systematic reviews, and human-centred research practice.",maybe,medium,Human-centred agentic AI framework with measured HITL accuracy (71%) for high-volume filtering has structural parallels to code review scaling but domain translation from academic literature to code review is non-trivial.,maybe_queue
FP5F53AK,When your boss is an AI bot: exploring opportunities and risks of manager clone agents in the future workplace,,discard,low,No abstract available to assess whether AI manager agent risks and oversight mechanisms transfer to software engineering code governance.,keep_queue
LZJCNS47,Mesh multi-context protocol: an adaptive agentic AI with mesh concept for a complex ecosystem,"The deployment of Agentic AI systems-autonomous agents powered by large language models (LLMs)-has exposed critical vulnerabilities in multi-domain enterprise / This paper introduces the Mesh Multi-Context Protocol (MMP), a novel framework synthesizing Agentic AI capabilities with mesh topology principles to address / Agentic AI, Large Language Models, Mesh Architecture, Multi-Context Protocol, Federated Governance, Autonomous Agents",maybe,medium,Enterprise agentic AI framework with federated governance and mesh topology addresses multi-domain LLM vulnerabilities but transferability to software engineering code governance requires argument not resolvable from abstract alone,maybe_queue
UPQ83E9W,The strategic convergence: risk-adaptive AI for reducing insider exfiltration and improving forensic readiness,"The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / The rapid integration of artificial intelligence into enterprise and defense environments has fundamentally expanded the insider threat attack surface / Insider Threat, Artificial Intelligence, User Activity Monitoring, Defense Industrial Base, Cybersecurity Governance, Records Management, AI Risk Management",maybe,medium,AI-driven risk-adaptive framework for insider threat detection with forensic readiness in enterprise contexts could transfer to software org security governance but defense-industrial-base domain requires substantial re-derivation,maybe_queue
CRB3MXRC,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceable accountability,"robust risk management, data governance, transparency, and human oversight for high-risk systems. / We analyze how this architecture directly operationalizes the mandates of EU AI Act Articles 9 through 15. / AI Governance, EU AI Act, Accountability, Sacred Pause, Ternary Moral Logic, Ethics, Auditable AI, Immutable Logs",maybe,medium,Ternary Moral Logic technical framework operationalizing EU AI Act Articles 9-15 with auditable logs and accountability architecture — transferability to software engineering governance is plausible but requires domain argument not resolvable from abstract,keep_queue
