item_key,decision,confidence,rationale
27Y3TEGE,discard,high,"Legal framework for AI as corporate fiduciaries with HITL discussion in corporate governance context; no connection to software engineering governance or code oversight."
X3W5WKB5,maybe,medium,"Economic model showing hallucination-sensitive sectors generate more verification effort in agentic AI markets could inform code review resource allocation, but requires translation from economics modeling to engineering practice."
JS854A62,discard,high,"Press publishers' copyright and related rights analysis for AI in the news industry; no software engineering governance angle."
QMKQC7SC,keep,high,"Benchmarks LLM document corruption rates in delegated workflows (explicitly including vibe coding) across 19 models with quantified error rates, providing actionable thresholds for organizational oversight design."
HK7SEYUU,discard,medium,"Human factors review for satellite operations covering automation bias and complacency with cross-sector transfer claims, but the domain gap to software code review is too large for direct application without substantial re-derivation."
R3M89VGJ,discard,medium,"General agentic AI governance framework proposing autonomy/adaptability/accountability pillars; abstract lacks operationalizable mechanisms and has no explicit software engineering connection."
US2VKS5W,discard,high,"General copyright law analysis for AI-generated content focused on authorship and attribution; no software engineering governance or code oversight angle."
G59P3GA2,discard,medium,"Regulatory sandbox policy analysis mentioning generative AI limitations and negative impacts on privacy and IP; no software engineering governance or code oversight mechanism."
D34TMC7P,discard,high,"Brazilian labor and data protection law for AI-driven unemployment; no software engineering code governance angle despite mention of algorithmic governance."
7VXQ4CPI,maybe,medium,"Prompt pattern catalog for reliable LLM use in mission-critical software is operationalizable for software teams, but the governance angle (standardizing and controlling AI code generation at scale) requires more argument than the abstract provides."
M6SUF8M6,keep,high,"Proposes agentic AI governance architecture with specific engineering controls (Membrane Architecture, Governance API, UUID-stamped audit trails) directly applicable to software organizations governing AI code generation pipelines."
XKEY3YYF,maybe,medium,"HALIE evaluation framework captures interactive process quality for human-LM interaction including code autocomplete, offering a measurement methodology potentially applicable to oversight assessment, but the governance connection requires a domain argument."
6ZWQGJFT,discard,high,"LLM legal capabilities case study in tax law domain; no software engineering governance or code oversight angle."
