item_key,decision,confidence,rationale
RZ39JT6Z,discard,medium,"HITL verification and data provenance framework addresses AI-degraded CTI quality; structural parallels to AI code quality exist but domain translation is substantial."
HXCXYT4Q,discard,high,"Digital governance mechanisms for 4IR technologies in higher education institutions; non-software domain without transferable code governance mechanism."
8PM9IXSU,maybe,medium,"Novel metric framework for AI influence measurement and overreliance calibration applied to medical imaging; methodology could transfer to code review oversight but requires domain re-derivation."
LYYYMU22,discard,high,"US-China AI regulatory fragmentation analysis arguing for industry self-governance; geopolitical/policy focus without software engineering or code governance angle."
TEQBXMCZ,keep,high,"Directly addresses enterprise governance implications of non-developer vibe coding workflows, operationalizable as a framework for managing AI-generated code from domain experts."
M53LNQ26,discard,high,"Creativity and originality analysis for AI-generated music/text; creative content copyright without code or software engineering angle."
8ZUEVSW5,maybe,medium,"Comprehensive SLR of LLM unit test generation covers evaluation benchmarks and methodology gaps providing a quality assessment basis, but oriented toward capability research rather than governance of AI-generated code."
GVGUURW9,keep,high,"Outcome-driven benchmark reveals functional-but-insecure LLM code patterns across CWE categories, directly operationalizable for security risk scoring and evaluation of AI-generated code."
4HQF9FCF,discard,high,"AI governance framework for customs administrations; domain-specific public sector application without software engineering or code governance angle."
IH2YJ3EC,discard,medium,"Conceptual framework for responsible AI adoption focused on values and unexpected effects; general AI ethics without an operationalizable mechanism specific to software engineering governance."
QEH6TN67,keep,high,"Multi-agent LLM system reduces SAST false positives by 88.6% on OWASP Benchmark, directly operationalizable for scaling AI-augmented security code review throughput."
D2YMP782,discard,high,"Private law framework for AI digital replicas covering right of publicity and IP; no software engineering or code governance angle."
BPNLDA7I,discard,high,"AI data annotation labor economics and working conditions study; no software engineering code governance angle."
SXDQEG3R,discard,high,"Financial market risk strategy using ChatGPT for sentiment analysis; no software engineering or governance angle."
QSBIJ5ZJ,keep,medium,"Implementation framework for trust-bounded agentic AI with decision trace construction and governance controls; applicable to software development pipelines but domain specificity is not explicit from the abstract."
N2WA8QXK,discard,medium,"AI governance legal analysis proposing procedural safeguards principle for EU/US regulatory alignment; policy-level analysis without software engineering or code governance angle."
2Y36QHSU,discard,high,"Australian copyright law analysis for AI models as imported articles; legal analysis without software engineering or code governance angle."
NHT59QHY,maybe,medium,"Explicitly frames agentic AI writing/testing/deploying code as reshaping accountability and control, but the technology-explainer format suggests descriptive rather than operationalizable contribution."
SCLT47W2,discard,high,"Philosophical analysis of agentic AI as a democratic threat using Arendtian framework; no operationalizable mechanism for software engineering governance."
QNDFHYEA,maybe,medium,"Professional verification obligation framework for AI-hallucinated legal outputs is potentially analogous to engineering team obligations to review AI-generated code, but domain translation is required."
PNCL8T9B,keep,high,"Proposes process supervision training and uncertainty quantification to reduce AI coder hallucination, with empirical validation showing 14pp accuracy improvement and improved failure prediction ROC."
DW7PKCRF,discard,medium,"Conceptual model of AI over-reliance impact on deep work capacity; proposes future empirical study without operationalizable contribution and lacks software engineering specificity."
GQ5E7RPF,maybe,low,"HITL governance framework with blockchain provenance for audit-ready AI decision support; application domain is unclear from abstract, making transferability to software code governance speculative."
2HIK8KEE,discard,high,"Survey of generative AI policies in academic research; non-software domain without code governance angle."
XQ2858YZ,keep,medium,"Algorithmic accountability and transparency framework for ML algorithm procurement is directly transferable to software engineering organizations evaluating and acquiring AI coding tools."
KG962MNY,discard,high,"Section 230 intermediary liability analysis for generative AI; legal analysis without software engineering or code governance angle."
EXS3Q43P,discard,high,"Nigerian copyright law analysis for AI-generated content; no software engineering or code governance angle."
KCRCBEZK,discard,high,"Fair use doctrine argument for AI training data; copyright law analysis without software engineering or code governance angle."
864ILU8K,discard,high,"AI in judicial systems cybersecurity and ethics analysis; non-software domain without code governance angle."
