item_key,decision,confidence,rationale
S2KSQDW4,keep,medium,"Practitioner-oriented book explicitly targeting programmers covers LLM risk management, AI governance frameworks, and Python-based protection tooling — operationalizable for software engineering decision-makers, though book-level scope limits precision."
Q4XUXPA7,discard,high,"AI governance for scholarly peer review is domain-specific to academic publishing with no software engineering or code angle."
C54Z575P,discard,high,"AI and automation in insurance underwriting, claims, and fraud detection is domain-specific with no software engineering governance angle."
UNLZYNZ5,discard,medium,"EU AI liability critique addresses foundation model and general-purpose AI liability gaps but does not specifically address code generation outputs or software engineering contexts."
C9BDTV5W,discard,high,"EU AI Act FRIA mechanism analysis focuses on fundamental rights impact in non-software high-risk AI domains with no software engineering angle."
W9NG99CY,keep,high,"Manifesto explicitly addresses vibe coding and proposes SAFE-AI and MADE-with-AI frameworks for software development governance in the AI age — direct Tier 1 hit."
VFZXPDJX,keep,high,"Empirical case study of Human-Machine Pair Inspection with Risk Number and Code Inspection Diagram provides measurable defect detection guidance — operationalizable for AI-assisted code review prioritization."
4HXWDCQ6,discard,high,"Systematic review of AI in HRM focused on DEI outcomes in recruitment and evaluation with no software engineering code governance angle."
E6IT5NG4,discard,high,"Comparative legal analysis of AI regulations across six jurisdictions with no software engineering or code generation angle."
RGNB3BEL,maybe,medium,"Identifies gaps in ISO/IEC 42001 and EU AI Act for agentic AI including continuous monitoring and human-agent interaction — relevant gaps, but government policy framing makes direct applicability to software engineering orgs uncertain."
B9XME6V7,keep,high,"Formal black-box analysis framework for detecting hidden software functionality with human-in-the-loop integration is directly operationalizable for software engineering oversight and explicitly targets EU AI Act compliance."
TZFN9PMG,maybe,medium,"Operational append-only evidence layer for auditing AI system representations under EU AI Act and SEC is potentially transferable to software audit requirements, but financial/legal domain framing limits direct applicability."
LQWM9F3Y,discard,high,"EU AI Act risk regulation and standardization analysis in Spanish has no software engineering governance angle."
FU4XGTDK,discard,medium,"Empirical finding that AI governance vocabulary outpaces substantive governance structures is diagnostically interesting but lacks operationalizable mechanism for software engineering orgs to act on."
WDDEARKI,discard,high,"Legal analysis of explanation rights under GDPR/AI Act argues against algorithmic accountability via explanations but presents no operationalizable mechanism for software engineering oversight."
RF4Z8MIE,keep,medium,"Identifies specific structural gap between EU AI Act oversight obligation and system-level enforcement specification — operationalizable framing for software engineering orgs designing compliant oversight implementations."
QY9TB795,discard,high,"Introductory generative AI policymaking perspective with idiosyncratic logical frameworks presents no operationalizable contribution for software engineering orgs."
HDVEI6LK,keep,high,"Systematic evaluation of LLM benchmark memorization using NLL and 5-gram accuracy metrics operationalizes detection of data leakage — directly relevant for validating AI code tool performance claims in software engineering contexts."
LQVJ7XT6,keep,high,"SLR systematically identifies seven vulnerability classes, six mitigation strategies, and four tools for LLM-generated code security — directly operationalizable for software engineering security governance."
BNRUD6KT,keep,medium,"Enterprise GenAI regulatory chapter explicitly covers human-in-the-loop reviews, policy-based guardrails (Bedrock), and technical safeguards across training/inference/deployment for software development pipelines."
ZXZ76MEC,discard,medium,"AI copyright liability framework for generative AI infringing outputs focuses on creative content with no specific code generation or software engineering angle resolvable from the abstract."
KMR2LFRZ,discard,high,"Cognitive singularity reframing of AI alignment addresses philosophical AI-human co-evolution with no software engineering governance angle."
3XUNAF9W,discard,high,"Economic analysis of AI foundation model openness and competitive dynamics has no software engineering governance or code oversight angle."
BTZT9QKD,discard,medium,"Non-erasure memory and temporal audit trail framework for intelligence reasoning systems; audit concept is potentially transferable but intelligence/institutional domain requires significant re-derivation for software engineering contexts."
QLMUYYQ3,keep,high,"Proposes LLM-generated fault prediction explanations (descriptive, contextual, actionable) to guide OSS code review decisions — directly operationalizable for scaling code risk communication to contributors."
M28UDEKQ,discard,medium,"AI-assisted agile task splitting study addresses planning efficiency with human oversight for filtering, but scope is sprint planning, not code quality governance or oversight of AI-generated code."
