item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
2TTGSYDS,Reasonable ai and other creatures. What role for ai standards in liability litigation?,"Standards play a vital role in supporting policies and legislation of the European Union. The regulation of artificial intelligence (AI) makes no exception as made clear by the AI Act proposal. Particularly, Articles 40 and 41 defer to harmonised standards and common specifications the concrete definition of safety and trustworthiness requirements, including risk management, data quality, transparency, human oversight, accuracy, robustness, and cybersecurity. Besides, other types of standards and professional norms are also relevant to the governance of AI. These include European non-harmonised standards, international and national standards, professional codes and guidelines, and uncodified best practices. This contribution casts light on the relationship between standards and private law in the context of liability litigation for damage caused by AI systems. Despite literature’s commitment to the issue of liability for AI, the role of standardisation in this regard has been largely overlooked hitherto. Furthermore, while much research has been undertaken on the regulation of AI, comparatively little has dealt with its standardisation. This paper aims to fill this gap. Building on previous scholarship, the contribution demonstrates that standards and professional norms are substantially normative in spite of their private and voluntary nature. In fact, they shape private relationships due to normative and economic reasons. Indeed, these private norms enter the courtrooms by explicit or implicit incorporation into contracts as well as by informing general clauses such as reasonableness and duty of care. Therefore, they represent the yardstick against which professionals’ performance and conduct are evaluated. Hence, a link between standards, safety, and liability can be established. Against this backdrop, the role of AI standards in private law is assessed. To set the scene, the article provides a bird’s-eye view of AI standardisation. The European AI standardisation initiative is analysed along with other institutional and non-institutional instruments. Finally, it is argued that AI standards contribute to defining the duty of care expected from developers and professional operators of AI systems. Hence, they might represent a valuable instrument for tackling the challenges posed by AI technology to extracontractual and contractual liability. © 2022, University of Torino. All rights reserved.",maybe,medium,"Establishes AI standards (including human oversight, accuracy, robustness, cybersecurity) as legal duty-of-care yardstick — partially operationalizable compliance baseline for software teams but primarily legal doctrine requiring translation",keep_queue
FEZIUMVJ,"Chapter 9: managing compliance, fairness, and transparency while deploying artificial intelligence systems in regulated industries",Robust governance frameworks and auditing mechanisms support responsible AI adoption while safeguarding stakeholders and regulatory integrity.,maybe,low,"Governance frameworks for AI compliance, fairness, and transparency in regulated industries — thin abstract with no visible methodology or operationalizable content to assess scope",keep_queue
ABCYK8WI,Premature accountability convergence: how technology accelerates responsibility stabilization in organizations,"AI governance, algorithmic accountability, organizational accountability, sociotechnical systems, AI regulation",maybe,medium,Analyzes how technology accelerates responsibility stabilization in organizational AI governance — could inform software org governance timing and accountability structure but operationalizability is unclear from abstract,keep_queue
YN3JDZQA,Distinguishing governance from compliance evidence: a framework for post-incident reconstruction,"automated decision systems, governance evidence, structural accountability collapse, evidence degradation, decision event schema, algorithmic accountability",maybe,medium,"Decision event schema for post-incident reconstruction in automated decision systems is potentially transferable to code review accountability, but thin abstract prevents confident domain assessment",keep_queue
PW7MYU5I,Minimum viable ethics (MVE) for military AI: the traffic light protocol and accountability architecture,"First, the Traffic Light Protocol establishes human control levels through colour coding: Red (Human-IN-the-Loop) for lethal force against humans, requiring / Human-ON-the-Loop) for timecritical defensive systems with human override authority; and Green (Human-OUT-of-the-Loop) for non-lethal missions permitting full automation / Military AI, ethics, autonomous weapons systems, governance, middle powers, ASEAN",maybe,medium,Traffic Light Protocol for HITL control levels (Human-IN/ON/OUT-of-Loop) is a potentially transferable oversight mechanism but was developed in a military autonomous weapons context requiring domain translation,maybe_queue
FYS3UNC6,The deskilling dilemma: tacit knowledge erosion in AI-augmented banking supervision,"The rapid integration of artificial intelligence and automation into banking supervision, risk management, and internal audit creates a fundamental epistemological / paradox: while AI systems enhance efficiency and analytical breadth, they simultaneously erode the tacit knowledgethe experiential, intuitive, and contextual / tacit knowledge, banking supervision, SupTech, deskilling, supervisory judgment, phronesis, artificial intelligence, SREP, human-in-the-loop",maybe,medium,Deskilling and tacit knowledge erosion mechanism in AI-augmented banking supervision is potentially transferable to code review oversight contexts but requires domain translation from banking supervision,keep_queue
ISP9P9CX,AI-driven transformation of code review and refactoring in software engineering: a practitioner's perspective,"quality. / Drawing from real-world experience and scholarly analysis, it reflects on how these tools impact code quality, developer productivity, and collaboration",discard,low,Thin abstract from practitioner perspective on AI-driven code review transformation uses language suggesting descriptive reflection rather than operationalizable findings or methodology,keep_queue
KDVYPBWW,Transforming software architecture design with intelligent assistants-a comparative analysis,"As artificial intelligence tools such as GitHub Copilot, Chat Generative Pre-Trained Transformer (ChatGPT), or Black Box Artificial Intelligence (BlackBoxAI) become more embedded in software development workflows, they are reshaping how architects approach modern software design. While enterprises are increasingly leveraging Generative Artificial Intelligence (GenAI) tools to enhance developer productivity, limited research has been conducted on their impact on software architects. Traditionally, architects utilize various tools to create architectural blueprints, including Unified Modelling Language (UML) diagrams, class diagrams, sequence diagrams, use case diagrams, and state diagrams. Many of these diagrams follow repetitive structures that can be automated with well-defined contexts. This paper examines the role of three AI tools in assisting architects during the design phase, assessing how closely the generated outputs adhere to established architectural principles. By analyzing deviations, the study explores how refined prompts and additional context can improve accuracy. Research also includes cross tool comparison. Ultimately, this research aims to evaluate the potential of AI assistant tools to enhance productivity, ensure design consistency, and support architectural decision-making, while providing best practices for integrating AI into modern software architecture.",maybe,medium,"Comparative analysis of AI tools for software architecture design against established architectural principles offers partial governance insight, but focus is primarily tool capability rather than oversight or risk management",maybe_queue
MFSG8J76,ISO/IEC 42001:2023 — Artificial Intelligence Management System,,keep,low,"ISO/IEC 42001 AI management system standard is a primary operational governance framework for SE organizations deploying AI tools, but the empty abstract prevents confident assessment of operationalizable content",maybe_queue
DS98KNBC,Epistemic debt: the economics of ungoverned AI,"Ungoverned AI systems that lack verification capability create uninsurable structural liability. They do not fail randomly. / They systematically convert epistemic risk into financial, legal and institutional liability. / Epistemic debt, AI liability, AI insurance, Governance economics, Strategic convergence, Enterprise risk, Ungoverned AI, Verification cost, Institutional / failure, Confabulation, Generative AI, Balance-sheet liability, Six Laws, Fiduciary Duty",maybe,medium,"Epistemic debt framework reframing ungoverned AI verification gaps as structural financial and institutional liability could inform SE governance investment decisions, but unclear from abstract whether it provides actionable measurement or solely reframes the problem",keep_queue
