item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
NNZGRC4G,Vibe coding for UX design: understanding UX professionals' perceptions of AI-assisted design and development,,keep,low,"Directly examines vibe coding adoption among UX professionals — a central SLR topic — but the empty abstract prevents assessment of methodology, operationalizability, or contribution type.",keep_queue
KV8KC9RL,Enhancing human-IDE interaction in the SDLC using LLM-based mediator agents,"Large Language Model (LLM)-based autonomous agents provide state-of-the-art performance in various tasks throughout the Software Development Lifecycle (SDLC). Although these agents can be integrated into Integrated Development Environments (IDEs), standalone applications impose cognitive burdens on programmers due to fragmented tool usage across the SDLC. This paper proposes a framework for a mediator agent that serves as the unified interface between the programmer, IDE tools, agentic tools, and external multi-agent systems. The framework aims to simplify interaction, reduce context switching, and automate the orchestration of the IDE tools. By aligning with proposed levels of SE automation, the mediator agent sets the stage for next-generation human-computer collaboration, enhancing productivity, and advancing software engineering automation.",maybe,medium,"LLM mediator agent for SDLC with explicit alignment to levels of SE automation is plausibly relevant to human oversight scaling, but the productivity framing makes it unclear whether the paper operationalizes oversight governance or only developer workflow efficiency.",keep_queue
II9LMMZN,From cognition to code: a developmental psychology framework for AI alignment,"This paper proposes a novel framework for AI alignment informed by developmental psychology, particularly theories of moral internalization, recursive",discard,low,Abstract is truncated and the developmental psychology AI alignment framework as described has no discernible operational connection to software engineering or code generation governance.,keep_queue
TAU3JCYE,Governing agentic AI: designing authority in systems that act without you,"Agentic artificial intelligence introduces goal-directed autonomy into enterprise systems by enabling machines to interpret objectives, select tools, and / Through applied scenarios in financial services, healthcare, and enterprise procurement, the paper demonstrates how agentic systems / Through applied scenarios in financial services, healthcare, and enterprise procurement, the paper demonstrates how agentic systems / Agentic AI, AI Governance, Organizational Design, Decoupling, Governance Latency, Authority Transitions",maybe,medium,"Agentic AI authority design framework covers enterprise governance but case studies (financial services, healthcare, procurement) leave software engineering transferability unresolved from the abstract.",keep_queue
HWBR9AAF,Explainability does not mitigate the negative impact of incorrect AI advice in a personnel selection task,"Despite the rise of decision support systems enabled by artificial intelligence (AI) in personnel selection, their impact on decision-making processes is largely unknown. Consequently, we conducted five experiments (N = 1403 students and Human Resource Management (HRM) employees) investigating how people interact with AI-generated advice in a personnel selection task. In all pre-registered experiments, we presented correct and incorrect advice. In Experiments 1a and 1b, we manipulated the source of the advice (human vs. AI). In Experiments 2a, 2b, and 2c, we further manipulated the type of explainability of AI advice (2a and 2b: heatmaps and 2c: charts). We hypothesized that accurate and explainable advice improves decision-making. The independent variables were regressed on task performance, perceived advice quality and confidence ratings. The results consistently showed that incorrect advice negatively impacted performance, as people failed to dismiss it (i.e., overreliance). Additionally, we found that the effects of source and explainability of advice on the dependent variables were limited. The lack of reduction in participants’ overreliance on inaccurate advice when the systems’ predictions were made more explainable highlights the complexity of human-AI interaction and the need for regulation and quality standards in HRM. © The Author(s) 2024.",maybe,medium,"Empirical finding that explainability fails to reduce overreliance on incorrect AI advice parallels code review dynamics, but HR/personnel selection domain requires translation to software contexts.",maybe_queue
8PM9IXSU,Under what influence: measuring AI influence to fit user profiles in decision-making,"Artificial Intelligence (AI) has become a pivotal tool in augmenting human decision-making across various domains, yet its influence on user decisions often lacks comprehensive evaluation. While technical performance metrics such as accuracy and efficiency dominate AI design, integrating human-centered approaches that consider trust and reliance remains underexplored. This study addresses the knowledge gap in understanding how AI systems influence decision-making quality, calibrated to user profiles, including their expertise, skills, professional role, confidence, and reliance tendencies.We present a novel and comprehensive metric framework for evaluating AI influence, emphasizing behavioral patterns and measurable improvements in decision outcomes beyond simple alignment with AI recommendations. The framework is applied to four medical domain case studies—MRI, ECG, X-ray, and ENDO – with user groups spanning specialists, sub-specialists, and trainees. Results reveal that while human and AI systems achieve high agreement rates (up to 81%), AI influence on decision quality varies significantly. Notably, X-ray decision-making showed the highest influence index (0.27), while MRI decisions exhibited substantial self-anchoring bias (6.94), undermining the potential positive impact of AI. Influence metrics unveiled nuances missed by agreement scores, highlighting domain-specific biases and opportunities to optimize AI-human interaction.This research underscores the necessity of adapting the type of AI system and affordances to user characteristics and attitudes of reliance to foster calibrated trust and improve decision outcomes. Our findings inform the design of AI systems that better support diverse user needs and align with human decisions, driving progress toward human-centered AI integration in high-stakes domains. © 2026 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/",maybe,medium,Novel metric framework for AI influence measurement and overreliance calibration applied to medical imaging; methodology could transfer to code review oversight but requires domain re-derivation.,maybe_queue
8ZUEVSW5,Enhancing automated unit test generation with large language models: a systematic literature review,"Automated unit test generation is a fundamental yet challenging task in software engineering, playing a critical role in ensuring software correctness, reliability, and maintainability. While traditional approaches such as search-based software testing and symbolic execution have achieved notable success, they often suffer from limited semantic understanding, high configuration costs, and scalability constraints. Recent advances in Large Language Models (LLMs) have fundamentally reshaped the landscape of automated unit testing by enabling models to reason over source code semantics and generate executable, context-aware test cases. Despite the rapid growth of this research area, a comprehensive and task-oriented synthesis of existing work remains lacking. This paper presents a systematic literature review of LLM-based unit test generation. This review draws on research from leading SE and AI conferences and journals, including 69 papers published across 25 distinct venues, along with 47 high-quality preprint papers, bringing the total to 116. Our review aims to answer three key research questions: (1) which unit testing tasks have been addressed using LLMs, (2) how LLMs are adapted and integrated into the unit test generation pipeline, and (3) what datasets, benchmarks, and evaluation practices are employed in existing studies. To this end, we organize the literature from a task-centric perspective, covering test generation, test input generation, test oracle generation, and test evolution, and from a methodological perspective, categorizing LLM adaptation strategies into fine-tuning, prompt engineering, and agent-based approaches.Our analysis reveals that current research predominantly focuses on function- and class-level test generation, with comparatively limited attention given to test input generation, oracle construction, and long-term test evolution. Decoder-only LLMs, particularly GPT-family and LLaMA-based models, dominate the field, while encoder-only and encoder–decoder models remain underexplored. We further observe substantial disparities in dataset characteristics, programming language coverage, and evaluation metrics, which hinder fair comparison and reproducibility across studies. Based on empirical evidence extracted from the surveyed literature, we identify key challenges facing LLM-based unit test generation. Building on these findings, we outline several promising research directions, such as dataset optimization, structure-aware context modeling, agent coordination mechanisms, and benchmark enhancement. This review provides a consolidated and evidence-driven foundation for future research, aiming to advance the development of scalable, reliable, and practically applicable LLM-driven unit testing techniques.",maybe,medium,"Comprehensive SLR of LLM unit test generation covers evaluation benchmarks and methodology gaps providing a quality assessment basis, but oriented toward capability research rather than governance of AI-generated code.",maybe_queue
NHT59QHY,Deploying software: a technology explainer and a look toward the future,"Finally, it briefly explores a future where agentic AI—autonomous systems that write, test, and deploy code—reshapes accountability, liability, and control / software deployment, software development, deployment, technology explainer, Agentic AI, DevOps",maybe,medium,"Explicitly frames agentic AI writing/testing/deploying code as reshaping accountability and control, but the technology-explainer format suggests descriptive rather than operationalizable contribution.",keep_queue
QNDFHYEA,Hallucinated justice; ai-generated case law and the attorney's obligation to verify,"The rising utilization of generative artificial intelligence (""AI"") techniques in legal writing has engendered a novel category of professional accountability / Simultaneously, courts and commentators have acknowledged a similar although separate issue: generative AI systems often misrepresent / AI hallucination, generative AI, AI-generated citations, attorney sanctions, artificial intelligence legal research, Rule 11 sanctions, professional responsibility",maybe,medium,"Professional verification obligation framework for AI-hallucinated legal outputs is potentially analogous to engineering team obligations to review AI-generated code, but domain translation is required.",keep_queue
GQ5E7RPF,"Blockchain and AI framework for provenance, semantics, and compliance","Crucially, the framework incorporates human-in-the-loop governance, positioning AI as a decision-support mechanism rather than an autonomous authority. / articulating a system-level architecture for provenance that is verifiable, interpretable, and audit-ready, without introducing custodial dependencies or opaque automation",maybe,low,"HITL governance framework with blockchain provenance for audit-ready AI decision support; application domain is unclear from abstract, making transferability to software code governance speculative.",maybe_queue
