item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
SNUVSSCC,LLM-based quality assessment of software architecture diagrams: a preliminary study with four open-source projects,"This works explores the feasibility and challenges of using a Large Language Model (LLM) to automatically assess the quality of software architecture diagrams. Our approach is based on a structured prompt that guides the LLM to evaluate architecture diagrams and their accompanying descriptions according to five core quality criteria: clarity, consistency, completeness, accuracy, and level of detail. Preliminary experimental results using OpenAI's ChatGPT-4o in four open-source projects suggest that LLMs can provide valuable feedback and detect diagrammatic inconsistencies, often in alignment with human expert evaluations. However, the LLM also struggled with context-specific design choices, sometimes misjudging deliberate omissions or the appropriate level of detail, indicating that human oversight remains indispensable. To guide researchers and practitioners, we further recommend practical guidelines for data preparation, prompt construction, and result interpretation, aiming to maximize the reliability and utility of LLM-based architectural evaluations.",maybe,medium,Empirical study on LLM-based software architecture quality assessment finds alignment with human experts but identifies context-specific judgment gaps — related to human-AI oversight in software processes but focused on architecture diagrams rather than code governance.,maybe_queue
4JWRL9DH,Vulnerability webs: systemic risk in software networks,"By contrast, AI-assisted coding enables developers to replace dependencies with in-house code and reduces systemic risk.",maybe,medium,Network analysis quantifying systemic risk in software dependency graphs with finding that AI-assisted coding reduces dependency risk — risk measurement framework is transferable but the AI code governance angle is a secondary observation rather than the main contribution.,keep_queue
5XSGMMPB,Prompt hygiene guide: practical workplace rules for safe AI use,"Drawing on workforce literacy requirements under Article 4 of the EU AI Act, it categorizes inputs into Green, Yellow, and Red Zones to help staff identify / Prompt Hygiene Guide: Practical Workplace Rules for Safe AI Use (AI Literacy Under the EU AI Act, Article 4). / AI Literacy, EU AI Act, Article 4, Workforce Compliance, Prompt Hygiene, Data Privacy, AI Governance, Compliance Culture",maybe,medium,"Practical Green/Yellow/Red input classification framework for workplace AI use under EU AI Act Article 4 is directly adoptable by software teams using AI coding tools, but the framework is domain-agnostic rather than engineering-specific.",maybe_queue
UYTMXP9Z,A benchmark for scalable oversight protocols,"As AI agents surpass human capabilities, scalable oversight -- the problem of effectively supplying human feedback to potentially superhuman AI models -- becomes increasingly critical to ensure alignment. While numerous scalable oversight protocols have been proposed, they lack a systematic empirical framework to evaluate and compare them. While recent works have tried to empirically study scalable oversight protocols -- particularly Debate -- we argue that the experiments they conduct are not generalizable to other protocols. We introduce the scalable oversight benchmark, a principled framework for evaluating human feedback mechanisms based on our agent score difference (ASD) metric, a measure of how effectively a mechanism advantages truth-telling over deception. We supply a Python package to facilitate rapid and competitive evaluation of scalable oversight protocols on our benchmark, and conduct a demonstrative experiment benchmarking Debate.",maybe,medium,Principled benchmark for evaluating scalable oversight protocols with ASD metric — transferability to code review oversight is plausible but requires domain argument not fully supported by the abstract,keep_queue
I2GKH6KF,A business process-centric approach for LLM-driven functional test generation,"Validating end-to-end business processes requires strict adherence to state logic, particularly for long-horizon workflows involving complex multi-role interactions. While Large Language Models (LLMs) offer promising automation capabilities, current approaches often lack integration with formal testing principles, leading to inherent “happy path bias” and difficulties in maintaining context across extended sessions. This paper proposes a hybrid, business process-centric methodology that addresses these limitations through a “separation of concerns” architecture. Our framework utilizes LLMs for semantic comprehension while rigorously enforcing Specification-Based Testing techniques-specifically Equivalence Partitioning, Boundary Value Analysis (BVA), and Pairwise Testing-to optimize data coverage. Furthermore, the methodology employs graph-based modeling for deterministic navigation and systematically synthesizes exception flows to ensure robustness for cross-functional user journeys. Crucially, the generated test artifacts are engineered for compliance with the ISO/IEC/IEEE 29119-3 standard, ensuring industrial interoperability. Empirical evaluation across multiple subject systems demonstrates high-fidelity performance, achieving significant Boundary Value Coverage (avg. >88%), superior State Transition Coverage (avg. >95%), and high semantic quality scores (>92%). Moreover, an economic feasibility analysis confirms the framework’s efficiency, with operational costs ranging from  ${\$}$ 1.41 to  ${\$}$ 1.82 per complete regression suite. These findings suggest that integrating LLMs as semantic engines within a framework grounded in established software testing techniques offers a robust and cost-effective path toward scalable test automation.",maybe,medium,"Hybrid LLM test generation methodology with empirical quality metrics (>88% BVA, >95% state transition coverage) addresses AI-assisted software quality but focuses on LLM capability enhancement rather than governance or oversight of AI-generated code",keep_queue
4KWVGZJB,"Growing AI integration in cybersecurity governance: implications for decision-making, accountability, and organizational resilience","Prior studies have made important contributions on technical capability, adoption, ethics, explainability, and performance, but they say less about the / artificial intelligence, cybersecurity governance, Information Systems governance, organizational decision-making, human oversight, organizational resilience, AI / governance",maybe,low,"AI integration in cybersecurity governance with human oversight and accountability keywords, but thin abstract prevents assessment of whether operational mechanisms exist or whether scope reaches code and software governance",keep_queue
SE33EEZH,Liability for (semi)autonomous systems: robots and algorithms,"liability law, algorithmic accountability, robot liability, liability for algorithms, tort law, autonomous systems, strict liability, product liability",maybe,medium,"Liability framework for autonomous systems and algorithms (strict liability, product liability) — could generalize to AI-generated code liability but no explicit code angle in abstract requires domain argument",keep_queue
7SXF8MGW,Governing the moving target: a hierarchical taxonomy and framework for generative AI as a complex adaptive system,"As Generative AI accelerates in scale and scope, it increasingly exhibits the emergent properties of a Complex Adaptive System (CAS). / However, AI governance debates often lack a structured framework to evaluate these adaptive characteristics, leaving organisations relying on static controls / Generative AI, Complex Adaptive Systems, Complexity Theory, AI Governance, Adaptive Governance, Human-in-the-loop, Large Language Models, Emergence, Artificial",maybe,medium,Hierarchical taxonomy for adaptive GenAI governance as a complex adaptive system with HITL elements — generic LLM governance framework that could inform software engineering orgs but requires domain translation,keep_queue
9FSTG2PE,SWE-cycle: benchmarking code agents across the complete issue resolution cycle,"As autonomous code agents move toward end-to-end software development, evaluating their practical autonomy becomes critical. Current benchmarks hide friction by testing agents in pre-configured environments, and their static evaluation pipelines frequently fail when parsing fully autonomous trajectories. We address these limitations with SWE-Cycle, a benchmark of 489 rigorously filtered instances. SWE-Cycle evaluates agents across three isolated tasks, including environment reconstruction, code implementation, and verification test generation, as well as an end-to-end FullCycle task that integrates all three. The FullCycle task requires agents to work autonomously in a bare repository without human scaffolding. To reliably assess these complex execution paths, we developed SWE-Judge. By combining static code review with dynamic testing, this execution-capable evaluation agent accurately verifies functional correctness and eliminates the systematic measurement errors of traditional static parsers. We evaluate code agents powered by six state-of-the-art LLMs across these four tasks. The results reveal a sharp drop in solve rates when transitioning from isolated tasks to FullCycle execution, exposing critical bottlenecks in handling cross-phase dependencies and maintaining code quality. Together, SWE-Cycle and SWE-Judge provide a comprehensive framework for accurately measuring the end-to-end capabilities of autonomous software agents.",maybe,medium,"Benchmark reveals quality bottlenecks in autonomous code agents transitioning to end-to-end tasks, which could inform human oversight intervention design, but the paper is primarily capability evaluation rather than governance or oversight mechanism.",maybe_queue
B4NA66A4,"SagaLLM: context management, validation, and transaction guarantees for multi-agent LLM planning","This paper introduces SagaLLM, a structured multi-agent architecture designed to address four foundational limitations of current LLM-based planning systems: unreliable self-validation, context loss, lack of transactional safeguards, and insufficient inter-agent coordination. While recent frameworks leverage LLMs for task decomposition and multi-agent communication, they often fail to ensure consistency, rollback, or constraint satisfaction across distributed workflows. SagaLLM bridges this gap by integrating the Saga transactional pattern with persistent memory, automated compensation, and independent validation agents. It leverages LLMs' generative reasoning to automate key tasks traditionally requiring hand-coded coordination logic, including state tracking, dependency analysis, log schema generation, and recovery orchestration. Although SagaLLM relaxes strict ACID guarantees, it ensures workflow-wide consistency and recovery through modular checkpointing and compensable execution. Empirical evaluations across planning domains demonstrate that standalone LLMs frequently violate interdependent constraints or fail to recover from disruptions. In contrast, SagaLLM achieves significant improvements in consistency, validation accuracy, and adaptive coordination under uncertainty—establishing a robust foundation for real-world, scalable LLM-based multi-agent systems.",maybe,medium,"Multi-agent LLM architecture with transactional safeguards (rollback, validation, checkpointing) that could transfer to governing code agent workflows, but domain application to software engineering is not established in the abstract.",maybe_queue
