item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
RBKZILQD,Insuring AI: the role of insurance in artificial intelligence regulation,regulation. / This Article offers a framework for stakeholders and scholars working on AI regulation to take advantage of the current robust insurance system. / AI Regulation; Insurance Law; Liability Insurance; Artificial Intelligence Policy; Law and Technology; Insuring Emerging Technologies,maybe,medium,"Insurance-as-governance framework for AI liability could provide risk-transfer mechanisms applicable to software org AI accountability, but no explicit code or engineering connection is present in the abstract",keep_queue
XLZVTNUC,Cyber law and AI liability: focus on legal challenges of decision-making in court with real examples from European law (and a look at Iran),"In the evolving field of cyber law, AI governance frameworks often appear robust on paper, but practical implementation in courts reveals significant gaps / Drawing on European regulations such as the EU AI Act and the Product Liability Directive, it analyzes five key axes that influence AI-related lawsuits / AI liability, cyber law, EU AI Act, human oversight, transparency, accountability, post-deployment monitoring, European case law",maybe,medium,"EU AI Act plus human oversight plus post-deployment monitoring in a cyber-law framing makes software compliance transfer plausible, but primary focus is litigation and judicial interpretation rather than engineering practice",keep_queue
7CPZ358P,On the purpose of meaningful human control of AI,"Meaningful human control over AI is exalted as a key tool for assuring safety, dignity, and responsibility for AI and automated decision-systems. / This paper argues that discussions regarding meaningful human control commonly fail to identify the purpose behind the call for meaningful human control / meaningful human control, AI, AI weapons systems,",maybe,medium,"Rigorous analysis of what 'meaningful human control' should achieve could inform code review oversight design, but the weapons-systems framing requires domain argument to transfer to code governance",keep_queue
Z6I9JDFX,Auditing accountability; assessing AI audits and AI legal frameworks through the lens of accountability,"It assesses five leading AI audit and legal frameworks—the EU AI Act, NYC Local Law 144, Colorado Senate Bill 21-169, the UK Information Commissioner’s / bias in the court of law; (5) Sector-specific and limited legal scope enables evasion of accountability; and (6) There is a lack of independent audit governance",maybe,medium,"Cross-framework AI audit accountability analysis identifies structural gaps that could inform software org internal AI governance, but primary scope is regulatory and legal auditing rather than engineering practice",keep_queue
FTICIPDY,Interpretive sovereignty failure: an interaction-level safety risk in human–AI systems,"Interpretive Sovereignty, Human–AI Interaction, AI Governance, AI Auditing, Alignment Evaluation",keep,low,"'Interpretive sovereignty failure' as an interaction-level safety risk in human-AI systems is topically relevant to code review oversight failure modes, but the near-keyword-only abstract prevents confident scope or methodology assessment",keep_queue
SVPFXI3P,From replication to redesign: exploring pairwise comparisons for LLM-based peer review,"The advent of large language models (LLMs) offers unprecedented opportunities to reimagine peer review beyond the constraints of traditional workflows. Despite these opportunities, prior efforts have largely focused on replicating traditional review workflows with LLMs serving as direct substitutes for human reviewers, while limited attention has been given to exploring new paradigms that fundamentally rethink how LLMs can participate in the academic review process. In this paper, we introduce and explore a novel mechanism that employs LLM agents to perform pairwise comparisons among manuscripts instead of individual scoring. By aggregating outcomes from substantial pairwise evaluations, this approach enables a more accurate and robust measure of relative manuscript quality. Our experiments demonstrate that this comparative approach significantly outperforms traditional rating-based methods in identifying high-impact papers. However, our analysis also reveals emergent biases in the selection process, notably a reduced novelty in research topics and an increased institutional imbalance. These findings highlight both the transformative potential of rethinking peer review with LLMs and critical challenges that future systems must address to ensure equity and diversity.",maybe,medium,Pairwise LLM comparison mechanism demonstrably scales review quality and throughput — structural parallel to code review scaling is plausible but requires domain argument since the primary context is academic manuscript review,keep_queue
7QVX75AV,HLER: human-in-the-loop economic research via multi-agent pipelines for empirical discovery,"We introduce HLER (Human-in-the-Loop Economic Research), a multi-agent architecture that supports empirical research automation while preserving critical / These results suggest that Human-AI collaborative pipelines may provide a practical path toward scalable empirical research. / HLER, Multi-agent, Automate Research, Vibe Research, Human-in-the-Loop",maybe,medium,"Multi-agent HITL pipeline for scaling empirical research with human oversight shares structural features with code review scaling, and explicit 'vibe research' framing suggests intentional parallel, but economic research domain requires transfer argument",maybe_queue
J998BUDB,Lights-off data factory: measuring epistemic autonomy in governance-first data systems,"Prior work in data integration, governance, and AI ethics has highlighted the scalability limits of human-centric oversight models. / Using a large-scale simulation of 100,000 entity-resolution decisions, we demonstrate that these metrics clearly distinguish legacy human-in-the-loop systems / Governance Resilience, Autonomous Systems, Master Data Management, Epistemic Reasoning, Semantic Data Integration, AI Governance, Uncertainty Modeling, / Human-in-the-Loop Systems, Data Quality, Enterprise Data Architecture, Metrics and Measurement, ADGMM (Autonomous Data Governance Maturity Model), AEGIS",maybe,medium,"Large-scale simulation measuring epistemic autonomy and HITL scaling thresholds in data governance is structurally parallel to code review oversight scaling, but requires domain re-derivation from data entity-resolution to code review contexts.",keep_queue
DUBFF52U,Liability in AI-enabled clinical decision support: toward a tiered responsibility model,"AI-enabled clinical decision support (CDS) is increasingly embedded in diagnosis and care pathways, yet liability remains unclear when recommendations cause harm. This paper offers a structured, actionable approach. We synthesize liability regimes across the United States, European Union, and Asia-Pacific and highlight gaps specific to adaptive, software-driven systems. We ground the analysis in ethical risks-accountability shifts, automation bias, and power asymmetries-that should shape how responsibility is shared. We then introduce a quantitative Tiered Liability Model that allocates total harm among developers, physicians, and hospitals using policy weights and three measurable indices: developer culpability, physician oversight, and AI explainability. We prove basic feasibility and monotonicity properties of the allocation, explain how to operationalize the indices with audits, EHR-based oversight signals, and logging/traceability, and provide a regulatory crosswalk that maps regional doctrines to these indices. Two scenario analyses-a pneumonia misdiagnosis and a hospital operations system that contributes to understaffing-illustrate how the model yields fair, incentive-aligned allocations and how improvements in explainability and oversight shift liability. To support adoption, we include a ready-to-use procurement scorecard with measurable evidence and pass/fail gates, together with an implementation roadmap and regulatory levers (metrics standardization, safe harbors, post-market surveillance). The result is a coherent framework that protects patients, sustains innovation, and gives regulators, providers, and vendors a common language for assigning responsibility.",maybe,medium,"Quantitative tiered liability model with developer culpability and AI explainability indices is structurally applicable to software AI governance, but operationalization requires substantial re-derivation from the clinical decision support domain.",keep_queue
V4EEV4PB,Prompt governance in financial AI: comparative performance of structured frameworks in insurance and investment tasks,"financial tasks: life insurance risk classification and investment portfolio allocation. / for regulatory compliance and operational risk management. / LLM evaluation, hallucination, structured prompts, insurance risk, investment allocation, prompt governance, LLM-as-Judge, financial AI, prompt engineering",maybe,medium,"Structured prompt governance framework evaluated for LLM accuracy and hallucination reduction is structurally transferable to code generation quality management, but the evaluation domain (insurance and investment tasks) limits direct adoption.",maybe_queue
