item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
K9A8Z32M,Generative AI for requirements engineering: a systematic literature review,"Introduction: Requirements engineering (RE) faces challenges due to the handling of increasingly complex software systems. These challenges can be addressed using generative artificial intelligence (GenAI). Given that GenAI-based RE has not been systematically analyzed in detail, this review examines the related research, focusing on trends, methodologies, challenges, and future work directions.<br /> Methods: A systematic methodology for paper selection, data extraction, and feature analysis is used to comprehensively review 238 articles published from 2019 to 2025 and available from major academic databases.<br /> Results: Although generative pretrained transformer models dominate current applications (67.3% of studies), the research focus remains unevenly distributed across RE phases, with analysis (30.0%) and elicitation (22.1%) receiving the most attention and management (6.8%) remaining underexplored. Three core challenges-reproducibility (66.8%), hallucinations (63.4%), and interpretability (57.1%)-form a tightly interlinked triad affecting trust and consistency, and strong correlations (>= 35% co-occurrence) indicate that these challenges must be addressed holistically. Industrial adoption remains nascent, with > 90% of studies corre-sponding to early-stage development and only 1.3% reaching production-level integration. Evaluation practices show maturity gaps, limited tool/dataset availability, and fragmented benchmarking approaches.<br /> Conclusions: Despite the transformative potential of GenAI-based RE, several barriers hinder its practical adoption. The strong correlations among core challenges demand specialized architectures targeting interdependencies rather than isolated solutions. The limited real-world deployment reflects systemic bottlenecks in generalizability, data quality, and scalable evaluation methods. Successful adoption requires coordinated development across technical robustness, methodological maturity, and governance integration. A multiphase research roadmap emphasizing evaluation infrastructure strengthening, governance-aware development, and industrial-scale standardization is proposed.",maybe,medium,"SLR of 238 GenAI RE studies identifies reproducibility, hallucination, and interpretability as tightly interlinked core challenges with governance-aware development roadmap; adjacent to code generation governance but focused on requirements phase",maybe_queue
6F5S59DR,The board's new observer: fiduciary duties and algorithmic agency under the 2026 EU AI act,"By synthesizing the EU AI Act’s mandates for human oversight (Article 14) and AI literacy (Article 4), the paper identifies a new legal standard: ""Cognitive / It moves beyond ""Human-in-the-Loop"" fallacies to advocate for Real-Time Adversarial Auditing and the mandatory appointment of a Chief AI Oversight Officer / Agentic AI, EU AI Act, Fiduciary Duties, Corporate Governance, Duty of Care, Business Judgment Rule, Article 14 Oversight, Algorithmic Agency, Large Action / Models (LAMs), Caremark Doctrine, Shadow Directors, AI Liability Directive",maybe,medium,Proposes real-time adversarial auditing and Chief AI Oversight Officer role under EU AI Act Article 14; oversight mechanisms are transferable but paper is framed in corporate fiduciary/board context requiring re-derivation for engineering organizations,keep_queue
JXTFT642,Liability for copyright infringing output of generative AI systems -evolving the European reproduction right,"Generative AI systems can sometimes produce output that infringes copyrights. / As far as communication to the public is concerned, the CJEU has already established a flexible liability regime covering such secondary liability cases / Aritificial Intelligance, AI, AI output, copyright, reproduction, making available to the public, liability, primary liability, secondray liability, AI / user, AI provider, direct infringement, indirect infringement, copyright infringement, CJEU Ocilion, CJEU YouTube/Cyando, CJEU Cyando, duty of care",maybe,medium,"EU reproduction right liability framework for AI-generated outputs could generalize to AI-generated code licensing scenarios, but abstract's case law is drawn from media/streaming context without establishing code-specific applicability",keep_queue
KWTKFL8V,Navigating the European liability landscape of artificial intelligence: new proposals and ChatGPT,"producer’s liability for defective products as well as a novel directive focusing solely on the liability of AI. / In light of large generative AI models like Bard, Bing, or ChatGPT, it is crucial to recognize that the path taken by any legislator might be difficult / AI, Artificial Intelligence, ChatGPT, EU law, Large Language Models, liability, product defect, product liability, regulation, robots, tort law",maybe,medium,"EU liability framework for AI outputs from large generative models (explicitly including ChatGPT, Bard, Bing) could apply to AI-generated code defects, but abstract establishes product liability framework without code-specific angle",keep_queue
ZX8V7UJS,AIOps for reliability: evaluating large language models for automated root cause analysis in chaos engineering,"As modern IT infrastructures grow in complexity, root cause analysis (RCA) is becoming increasingly crucial for Site Reliability Engineering (SRE). Traditional RCA relies heavily on human expertise, making incident resolution time-consuming and error-prone. With the rise of AIOps (Artificial Intelligence for IT Operations), Large Language Models (LLMs) have emerged as potential tools for automating incident detection and diagnosis. This study evaluates the capability of GPT-4o, Gemini-1.5, and Mistral-small in diagnosing system failures purely from observability metrics within a chaos engineering framework. We simulate eight real-world failure scenarios in a controlled e-commerce environment and assess LLMs’ performance in zero-shot and few-shot settings compared with Site Reliability Engineers. While LLMs can identify common failure patterns, their accuracy is highly dependent on prompt engineering. In zero-shot settings, models achieve moderate accuracy (44–58%), often misattributing harmless load spikes as security threats. However, few-shot prompting improves performance (60–74% accuracy), suggesting that LLMs require structured guidance for reliable RCA. Despite their potential, LLMs are not yet ready to replace human SREs, who achieved over 80% accuracy due to hallucinations, misclassification biases, and lack of explainability. The findings highlight that LLMs can be co-pilots in incident response, but human oversight remains essential.GitHub with code and dataset: https://github.com/szandala/llms-chaos-engineering © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",maybe,medium,"Empirical quantification of LLM vs human SRE diagnostic accuracy (44-74% vs 80%+) in software operations demonstrates measurable human oversight necessity with transferable finding, but domain is IT incident response not code generation",maybe_queue
Z2VYE325,"ZelC: a cybersecurity-native programming language for intent-gated, capability-scoped, evidence-generating operations in the agentic AI era","General-purpose languages (GPLs) can automate these workflows, but they model security actuation as ordinary side effects of arbitrary code, leaving safety, governance / AI era. / incident response, policy-as-code, capability security, effect systems, information-flow control, tamper-evident logs, Merkle trees, proof-carrying code, agentic / AI safety, abstract interpretation, domain-specific languages, kinetic gate",maybe,medium,Proposes a DSL (ZelC) with policy-as-code and capability scoping for agentic AI — software governance mechanism is present but the tool is speculative/pre-release and adoption path for SE orgs is unclear from the abstract,maybe_queue
XIMJ3DHW,Explainable fairness in regulatory algorithmic auditing,The framework promotes algorithmic accountability and transparency by focusing on explainability to regulators and the public.,maybe,low,"Algorithmic accountability/explainability framework for regulatory auditing — abstract is a single sentence, leaving domain applicability and whether the mechanism transfers to SE contexts entirely unresolvable",keep_queue
W45LQPBM,The harm blindness framework: a practical application methodology for stakeholder harm prevention in technology development,"motivation-agnostic design addresses a significant limitation of existing ethical frameworks, which typically require ethical commitment as a precondition for adoption / stakeholder analysis, harm prevention, technology ethics, risk management, AI governance, development methodology",maybe,medium,"Motivation-agnostic harm blindness framework for stakeholder harm prevention in technology development — software-adjacent scope, but transferability to AI code governance specifically requires an argument not provided in the abstract",keep_queue
DYYFCXQD,Text and data mining of computer programs in the current EU copyright framework,"The proliferation of generative AI has steered the discussion about text and data mining (TDM) in copyright law towards the problem of generative models / However, generative AI is not the only case for TDM. / TDM, copyright, computer programs, AI, text and data mining, software",maybe,medium,"TDM copyright framework explicitly addresses computer programs as a distinct category — could apply to AI training on code, but abstract is unclear whether SE governance implications are developed or only legal classification is offered",maybe_queue
JCAQ3AHU,AI certification and assessment catalogues: practical use and challenges in the context of the European AI act,Our methodology involves leveraging the Fraunhofer AI Assessment Catalogue as a comprehensive tool to systematically assess an AI model’s compliance with,maybe,medium,Practical AI compliance assessment methodology using Fraunhofer catalogue for EU AI Act; abstract too thin to confirm whether assessment scope covers software development contexts specifically,keep_queue
