item_key,title,abstract,authors,year,item_type,sources,source_queue
34ELRWJH,"The hidden legal minefield: how AI-assisted ""vibe coding"" amplifies software development risks and how technology can provide solutions","coding."" / This paper argues that vibe coding generates a new category of risk-where technical capacity dramatically outpaces legal infrastructure-and proposes embedded / Vibe Coding, AI-Assisted Software Development, Regulatory Compliance, Entrepreneurship and AI, AI and Law, Technology Law and Policy, Legal Compliance",John Goodhue,2025,journalArticle,ssrn,keep_queue
BBNEFGN9,"Vibe coding as a reconfiguration of intent mediation in software development: definition, implications, and research agenda","Software development is undergoing a fundamental transformation as vibe coding becomes widespread, with large portions of contemporary codebases now being / Drawing on an intent perspective and historical analysis, we define vibe coding as a software development paradigm where humans and generative AI engage / Artificial Intelligence, Large Language Models (LLM), History of Software Development, Human-Computer Interaction, Intent Mediation, Cognitive Work, Vibe / Coding",Meske; Hermanns; Weiden; Loser; Berger,2025,journalArticle,ssrn,keep_queue
4JWRL9DH,Vulnerability webs: systemic risk in software networks,"By contrast, AI-assisted coding enables developers to replace dependencies with in-house code and reduces systemic risk.",Cornelius Fritz; Co-Pierre Georg; Angelo Mele; Michael Schweinberger,2024,journalArticle,ssrn,keep_queue
UHWNFLT2,"AI-assisted development and the reshaping of junior developer roles: risks, opportunities, and market implications","The rapid proliferation of AI-powered coding assistants-including GitHub Copilot, Cursor, Amazon CodeWhisperer, and a growing ecosystem of specialized / at the heart of the AI-assisted development revolution: the same tools that dramatically lower the barrier to producing functional code simultaneously risk / AI-assisted development, GitHub Copilot, junior developers, software engineering education, vibe coding, labor market, developer productivity, large language",Zachary Adam,2026,journalArticle,ssrn,keep_queue
7ER2FAUE,Beyond semantic models: dual-stream semantic and structural learning for vulnerability detection in AI-generated code,"However, recentstudies indicate that AI-generated code often contains a higherincidence of security vulnerabilities compared to human-writtencode, creating / a growing security risk in modern softwarepipelines. / LLMs, Vulnerabilities, AI-Generated Code Security, Cybersecurity, Automated Vulnerability Detection (AVD), Abstract Syntax Trees (AST), Dual-Stream Learning / , Secure Software Development, Transformer Models, integrated Development Environment (IDE) Security",Sumaila Iddrisu; Nadhem Ebrahim,2026,journalArticle,ssrn,keep_queue
7JQM6IN7,Feature comment: twenty-five cent AI: the hidden costs of promotional AI deals,"The General Services Administration’s OneGov initiative offers federal agencies access to leading AI platforms—including ChatGPT, Claude, Gemini, Grok, Copilot / The Comment identifies transparency and governance gaps in the current OneGov structure and proposes a risk mitigation framework organized at the contract",Jessica Tillipman,2026,journalArticle,ssrn,keep_queue
SPBS7N3Q,AutoPatch: multi-agent framework for patching real-world CVEs generated by outdated LLMs,"In response, we present AutoPatch, a multi-agent framework for automatically detecting and patching vulnerabilities in LLM-generated code, with a particular / Using this database, a unified detection model that combines semantic and data-flow signals identifies vulnerable patterns in LLM-generated code that resemble / Large Language Models, Software Vulnerability Detection, automated program repair",Minjae Seo; Wonwoo Choi; Seungwon Shin; Myoungsung You,2026,journalArticle,ssrn,keep_queue
MZ898VR3,Cross-language transfer learning for detecting vulnerabilities in LLM-generated code,"We train a multilingual vulnerability detector capable of analyzing LLM-produced code across C, C++, Java, Python, and Rust. / The study shows that transferable security representations are essential when LLMs generate polyglot code. / cross-language security, vulnerability detection, multilingual IR, code semantics, transfer learning",Ana Carvalho; Daniel Moreira; Lucas Ribeiro,2026,journalArticle,ssrn,keep_queue
PSNKQLI7,Semantic patch learning for vulnerability repair in LLM-generated code authors,"Using 28,000 real vulnerability patches, the model learns transformations for memory bugs, crypto misuse, and authorization bypasses. / This work demonstrates that semantic patch abstraction is a powerful mechanism for improving LLM code security. / semantic patching, automated repair, CVE mining, vulnerability patterns, LLM code correction",Elina Korhonen; Jukka Lehtola; Mikael Saarinen,2026,journalArticle,ssrn,keep_queue
LSRZTVZW,Runtime policy enforcement for mitigating risks in LLM-generated programs authors,"runtime enforcement, security policies, LLM-generated code, syscall tracing, taint monitoring",Anna Kristoffersen; Jonas Rasmussen; Mikkel Sørensen,2026,journalArticle,ssrn,keep_queue
QTJPLBYR,Evaluating security and inclusivity in LLM-generated code: a controlled experiment,"systems and services.Objective: The objectives of this study are two-fold: (i) to evaluate the efficacy of LLM-generated code in implementing security / Moreover, after each round, the LLM-generated code artifact was evaluated against security and inclusivity criteria by both human experts and LLM-based / Controlled Experiment, Empirical Studies, Inclusivity, Large Language Model, LLM, Security, Software engineering, Software Quality",Bilal Naqvi; Waleed Bin Shahid; Janne Parkkila; Hammad Afzal; Akm Bahalul Haque,2026,journalArticle,ssrn,keep_queue
BZD4TI55,The effects of AI-assisted programming in software engineering: a study on GitHub copilot,"This study investigates the transformative impact of AI-assisted programming through tools like GitHub Copilot on the field of software engineering. / However, ethical concerns around data privacy, code quality, and trust remain unresolved. / GitHub Copilot, Generative AI, Software Engineering, Programmer Efficiency, AI Ethics",Pradnya Niwas Suryavanshi; RameshD Jadhav,2025,journalArticle,ssrn,keep_queue
HI4GEE8L,Application of AI for optimizing software development processes,"It analyzes the key stages of development where AI can significantly accelerate task execution, improve code quality, and enhance project management. / Examples of AI tools such as GitHub Copilot, SonarQube, and Test.ai are provided.",Dmytro Verner,2025,journalArticle,ssrn,keep_queue
N3WU6PFG,Investigating the smells of LLM generated Code1,"code to identify the weakest scenarios in which the quality of LLM generated code should be improved.MethodsThe method measures code smells, an important / However, the quality of LLM generated code is ntoicablly poorer than human written code. / machine learning, Large language models, performance evaluation, Code Generation, Code quality, Usability, Code smell",Debalina Ghosh Paul; Hong Zhu; Ian Bayley,2025,journalArticle,ssrn,keep_queue
ISP9P9CX,AI-driven transformation of code review and refactoring in software engineering: a practitioner's perspective,"quality. / Drawing from real-world experience and scholarly analysis, it reflects on how these tools impact code quality, developer productivity, and collaboration",Benjamin Batte,2025,journalArticle,ssrn,keep_queue
LGZXFLSJ,Causal mapping of the risks of using generative ai in software development,"This indicates that software organizations can never be certain whether AI-generated code is sufficiently validated. / Risk Management, Software Development, Generative AI, Causal Mapping, Multi-case Study",David Kinnberg Hein; John Persson; Victor Vadmand Jensen; Anders Rysholt Bruun; Martin Gilje Jaatun,2025,journalArticle,ssrn,keep_queue
Y4YHMRYE,The impact of AI-assisted code generation on software vulnerabilities and the role of AI in automated security testing,"However, their impact on software security remains a critical concern. / This paper examines how AI-generated code influences the prevalence of software vulnerabilities, exploring whether these tools introduce new security risks",Sunday Oladele; Faruk Lawal,2025,journalArticle,ssrn,keep_queue
7GDFZE98,AI for code synthesis: can LLMs generate secure code?,"However, concerns remain about the security of AI-generated code and its susceptibility to vulnerabilities. / To mitigate these risks, we explore security-aware training methods and reinforcement learning techniques to enhance the security of AI-generated code.",Kaushik Bar,2025,journalArticle,ssrn,keep_queue
5KGLSCGB,Exploring altered open source software development patterns in a time of generative AI,"We leverage the March 2023 announcement and April 2023 public release of GitHub Copilot X (CX) as a natural experiment, analyzing a 27-week user-week panel / However, this expansion comes with trade-offs in code quality, as we document a 2% increase in copy-pasted code and a decline in project novelty for casual",Xinyu Li; Francis Joseph Costello; Keongtae Kim; Xiaoquan (Michael) Zhang,2025,journalArticle,ssrn,keep_queue
PB7TLUBD,AI-driven transformation of code review and refactoring in software engineering,"quality. / Drawing from real-world experience and scholarly analysis, it reflects on how these tools impact code quality, developer productivity, and collaboration",Benjamin Batte,2024,journalArticle,ssrn,keep_queue
PIYZKWWA,Randomized controlled trials for Microsoft copilot for security,"We found that Copilot for Security delivered large improvements on both speed and accuracy. / Copilot brought improvements for both novices and security professionals. / security, AI, RCT",Benjamin G. Edelman; James Bono; Sida Peng; Roberto Rodriguez; Sandra Ho,2023,journalArticle,ssrn,keep_queue
VPT9QLUS,PROFESSIONAL RESPONSIBILITY IN THE AGE OF GENERATIVE AI a comprehensive framework for ethical implementation in legal practice,"legal filings, combined with the issuance of ABA Formal Opinion 512 and Texas Professional Ethics Opinion 705, have established that lawyers who deploy generative / AI tools without adequate verification protocols face sanctions, malpractice liability, and disciplinary action.",Alex Shahrestani,2026,journalArticle,ssrn,keep_queue
A3W867Z6,Death of the dark room: how generative AI broke enterprise IT's political cover,"This strategic briefing argues that generative AI has structurally destroyed this equilibrium through what the author terms the consumer benchmark effect / Unlike earlier consumerisation waves, which raised capability expectations, generative AI changes evaluative capacity: non-specialists can now directly / death of the dark room, consumer benchmark effect, controlled mediocrity trap, enterprise AI transparency, AI governance, boardroom AI risk, IT accountability",Krzysztof Dyki,2026,journalArticle,ssrn,keep_queue
I2T6JYHJ,"Who produces? AI, delegation, and the collapse of managerial boundaries","Recent advances in generative AI have made a broader AI-mediated reorganization of knowledge work newly visible. / In human organizations, execution may be delegated while accountability remains shared across recognized persons and roles. / AI-mediated work, generative AI, large language models, delegation, expertise, professions, infrastructure, accountability, software, STS",Guiem Bosch,2026,journalArticle,ssrn,keep_queue
Y3VAMHSR,"AI-assisted legal drafting: prompt engineering, human oversight, and the limits of existing professional conduct rules","This article examines the practical use of generative AI tools in legal drafting and argues that the current professional conduct rules are not structurally / Nigeria, and key professional bodies to examine the key issues of effectiveness and hallucinations, privacy and confidentiality, bias, transparency, and accountability / legal drafting, prompt engineering, professional conduct, generative AI, legal ethics, human oversight, computational law",Iretemi Ogunode,2026,journalArticle,ssrn,keep_queue
C88B4PL8,From opacity to accountability: amending section 230 for generative AI,"When a generative AI system creates its own output or transforms existing content into harmful delivery, the provider can assert § 230 immunity at the / This paper proposes a targeted amendment to § 230(f)(3) that shifts this dynamic from opacity to accountability. / section 230, generative ai, artificial intelligence, material contribution, platform immunity, content moderation, statutory reform, creation harms, delivery",Vinicius Van Der Put,2026,journalArticle,ssrn,keep_queue
U8XDGJTB,The economics of unverifiability,"The preceding papers in this series argued that unresolved uncertainty in generative AI is not eliminated by explainability, but displaced into governance / This externalization is treated not as market failure, but as a rational response to existing liability structures, competitive pressures, and cost asymmetries / AI Economics, Unverifiability, Externalization, Distributed Liability, Absorptive Capacity, Market Signaling, Verifiability, AI Governance, Auditability",Thomas Gessler,2026,journalArticle,ssrn,keep_queue
RWS79ASE,The cost of always answering: governance costs of generative AI in operational environments,"This paper examines the economic implications of deploying generative AI systems in operational environments. / In the space of thought, generative AI supports exploration, drafting, and hypothesis formation. / Operational AI, AI Governance, Generative AI, Governance Costs, Decision Boundaries, Non-Decision State, Auditability, Explainability, High-Risk AI, AI",Thomas Gessler,2026,journalArticle,ssrn,keep_queue
QNDFHYEA,Hallucinated justice; ai-generated case law and the attorney's obligation to verify,"The rising utilization of generative artificial intelligence (""AI"") techniques in legal writing has engendered a novel category of professional accountability / Simultaneously, courts and commentators have acknowledged a similar although separate issue: generative AI systems often misrepresent / AI hallucination, generative AI, AI-generated citations, attorney sanctions, artificial intelligence legal research, Rule 11 sanctions, professional responsibility",Andrew Ucheomumu,2026,journalArticle,ssrn,keep_queue
4GSP8DTH,"Artificial intelligence and intellectual property law: authorship, ownership, and liability in the age of generative AI","The proliferation of generative artificial intelligence (GenAI) has fundamentally challenged the anthropocentric foundations of intellectual property ( / The research proposes a Hybrid Governance Model-comprised of mandatory transparency, tiered sui generis protection, and a shared liability framework. / Artificial Intelligence, Intellectual Property, Copyright, Generative AI, Thaler v Perlmutter, OSCOLA, Legal Reform",Abdul Waheed Asghar,2026,journalArticle,ssrn,keep_queue
N4XRB32F,From publisher to creator: why generative AI requires a new legal framework beyond section 230,"However, generative AI systems do not merely host or transmit user content-they actively produce original outputs. / This paper argues that Section 230 is fundamentally ill-suited to govern generative AI. / Section 230, Artificial Intelligence, Generative AI, Platform Liability, Internet Law, Technology Law, Administrative Law, Health Law, AI Regulation",Suzanne Shah,2026,journalArticle,ssrn,keep_queue
FLDAS7UC,From friction to design: verification architecture for AI-augmented institutions,"Institutional accountability systems were not designed as verification systems. / Generative AI collapses these production costs to near zero, exposing an accountability gap that is structural rather than novel. / verification architecture, AI governance, institutional accountability, friction-asverification, proxy collapse, high-reliability organisations, regulatory",Paul Gallacher,2026,journalArticle,ssrn,keep_queue
9E8E27L7,Effectuation under uncertainty: organizational decision boundaries in the age of generative AI,"logic focused on action, commitment, and control under uncertainty-because effectuation traditionally assumes human-centered judgment, authority, and accountability / Decision boundaries are introduced as an organizational design construct that regulates admissibility, escalation, override, and accountability in joint",Steph Sharma; Mark Esposito; Yusaf H. Akbar; Joachim Layes,2026,journalArticle,ssrn,keep_queue
NTVIURHC,"Artificial intelligence, legal professional negligence and the rise of AI-covered indemnity risk","The paper explores how Artificial Intelligence (AI), especially generative AI, is influencing lawyer professional negligence, focusing on changes to the / With AI increasingly prevalent in legal practice, liability may arise from either failing to use these tools or employing them incorrectly.",Anurag Bana,2026,journalArticle,ssrn,keep_queue
4PHG6XL5,Equitable progress and the regulation of AI,"It explores tensions between innovation and equity, transparency and performance, accountability and liability, and economic gains and workforce displacement / Special attention is given to generative AI, whose influence on creative labor and cultural production underscores the importance of preserving human agency / AI Policy Global AI Governance Responsible AI, Regulation, AI Governance, Equitable Progress, Algorithmic Fairness, Inclusive Innovation, Technology and / Inequality, AI and Social Justice, Generative AI Policy, Global AI Governance, Responsible AI",Daryl Lim,2026,journalArticle,ssrn,keep_queue
6N5BE2V2,Simulated reasoning and the crisis of legal liability,"This article examines the crisis of legal liability in the age of generative AI. / It concludes that the crisis of legal liability is not technological, but ontological. / artificial intelligence, legal liability, instrumentum vocale, simulated reasoning, legal theory, ontological misattribution, procedural law, evidence,",Adel Kildeev,2026,journalArticle,ssrn,keep_queue
KGNWFLVR,"Essay: fluent, certain and wrong by design","Generative AI is often discussed as though it were a reasoning system awaiting further refinement. / Drawing on governance, liability and institutional decision-making logic, the essay argues that organisations are building reliance before they have established / reconstructability, defensibility, auditability, enterprise AI risk, generative AI, consequential decision-making, governance engineering, Pack Producibility / , architectural confabulation, AI accountability, verification overhead, LLM",Andrew J Devin,2026,journalArticle,ssrn,keep_queue
PWB67TUT,The mirror effect: how generative AI exposes the proxy architecture of institutional accountability,"a theoretical framework, the Mirror Effect, for understanding how generative artificial intelligence exposes pre-existing weaknesses in institutional accountability / Generative AI collapses the cost of plausible output generation to near zero, severing the correlation between observable output quality and genuine understanding",Paul Gallacher,2026,journalArticle,ssrn,keep_queue
JW4GVHIG,The supervisory paradox: how AI delegation transforms productive labor into cognitive vigilance,"Unlike previous information technologies that extended human capacity while leaving the human as cognitive author, generative AI autonomously produces / decoupling, in which delegation severs the fusion of understanding and doing that characterizes production, forcing retroactive schema construction, and (2) accountability",John Tripp,2026,journalArticle,ssrn,keep_queue
M87789CG,Structure before content: why probabilistic AI requires prior structural commitment,"This paper is part of a series examining accountability, auditability, and operational viability in probabilistic and agentic AI systems / Generative AI, Large Language Models, Probabilistic AI Systems, AI Governance, Trustworthy AI, AI Accountability, Structural Commitment, Decision Boundaries",Thomas Gessler,2026,journalArticle,ssrn,keep_queue
9UYZ6HLL,Inference is not decision: the axiomatic non-trustworthiness of always-answer AI systems,"Current debates on generative AI focus predominantly on performance, scalability, and explainability. / This paper is part of a series examining accountability, auditability, and operational viability in probabilistic and agentic AI systems. / AI Accountability, AI Governance, Artificial Intelligence Regulation, Decision Boundaries, Non-Decision, Operationality, Explainability, AI Auditability",Thomas Gessler,2026,journalArticle,ssrn,keep_queue
IE92S5L8,Cognitive algorithmic metadata as a biometric side-channel to human cognition in AI development,"Generative AI systems are often described as learning from data. / Yet current intellectual property and data protection regimes do not recognize CAM as distinct from general expression. / Cognitive algorithms, Cognitive algorithmic metadata (CAM), Cognitive biometrics, Side-channel attack, Mental privacy, Generative AI governance, Inferential",Dana Polojärvi; Jon Wade; Hortense Gerardo,2026,journalArticle,ssrn,keep_queue
CFKCIVV7,Scientific muse and misuse: reevaluating authorship attribution and liability allocation in the generative AI age,"Therefore, this Article examines the similarities and differences between intellectual property and tort law, highlighting how generative AI challenges / property and tort law that positions “control” as the cornerstone of both authorship and liability. / Copyright, Artificial Intelligence, Liability Regimes, Ethical Guidelines, Tort Law, Scientific Research",Inbar Cohen Ganot,2026,journalArticle,ssrn,keep_queue
E689ZAXC,Review makes workers less likely to revise AI output,"Can review-a cornerstone of organizational accountability-encourage workers to collaborate with AI rather than outsource their work entirely to it? / Review, Generative AI, workplace, accountability",Pete Zhou; Yujie Zhao,2026,journalArticle,ssrn,keep_queue
EVCJBNEU,Human-technology transition sector (HTTS) a workforce preservation framework for AI-driven enterprises,"While generative AI systems increase efficiency, they also introduce AI failure zones where automation underperforms, produces errors, or lacks contextual / The model integrates live experience capture, AI failure detection, adaptive workflows, and verifiable accountability records to ensure both technological / Human-AI Collaboration, Workforce Preservation, Generative AI Failure, Corporate Reskilling, AI Governance, HTTS",Pushkar Gautam,2026,journalArticle,ssrn,keep_queue
Z54RZZ2U,Chat Ts&Cs: a survey of 20 standard contracts for generative AI services,"In this paper, we report the results of a detailed survey of 20 standard contracts for chat-based generative AI services from 13 leading providers. / We cover a range of contractual issues including the choice of law and forum for disputes; provider duties and liability for breach of contract; acceptable / Artificial Intelligence, Generative AI, Standard Contracts, Terms of Service, IT Service Contracts, Acceptable Use Policy",Johan David Michels; Christopher Millard; Camille Abou Farhat,2026,journalArticle,ssrn,keep_queue
HRNE69MA,Large language models as products,"This Article argues that products liability law should govern LLMs. / Products liability law emerged as a tool to address the doctrinal shortcomings that allowed companies to escape liability for defective products / AI Governance, LLMs, Consumer Protection, Children and Technology, Products Liability, First Amendment, Torts, Generative AI, AI Psychosis",Zahra Takhshid,2026,journalArticle,ssrn,keep_queue
27YULT5I,"The ethics of AI-assisted code migration in regulated financial systems: accountability, transparency, and human oversight in LLM-driven software conversion","Three core ethical tensions are identified: an accountability gap when AI-generated code fails in production, a transparency deficit that impedes regulatory / software engineering, and calls on industry leaders, compliance teams, and AI tool providers to co-develop standardized ethical review processes for AI-generated / AI ethics, code migration, large language models, GitHub Copilot, financial services, software engineering ethics, accountability, transparency, automation",Ronit Sharma,2026,journalArticle,ssrn,keep_queue
JHRV4MNM,Pro forma copyright: AI compaction and the idea-expression impasse,"These capabilities invert the economic assumptions underlying copyright: expression becomes cheap and infinitely reproducible while the ideas it conveys / Idea-Expression Dichotomy, Substantial Similarity, Copyright Law, Artificial Intelligence, Generative AI",Anirban Mukherjee; Hannah Hanwen Chang,2026,journalArticle,ssrn,keep_queue
X6CNMCIN,"Public accountability of AI-decision support in policing: humans blame the victim, while generative AI blames the AI-decision support","The increased use of (generative) AI in public services puts pressure on public accountability of decision-making, i.e., responsibility for decisions and / Second, we compare these results with answers from generative AI (ChatGPT). / AI, Generative AI, policing, Ethicalness perception, neutralization",Jurgen Willems; Lisa Hohensinn; Meikel Neumann; Flavia Wiedemann; Ali Ozkes,2026,journalArticle,ssrn,keep_queue
AVYTN6UX,AI-generated content and copyright law: legal gaps and future perspectives,"Generative artificial intelligence (""generative AI"") has placed sustained pressure on the doctrinal foundations of copyright: authorship, originality, / European Union, and identifies persistent regulatory gaps arising from (i) indeterminate thresholds for human creative control in AI-assisted outputs; (ii) liability",Fatima Azizli,2026,journalArticle,ssrn,keep_queue
89CJVVU2,"The transfer of interpretive responsibility to AI: legal authority, professional ethics, and the PSCA protocol - between epistemic delegation, normative simulation, and algorithmic opacity","The rapid adoption of generative AI in legal practice has introduced a structural risk: the transfer of interpretive authority to probabilistic text / generators, producing persuasive outputs that may simulate legal reasoning without guaranteeing traceability, coherence, or accountability. / Generative AI, Legal AI, Cognitive Sovereignty, Professional Responsibility, Auditability, Governance",Reginaldo Barros Ii,2026,journalArticle,ssrn,keep_queue
DS98KNBC,Epistemic debt: the economics of ungoverned AI,"Ungoverned AI systems that lack verification capability create uninsurable structural liability. They do not fail randomly. / They systematically convert epistemic risk into financial, legal and institutional liability. / Epistemic debt, AI liability, AI insurance, Governance economics, Strategic convergence, Enterprise risk, Ungoverned AI, Verification cost, Institutional / failure, Confabulation, Generative AI, Balance-sheet liability, Six Laws, Fiduciary Duty",Andrew J Devin,2026,journalArticle,ssrn,keep_queue
ZMASZZSG,Artificial code,"property regimes, this Article highlights a paradox at the heart of modern AI development: generative AI may be sowing the seeds of its own stagnation / code. / Copyright, Patent, Trade Secrecy, Artificial Intelligence, AI, Software, Open Source, Intellectual Property",Clark D. Asay,2026,journalArticle,ssrn,keep_queue
I4YUBE9B,Authorship without authors: rethinking copyright and personality rights in the age of generative AI,property regimes. / This paper ends by suggesting an intellectual redefinition of the intellectual property law in India that helps maintain human creativity but without overly,Rishabh Aravindhan,2026,journalArticle,ssrn,keep_queue
MBRLSRBA,Beyond the binary: regulating the gradient of openness in generative AI supply chains,"As generative AI disrupts industries, policymakers face a critical dilemma: how to regulate foundation models without stifling the innovation driven by / We argue that ""openness"" in AI is a gradient involving weights, data, and licensing, which creates distinct accountability gaps in the algorithmic supply / Generative AI regulation, EU AI Act, open foundation models, algorithmic supply chains, AI governance",Zhiyin Xiao; Guangfei Wu,2026,journalArticle,ssrn,keep_queue
GMKAC37M,A systematic review of watermarking and attribution for AI generated code,"Issues related to intellectual property (IP), academic integrity, and software supply chain security are becoming more common. / At the same time, AI-generated code is increasingly hard to distinguish from human-written code. / large language models, AI-Generated Code, Code Watermarking, Authorship Attribution, Software Provenance, Systematic Literature Review",Istiaq Ahmed Fahad; Mridha Md. Nafis Fuad,2026,journalArticle,ssrn,keep_queue
PIM6LC34,Letting sleeping wasps lie: general-purpose AI models and copyright protection under the European union AI act,"what extent the provisions of the EU AI Act (EUAIA) dedicated to general-purpose artificial intelligence (AI) models (GPAIm) govern the intersection of copyright / The author posits that the provision of Article 5(1)(a) EUAIA, which does not explicitly refer to copyright, can be interpreted in a sense that it allows / Artificial Intelligence, AI, General-Purpose AI Models, Generative AI, Intellectual Property Law, Copyright Law, Prohibited AI Practices, European Union",Uroš Ćemalović,2026,journalArticle,ssrn,keep_queue
BN7JHVQU,Shadow AI governance failures in regulated industries: a privacy and risk management perspective,"As a result, organizations may appear compliant at the system level while accumulating unmanaged privacy, accountability, and regulatory risk at the interaction / Shadow AI, AI Governance, Privacy Governance, Regulated Industries, Risk Management, Accountability, Auditability, Generative AI, Compliance Risk, Information",Omo Ogungbemi,2026,journalArticle,ssrn,keep_queue
68ZLTYY9,Intellectual property protection for AI-generated output,"Generative AI has the potential to transform corporate innovation, but intellectual property (IP) created without sufficient human input is ineligible / Generative AI, Innovation, Intellectual Property Protection, Copyright, Adverse Selection",Robin Döttling; Logan P. Emery; Shuo Zhao,2026,journalArticle,ssrn,keep_queue
362536XQ,Ethics of AI,"It sheds light on critical challenges such as accountability gaps, biases, discrimination, and risks associated with generative AI technologies which are",Alessio Tartaro; Mihaly Heder,2025,journalArticle,ssrn,keep_queue
NEHNSHCP,Disney/warner brothers discovery V. Midjourney and raine V. OpenAI & altman: lawsuits and implications for the development of the AI industry,"This published article analyzes two major legal developments shaping the emerging regulatory and liability environment for generative AI: the copyright / paper examines the doctrinal structure of each claim, including substantial similarity analysis, training-data provenance, volition requirements in U.S. copyright / Copyright, Wrongful Death, Negligence, Generative AI, Midjourney, OpenAI, Model Provenance, Liability, Regulation, Litigation",Adel Kildeev,2025,journalArticle,ssrn,keep_queue
49V4HZP6,The illusion of transparency - on duties to disclose the use of AI and to cite AI in judicial filings,"This column argues that requiring lawyers to disclose or cite the use of generative AI in judicial filings is misguided. / misread both how AI works and is actually used and how legal actors respond to rules, producing formal compliance rather than meaningful gains in accuracy, accountability",Hugo Acciarri,2025,journalArticle,ssrn,keep_queue
