item_key,decision,confidence,rationale
SSHGBPBL,discard,low,"Single-sentence abstract insufficient to assess operationalizability — retail IT agentic AI infrastructure could be relevant but content cannot be determined from what is available."
BVHNZ5ZK,keep,high,"Quantitative analysis correlating code metrics (maintainability index reaching 0.4 biserial correlation) with LLM agent issue resolution — directly actionable for predicting and improving AI agent effectiveness in software projects."
UU4B46GQ,discard,high,"EU AI Act GPAI regulation analysis focused on FLOPS thresholds and pacing problems — regulatory analysis with no software engineering governance angle."
PM2VZEMK,discard,high,"General LLM fairness/transparency/bias framing without operational mechanism — discard pattern #4 (general AI ethics without actionable contribution)."
9HKNGKHS,discard,high,"UK AI legal accountability framework — regulatory analysis without software engineering or code governance connection."
LKASSGXC,discard,high,"Italian AI governance methodology for companies and public administrations — general governance without software engineering angle."
CYRQCGYA,discard,high,"EU AI Act normative evaluation identifying compliance ambiguities — regulatory legal analysis without software engineering angle."
E38SDG3D,discard,high,"Malaysian GenAI legal regulation in business/finance — domain-specific legal framework with no software engineering angle."
4RQXII4K,discard,medium,"AI in IT strategy paper mentioning DevOps acceleration — primarily a productivity/adoption survey without governance or oversight angle for AI-generated code."
NGNLC7VR,discard,high,"IP incentives for AI alignment using patents and licenses — no software engineering governance mechanism despite alignment framing."
NBYRASEK,discard,high,"Healthcare AI evaluation framework with HITL workflows — domain-specific (healthcare/FDA) with no transferable code governance mechanism."
J3ZQRUDP,discard,high,"Data-as-resource legal framework — no software engineering or code governance angle."
Q3Y9VAHW,discard,high,"Secure AI training pipelines in industrial manufacturing R&D — domain-specific with no software code governance angle."
MDCUN7RM,keep,medium,"Prompt provenance traceability system for LLM interactions addresses forensic accountability and model debugging — operationalizable as an audit trail mechanism for AI-generated code review."
L7ZN8LEU,discard,medium,"EU AI Act conformity via systems engineering approach — compliance methodology without direct software code governance angle."
D2GT76D8,keep,high,"Directly addresses vibe coding risks (vulnerabilities, scalability, maintainability) and proposes vibe-driven model-based engineering as an integration mechanism to govern AI code quality."
JE2BXIMB,discard,high,"AI and blockchain for EU regulatory compliance — legal/compliance focus without software engineering or code governance angle."
6WUJUVEI,keep,high,"Empirical study of 567 agentic coding PRs showing 83.8% acceptance and quantifying human revision needs by task type — directly operationalizable for calibrating oversight of AI-generated code at scale."
RMH95JPA,discard,high,"Legal principle for mandatory human presence in AI input grounded in EU fundamental rights law — non-transferable constitutional framework without software engineering application."
DGC9TDFA,discard,high,"Economic/labor analysis of LLM impact on professional work — productivity/disruption framing without governance or oversight mechanism for AI-generated code."
8AGN8TW5,discard,high,"AI-generated visual libel and defamation law — creative content domain with no code governance angle."
AIREUH5N,discard,high,"Structural prompt chaining for LLM emotional alignment — alignment philosophy paper without operationalizable mechanism for software engineering governance."
5VA2R4UD,discard,medium,"Intent-obfuscation adversarial attacks on AI systems — security research on attack techniques with HITL oversight as an incidental defense mention, not a code governance contribution."
HQH86LXS,discard,medium,"AI anomaly detection across cybersecurity, finance, and smart cities — multi-domain operational AI paper without software code governance contribution."
9ZG3MJE6,keep,medium,"Empirical security analysis of agentic AI communication protocols with 14-point vulnerability taxonomy and proposed STE architecture — directly actionable for software teams deploying multi-agent AI systems."
