item_key,decision,confidence,rationale
ZS3KBZTP,maybe,medium,"Formal recursive meta-governance framework explicitly addresses scalable oversight for co-evolving AI systems, but superintelligence framing and category theory formalism likely prevent direct transfer to software engineering practice"
KQG79E2T,discard,medium,"RAG-based hallucination reduction framework for financial vendor risk assessment using CFPB and SEC data; domain-specific application without demonstrated transfer to code review contexts"
NNTTGYIA,discard,medium,"Theoretical 'regulation by software' legal framework (2013) arguing automated code shields consequences from human review; foundational framing but predates AI code generation and fails operationalizability test for current software engineering practice"
3LWWGBAG,discard,high,"Survey of agentic AI opportunities and challenges in financial applications (fraud detection, portfolio management); no software development governance or oversight angle"
KR8RVD9G,keep,medium,"Four-Dimensional Policy Provenance Record for delegated AI agent governance in regulated enterprise systems provides an operationalizable audit-trail framework applicable to software organizations deploying AI coding agents"
VGPYSTQT,keep,medium,"Blog post directly addresses vibe coding governance, arguing AI code generation speed requires stronger controls and accountability — directly on-topic for the SLR though methodology is thin"
TYTD8HNL,maybe,medium,"Corporate governance framework for AI using principal-agent theory and multidivisional organization design could generalize to software team governance of AI coding agents, but abstract provides only keywords with no methodology"
337A6N7H,discard,medium,"LLMs-as-fiduciaries framework using legal standards; theoretical legal governance mechanism without operationalizable application to software engineering code generation oversight"
XKNDU6F4,discard,high,"Structural governance standard for AGI safety addressing reward hacking through judgment-centric design; AGI safety domain focus with no direct transfer to software engineering code review governance"
BKSNXFDK,maybe,medium,"AI risk scorecard framework for continuous GRC compliance referencing EU AI Act and NIST RMF; potential transfer to software engineering organizations managing AI tools but primary focus is financial RegTech compliance"
SKJGWPTP,keep,high,"Empirical study using static analysis tools on LLM-generated game code finds persistent security vulnerabilities and hallucinatied fixes after iterative human-guided refinement — directly quantifies AI code security risk for organizational governance"
RYD36NIC,discard,high,"AI and law review focused on generative AI copyright for creative content; no software code governance or engineering oversight angle"
M45GXZGI,keep,high,"DRCodePilot achieves 4.7x improvement in GPT-4 code patch correctness by incorporating human design rationale, providing a concrete and quantified HITL workflow for scaling accurate AI-assisted program repair"
4JFZNI7H,discard,high,"Cross-national empirical study of AI regulation effects on responsible investment flows; political economy focus without software development or code governance angle"
JXPFGMQP,discard,high,"EU AI Act presidency compromise text overview for policy makers; general AI regulation analysis without software system compliance or code governance focus"
NYHCYFX5,discard,high,"Turkish AI legislation analysis compared to EU AI Act; general AI regulation with no software development or code governance angle"
E82GHAGR,discard,high,"Fourth Amendment constitutional analysis of AI in law enforcement encounters; HITL in enforcement contexts is non-transferable to software code review governance"
