item_key,decision,confidence,rationale
XEEF92LP,discard,high,"Survey of real and potential harms from AI deployment (surveillance, deepfakes) — descriptive-only risk overview without operationalizable contribution"
SSBIM5EM,discard,high,"Copyright conflicts between generative AI and creative industries — creative content IP analysis with no code-specific angle"
Z955M55A,maybe,medium,"Discusses automation bias, over-reliance, and centaur systems in AI-assisted professional practice — core Tier 2 human oversight concepts are directly relevant to code review, but legal education framing raises transferability questions not resolvable from abstract"
ZY38U4I5,discard,high,"Comparative licensing frameworks for copyright-protected content used in generative AI training — creative content IP domain with no code governance angle"
KTGTNJYS,discard,medium,"Ethical framework for deploying autonomous AI with human oversight, accountability, and lifecycle governance — general principles applicable across healthcare/transportation/finance but no operationalizable software-specific mechanism"
F2B95ZZR,discard,high,"Board-level governance of AI visibility and brand risk in AI-powered search — marketing/information retrieval governance domain with no software engineering code angle"
5K3MJVD6,discard,high,"Tort law (trespass to chattels) for AI web scraping — legal framework for data collection with no software engineering governance angle"
UTB2EWC2,discard,high,"Qualitative case study of public sector AI digital transformation (Estonia's Bürokratt) — organizational change management without code governance angle"
CA9SETG3,discard,high,"Regulatory classification of LLM applications as medical devices under EU MDR and AI Act — healthcare regulatory compliance domain without software engineering angle"
ZV5XJBL2,discard,high,"Human-centered AI for HR talent management and workforce analytics — organizational AI adoption for human resources without code governance angle"
C2BMD74J,discard,high,"Copyright principles and business model disruption from generative AI — creative content IP analysis with no code-specific angle"
5ISRZX6M,keep,high,"Empirical evaluation of GPT4o and Gemini 2.0 Flash on 492 AI-generated code blocks measuring correctness detection and correction rates, with proposed Human-in-the-Loop LLM Code Review process — directly operationalizable for organizations assessing AI code review reliability"
WJFYHJJP,discard,medium,"Structural limits of AI decision-making and argument for XAI under EU AI Act liability framework — governance/explainability analysis without software engineering or code-specific operationalizability"
GVR2ZPE9,discard,high,"AI governance stress test for civic/municipal AI narrative accuracy — domain-specific to public sector history AI without software engineering angle"
GFCB367T,keep,high,"AI-integrated DevSecOps framework with LLM-based secure code review, ML vulnerability prioritization, and quantitative metrics (F1=97.5%, MTTD=4.5 min) evaluated on CI/CD pipelines — directly operationalizable for software engineering organizations"
YRRYETKX,discard,medium,"EU AI Act and trade law analysis of source code disclosure requirements — legal/policy analysis of regulatory tension without software engineering governance operationalizability"
3TL98CSA,maybe,medium,"Investigates risks, characteristics, and limitations of enterprise generative AI systems including HITL and manipulation risks — enterprise LLM risk analysis is potentially transferable to software governance but abstract does not establish code-specific applicability"
GE7AJJ2S,discard,high,"AI integration in trauma care with governance framework for automation bias and human oversight — healthcare domain-specific clinical AI without transferable software engineering contribution"
UCY8EHIM,discard,high,"Comparative copyright exceptions for generative AI training across multiple jurisdictions — creative content IP law analysis with no code governance angle"
D5RXSP2P,keep,high,"Fully automated AI-driven software development framework with Docker containment, configurable permitted/restricted operation guardrails, and 91.5% Pass@1 — directly operationalizable for organizations governing AI agent scope in software development"
