item_key,decision,confidence,rationale
LMDPGZ8H,keep,high,"Systematic empirical assessment quantifies ChatGPT code correctness, complexity, and CWE-class vulnerability rates across five languages with reproducible methodology — directly usable as baseline risk metrics for AI code governance."
UATJUWX5,discard,medium,"Presents a conceptual framework theorizing vibe coding as AI-mediated creative direction, but the paper is definitional and offers no governance mechanism, risk measurement, or operationalizable oversight finding."
5C5D8ISW,keep,medium,"Covers SRE observability patterns (model drift detection, error budgets, incident response) for production LLM deployments that are operationalizable for SE organizations running AI systems at scale, though the abstract is thin on specific methodology."
LZUI6EY7,keep,high,"CodePatchLLM achieves a measurable 19.1% reduction in static analyzer warnings for LLM-generated Java code, providing a directly adoptable feedback-loop mechanism for improving AI code quality in SE workflows."
E7FKV25H,discard,high,"Analyzes AI governance strategies across GDPR, EU AI Act, and related frameworks at a policy level with no software development, code generation, or SE-specific governance mechanism."
QW9M7IHT,discard,high,"SEC algorithmic accountability proposal targets financial advisor conflicts of interest; the principles-based disclosure framework has no software engineering or code governance dimension."
PZNZS7RH,discard,high,"Disclosure requirements analysis covers generative AI content on social media platforms and the creator economy with no code generation or SE governance angle."
L5ZVI8UA,discard,high,"Investigates copyright and authorship issues in AI-generated artistic expression with no code-specific angle and no operationalizable mechanism for SE."
A5CKY8VZ,discard,high,"Human-in-the-loop proposal is domain-specific to AI-assisted child custody determinations in family law — a judicial HITL loop that does not transfer to code review."
C6ST3HVL,discard,medium,"Develops evidentiary infrastructure concepts (auditability, provenance) in a legal and copyright framing; while auditability is broadly relevant to AI governance, there is no connection to software development or code oversight."
6QSXGBDM,keep,high,"Directly operationalizable: DSCode Comparator provides automated quality diagnosis (efficiency, readability) and cross-model comparison for AI-generated data science code, empirically validated with 22 participants and shown to reduce the manual verification burden."
VBR9G2GL,discard,high,"Political philosophy analysis of big tech corporate sovereignty with no software development, code generation, or SE governance mechanism."
N4XRB32F,discard,high,"Legal framework argument for replacing Section 230 to govern generative AI outputs focuses on platform liability with no code-specific dimension or SE governance mechanism."
PZSWQJYL,discard,high,"Mathematical AI alignment theory using topological constraints and Wasserstein distance is a theoretical foundational paper with no connection to software engineering practice or code oversight."
HRUQ2NGR,keep,high,"Directly relevant survey providing a taxonomy of AI coding agent behaviors and system architectures covering planning, tool integration, execution monitoring, and reliability — operationalizable reference for SE teams governing autonomous coding agents."
Y9G3DA92,keep,high,"Empirical comparison of Copilot vs. human pair programming directly measures the quality cost of AI code generation (more lines removed in subsequent review), providing an operationalizable quality signal for SE governance decisions."
MVKNQPM4,maybe,medium,"Proposes Enterprise Sovereignty governance framework addressing the shift to verification-and-oversight roles under agentic AI automation — the governance framing is not SE-specific but the verification and oversight dimensions plausibly transfer to engineering organizations."
QCI2G8H6,discard,medium,"Agentic code-generation pipeline for simulator construction uses human-in-the-loop only for minimal task-spec confirmation; the focus is performance capability for domain simulation rather than oversight governance or risk management."
LS2TDEP3,discard,medium,"Argues AI expands CPA verification roles rather than displacing them — the verification theme is conceptually adjacent but applied exclusively to the accounting profession with no transferable SE governance mechanism."
IZF6MHRB,discard,high,"EU copyright regulatory analysis for AI training data focuses on remuneration, code-of-practice design, and collective licensing with no software development or code governance dimension."
6JHWQ5GW,keep,high,"Directly operationalizable: empirically quantifies LLM value-alignment gaps in SE tasks (requirements elicitation, design, evaluation) and identifies inconsistency between stated and applied behavior, motivating specific human oversight mechanisms for AI-assisted software development."
NWLLD3SK,discard,high,"Ethical analysis of AI-generated art copyright and consent issues with no code angle and no operationalizable mechanism applicable to SE governance."
2XEVHYNY,discard,high,"Focuses on lawyer supervision of AI in legal practice; while human oversight principles are invoked, the domain is legal professional responsibility with no transferable mechanism for software engineering."
G6S5JK26,discard,high,"Case studies on ethical AI governance in organizational leadership address delegated algorithmic decision-making at a philosophical level with no SE-specific governance mechanism or measurement methodology."
MVWFAXDW,keep,high,"PECKER prompt-rectification approach directly operationalizes security risk mitigation at the input stage of AI code generation, achieving 92.5% risky-prompt identification and rewriting in a GitHub Copilot integration evaluation."
ZSB2S59N,keep,high,"Comprehensive enterprise guardrails framework is directly operationalizable across technical (input filtering, output validation, RAG grounding), procedural (policy-as-code in CI/CD), and human-in-the-loop layers, with case studies and explicit NIST AI RMF alignment."
2I8BT6EZ,discard,high,"Addresses child labor in AI data labeling supply chains under international law — labor rights governance with no connection to code generation, software engineering, or code oversight."
USD3D566,discard,high,"Patent eligibility and USPTO AI examination paper uses vibe coding only as a passing reference to rapid legal tool development with no governance mechanism or risk measurement for SE organizations."
34ELRWJH,keep,high,"Directly addresses vibe coding risk governance: argues vibe coding creates a new risk category where technical capacity outpaces legal infrastructure and proposes embedded compliance solutions operationalizable for SE organizations."
T3ZDKLBA,discard,medium,"GenAI governance framework targets ERP data analytics workflows (multi-persona data insight, retrieval-augmented reporting) rather than code generation, software development, or engineering team AI oversight."
Y96I478L,discard,high,"Copyright textbook supplement covering AI training data fair use and infringement doctrine with no code generation, software engineering, or SE governance dimension."
NKII6YDD,keep,medium,"Constrained resource optimization framework for human-AI delegation decisions is transferable to code review triage (when to scale AI autonomy vs. require human review), though the abstract is mathematical and does not explicitly address SE contexts."
