item_key,decision,confidence,rationale
TQK8RU78,discard,high,"Domain-specific analysis of autonomous AI integration into GIS spatial analysis workflows — accountability and reproducibility concerns are geospatial-specific with no transferable mechanism to software code governance"
PII6C2U7,discard,high,"Frontier AI threat assessment for UK financial services sector — domain-specific banking cyber risk analysis without transferable code governance or software engineering oversight mechanism"
C6QFVW2U,discard,high,"Action research on subnational government AI governance for digital inclusion in Basque Country — public administration domain with no software engineering governance or code oversight angle"
YRBG342S,keep,high,"Position paper arguing for human oversight in AI-automated software testing addressing the test oracle problem and training data bias, with EU AI Act alignment — directly operationalizable for engineering teams governing AI-assisted testing"
TLIS94WL,discard,high,"Domain-specific analysis of AI chatbots in banking compliance and customer service — no software engineering governance or code oversight angle"
MUE7VVY4,discard,high,"Legal analysis of copyright remedies in generative AI litigation — focused on creative content copyright with no code or software engineering governance angle"
T7PG397T,discard,high,"Descriptive survey of agentic AI research area without governance mechanism — agentic AI as infrastructure paper with no oversight, control, or software code governance contribution"
HKQX9RLH,keep,medium,"Legal analysis identifying gaps and loopholes in EU AI Act and AI Liability Directives — operationalizable for software organizations needing to understand actual compliance boundaries and residual liability exposure"
DLQVQZ5K,keep,medium,"Systematic literature review synthesizing novel AI governance pathways across responsibility, transparency, and accountability — provides curated operational frameworks directly usable by software engineering organizations"
C4DWC33F,keep,high,"Empirical PLS-SEM model of developer trust factors for GenAI coding tools at GitHub and Microsoft (N=238) — directly operationalizable for software teams designing AI governance around developer adoption and trust calibration"
SQGWEB56,discard,low,"Empty abstract prevents substantive assessment — sustainability-framing in title suggests domain-specific application outside software engineering governance"
MSYK8I4P,discard,high,"Speculative exploration of agentic AI and quantum computing convergence — no operationalizable governance mechanism or software engineering angle"
RLCF33SM,keep,high,"Machine-readable AI deployment authorization standard with quantified dimensions (Risk, Alignment, Control, Auditability) from safety engineering and alignment theory — directly applicable to software organizations governing high-risk AI code generation deployments"
