item_key,decision,confidence,rationale
RAD67P8T,discard,medium,"Literature synthesis of AI code accuracy studies recommends HITL but contributes no new measurement methodology — descriptive aggregation that fits the discard pattern for establishing risk without an operationalizable contribution."
466NYT4F,discard,high,"AI-mediated pre-cognitive manipulation theory is psychological and legal theory with no connection to software engineering or code governance."
AYW97DU6,discard,medium,"Enumerates cybersecurity challenges of GenAI for organizational leaders with recommendations but provides no quantified measurement methodology or reproducible detection signals."
U9GEF9QZ,discard,high,"Historical and philosophical framing of AI risk in deep time perspective provides no operational mechanism for software engineering organizations."
VRRAIN5C,keep,high,"Quantifies privacy leak rate (~8%) from code generation LLMs with a reproducible semi-automated pipeline and membership inference methodology — directly actionable for governing deployment of AI coding tools."
W5ABZG7E,discard,high,"AI governance evidence requirements framework for educational AI under EU AI Act is education domain with no software engineering application."
BSQJCJIA,discard,high,"Socio-technical analysis of GenAI integration in NSW public sector governance is public administration domain without connection to software engineering organizations."
Y5FBG8U3,maybe,medium,"FinTech AI overreliance case study surfaces human oversight and rigorous testing as governance lessons, but abstract does not establish whether the paper offers a replicable framework or solely a narrative post-mortem."
AB2LRFJM,discard,low,"Abstract is essentially empty — no findings, methodology, or domain are discernible, making operationalizability impossible to assess."
KPBVXIQC,discard,high,"Evidentiary AI governance framework applied to monetary sovereignty, FDA, and WHO critical infrastructure has no software engineering or code generation relevance."
73FZBWIR,maybe,medium,"Private voluntary standards-based AI governance model is plausibly applicable to SE organizations adopting AI coding tools, but the abstract does not establish whether the framework is operationalizable at the engineering organization level."
LI8B7LK7,discard,medium,"Automated Rust unit test generation framework quantifies compilation and coverage improvements — tool capability paper without governance, oversight, or organizational risk angle."
VFPHJ5IU,discard,medium,"Governance-first architecture for autonomous data analytics systems addresses HITL latency in data stewardship but is data governance domain rather than software code generation oversight."
HJGKKX9S,keep,high,"Production HITL software development agents at Atlassian with empirical evaluation of code quality and explicit identification of scaling challenges (compute cost, evaluation variability) are directly operationalizable for teams deploying AI coding agents at scale."
YXBWZUJJ,discard,high,"Speculative human-AI collaboration concept via personalized digital entities has no connection to software engineering or governance of AI-generated code."
HBJRTC9J,discard,high,"Copyright and data protection analysis for AI training data ingestion has no connection to governance of AI-generated code outputs in software engineering."
QP33EZ4S,discard,medium,"Mandatory AI auditing policy (Luevano Standard) addresses RLHF-driven discrimination in hiring/lending/healthcare — civil rights governance framework without connection to software code generation oversight."
NA253D6M,discard,medium,"Vibe AIGC presents agentic orchestration for creative content generation inspired by vibe coding but includes no governance, oversight, or risk measurement mechanism despite the vibe coding terminology."
NNZGRC4G,keep,low,"Directly examines vibe coding adoption among UX professionals — a central SLR topic — but the empty abstract prevents assessment of methodology, operationalizability, or contribution type."
7EG7TGZG,discard,high,"Portuguese-language copyright and authorship analysis of AI-generated creative works has no software or code angle."
KV8KC9RL,maybe,medium,"LLM mediator agent for SDLC with explicit alignment to levels of SE automation is plausibly relevant to human oversight scaling, but the productivity framing makes it unclear whether the paper operationalizes oversight governance or only developer workflow efficiency."
TDIKD3FY,discard,high,"User-facing ethical study of ChatGPT interactions via rights-based theory addresses end-user ethics, not software engineering governance or code oversight."
II9LMMZN,discard,low,"Abstract is truncated and the developmental psychology AI alignment framework as described has no discernible operational connection to software engineering or code generation governance."
VYKP32I7,keep,high,"LLMLOOP's five iterative automated refinement loops for LLM-generated code (compilation, static analysis, test failures, mutation analysis) are empirically validated on HumanEval-X — directly operationalizable quality governance mechanism for AI code generation pipelines."
F329YFS6,discard,high,"Capability inflation framework for AI integration in education addresses human capital preservation — education domain with no software engineering connection."
5KDPCCXI,discard,medium,"Multi-pillar AI governance model analyzing social justice and future-proof regulation lacks any explicit connection to software development, code generation, or engineering organizations."
92WHF5PM,keep,medium,"Analyzes recursive security failures when AI pentests AI systems with explicit treatment of HITL speed asymmetry and governance limitations — operationalizable risk signal for DevSecOps teams deploying AI-based security tooling."
8LHRRIFH,discard,medium,"Identity-based alignment framework for distributed multi-agent systems proposes virtue-ethics-based digital DNA without empirical validation or operational mechanism applicable to SE organizations."
