item_key,title,abstract,authors,year,item_type,sources,source_queue
P6QS5HMN,Large language models (LLMs) for legal advice: a scoping review,"As LLM platforms such as ChatGPT, Gemini and LAMDA become accessible to the public, everyday citizens may come to rely on these platforms for legal advice / The synthesis identifies a number of risks and benefits, including the risk of misleading information (hallucinations), and the benefits of reducing legal",Joshua Krook; Eike Schneiders; Tina Seabrooke; Natalie Leesakul; Jeremie Clos,2024,journalArticle,ssrn,maybe_queue
7QRAZHAC,EmbedGenius: towards automated software development for generic embedded IoT systems,"Embedded IoT system development is crucial for enabling seamless connectivity and functionality across a wide range of applications. However, such a complex process requires cross-domain knowledge of hardware and software and hence often necessitates direct developer involvement, making it labor-intensive, time-consuming, and error-prone. To address this challenge, this paper introduces EmbedGenius, the first fully automated software development platform for general-purpose embedded IoT systems. The key idea is to leverage the reasoning ability of Large Language Models (LLMs) and embedded system expertise to automate the hardware-in-the-loop development process. The main methods include a component-aware library resolution method for addressing hardware dependencies, a library knowledge generation method that injects utility domain knowledge into LLMs, and an auto-programming method that ensures successful deployment. We evaluate EmbedGenius's performance across 71 modules and four mainstream embedded development platforms with over 350 IoT tasks. Experimental results show that EmbedGenius can generate codes with an accuracy of 95.7% and complete tasks with a success rate of 86.5%, surpassing human-in-the-loop baselines by 15.6%--37.7% and 25.5%--53.4%, respectively. We also show EmbedGenius's potential through case studies in environmental monitoring and remote control systems development.",Yang; Li; Han; Li; Xu,2024,preprint,arxiv,maybe_queue
KME92EB9,"Deep learning models for time series forecasting: toward accurate, interpretable, and responsible AI in socio-technical systems","This paper proposes a framework for responsible adoption, emphasizing hybrid modeling, explainable AI, and contextsensitive deployment.",Irfan Samsyudin,2025,journalArticle,ssrn,maybe_queue
GFEEATIZ,"Can large language models provide useful feedback on research papers? A large-scale empirical analysis. NEJM AI, 1 (8)",,Liang; Zhang; Cao; Wang; Ding,2024,journalArticle,cao,maybe_queue
XWRDVMR6,Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms including an analysis of vibe coding for agentic AI development,"It analyzes their architectural differences across instruction design, retrieval-augmented generation, tool integration, enterprise governance, security / Overall, this paper provides technical guidance for practitioners, enterprise architects, and policymakers considering the design, deployment, / Custom GPTs, Gemini Gems, Agentic AI, Vibe Coding, Retrieval-Augmented Generation (RAG), AI assistant platforms, Multimodal AI, Enterprise AI governance",Freeman Jackson,2025,journalArticle,ssrn,keep_queue
AYMMTDV3,Automated law enforcement - perfect vision or dystopia?,"makes clear that legislation and fundamental rights set limits: for example, data protection shields against certain forms of surveillance, profiling and automation / Whereas, procedural rights (like human oversight and human review) and material rights (like freedom of expression or information) strengthen the position",Antje von Ungern-Sternberg,2024,journalArticle,ssrn,maybe_queue
5ZWK99FU,"The soul of the AI: governance, ethics, and the future of human–AI integration","While AI is expanding access, personalization, and predictive capabilities across healthcare, education, and governance, it often neglects the emotional / Drawing from global policy documents (UNESCO, OECD, EU AI Act), spiritual traditions (Vedanta, Ubuntu, Taoism), and real-world case studies (e.g., the / AI Ethics, Human-AI Integration, Governance, Bhagavad Gita, Ubuntu Philosophy, Vedic Values, Digital Transformation, Educational Policy, Trust in AI, Spiritual",Prashant Mahajan,2025,journalArticle,ssrn,maybe_queue
E8RZKWWI,"Next data paradigm: using AI to manage all human data foundations, architecture, and challenges in using a universal AI data manager","This paper suggests how Agentic AI systems can revolutionize the ways organizations and people store, organize, and retrieve data. / Data management, artificial intelligence, Agentic AI, Generative AI, AI ethics, large language models, large reasoning models, large action models, data / modeling, data acquisition, data governance, data infrastructuring, data analytics, inclusive data management, green data management 1.",Roman Lukyanenko,2025,journalArticle,ssrn,maybe_queue
742V82BK,Enhancing zero trust cybersecurity with AI,"control management and overall security operations. / This article investigates how Copilot might help security experts with access control, automate security processes, and provide real-time insight. / Zero Trust Architecture, AI, Microsoft Copilot, Automation, AI Driven, Access Control, Automate Security, threats, orchestration",Milankumar Rana,2025,journalArticle,ssrn,maybe_queue
6EVHXTCC,Do generative AI “persona” jurors hold AI-assisted auditors more responsible? Evidence from a juror-based experiment on audit failure,"This study examines how generative AI “persona” jurors assess auditor responsibility in AI-assisted audit failures, relative to human jurors. / Against the backdrop of rapidly diffusing generative AI and limited evidence on its behavior in subjective, ethically charged tasks, I use a juror setting / Generative AI, Persona, Subjective Judgment, Juror, Experiment, AI-Assisted Audit, Audit failure",Satoshi Taguchi,2025,journalArticle,ssrn,maybe_queue
CWUPRIIQ,Automated code review In practice,"Code review is a widespread practice to improve software quality and transfer knowledge. It is often seen as time-consuming due to the need for manual effort and potential delays. Several AI-assisted tools, such as Qodo, GitHub Copilot, and Coderabbit, provide automated reviews using large language models (LLMs). The effects of such tools in the industry are yet to be examined. This study examines the impact of LLM-based automated code review tools in an industrial setting. The study was conducted within a software development environment that adopted an AI-assisted review tool (based on open-source Qodo PR Agent). Around 238 practitioners across ten projects had access to the tool. We focused on three projects with 4,335 pull requests, 1,568 of which underwent automated reviews. Data collection comprised three sources: (1) a quantitative analysis of pull request data, including comment labels indicating whether developers acted on the automated comments, (2) surveys sent to developers regarding their experience with reviews on individual pull requests, and (3) a broader survey of 22 practitioners capturing their general opinions on automated reviews. 73.8% of automated comments were resolved. However, the average pull request closure duration increased from five hours 52 minutes to eight hours 20 minutes, with varying trends across projects. Most practitioners reported a minor improvement in code quality due to automated reviews. The LLM-based tool proved useful in software development, enhancing bug detection, increasing awareness of code quality, and promoting best practices. However, it also led to longer pull request closure times and introduced drawbacks like faulty reviews, unnecessary corrections, and irrelevant comments.",Cihan; Haratian; İçöz; Gül; Devran,2024,preprint,arxiv,keep_queue
DIYY4PC6,"The human capital equation: artificial intelligence, the future of work, and the reinvention of human resources","First, AI is not transforming HR incrementally — the arrival of agentic AI systems in 2025-2026 marks a genuine discontinuity in the profession, comparable / Fourth, the Responsible AI governance imperative — which this author has previously articulated in the contexts of cognitive warfare and electoral integrity / AI in HR, Talent Acquisition, Job Displacement, Agentic AI, Reskilling, Workforce Transformation, Human Resources, HR, Jobs, Skilling, Performance Appraisal",Aman Bandvi,2026,journalArticle,ssrn,maybe_queue
695YSSVC,Right to a human in the loop: political constructions of computer automation & personhood from data banks to algorithms,"which they emerged, the article uncovers and examines two different legal constructions of automated data processing, one that has furnished a right to a human / in the loop that is intended to protect the dignity of the data subject and the other that promotes and fosters the fully automated to establish and celebrate / technology policy, privacy, algorithms, comparative history, data protection, information technology, computing, automation",Meg Leta Jones,2016,journalArticle,ssrn,maybe_queue
3JUX3JPI,The compliance catalyst: how synthetic data shapes high-risk AI governance in the EU,"Artificial intelligence (AI) hinges on vast, diverse datasets, yet stringent regulations such as the EU AI Act pose significant hurdles for high-risk / Ultimately, the thesis posits that synthetic data could redefine AI governance in the EU, striking a balance between technological progress and rights / Legal Informatics, AI Law, IT Law, AI Governance, Synthetic Data, AI Act, EU, Technology Law",Jasper Michieka,2025,journalArticle,ssrn,keep_queue
HVRYIRUX,Vibe coding in practice: building a driving simulator without expert programming skills,"The emergence of large language models has introduced new opportunities in software development, particularly through a revolutionary paradigm known as vibe coding or “coding by vibes”, in which developers express their software ideas in natural language and where the LLM generates the code. This paper investigates the potential of vibe coding to support novice programmers. The first author, without coding experience, attempted to create a 3D driving simulator using the Cursor platform and Three.js. The iterative prompting process improved the simulation’s functionality and visual quality. The results indicated that LLM can reduce barriers to creative development and expand access to computational tools. However, challenges remain: prompts often required refinements, output code can be logically flawed, and debugging demanded a foundational understanding of programming concepts. These findings highlight that while vibe coding increases accessibility, it does not completely eliminate the need for technical reasoning and understanding prompt engineering.",Fortes-Ferreira; Alam; Bazilinskyy,2025,conferencePaper,acm|wos,keep_queue
FYU7H5WR,Beyond productivity: evaluating the hidden costs of generative AI in software development,"AI-assisted programming tools are increasingly adopted to enhance developer productivity by automating routine tasks and accelerating software development / Drawing on interviews with software engineers and insights from the literature, we build a dynamic simulation model to examine the long-term impacts of AI-assisted / Human-AI Interaction, AI-Assisted Coding, Software Development, Technical Debt, System Atrophy, Dynamics, Software Supply Chains",Edward Anderson; Geoffrey Parker; Burcu Tan,2025,journalArticle,ssrn,keep_queue
ELXQKSM3,Enhancing digital twin's accuracy through bidirectional communication and human-in-the-loop interaction,"Numerous systems are being implemented to increase automation in monitoring, inspection, and assessment processes, enabling more accurate, repeatable,",Ali Mohammadkhorasani; Ji Won Chong; Kaveh Malek; Mahsa Sanei; Fernando Moreu,2025,journalArticle,ssrn,maybe_queue
KV98BNHC,Trust infrastructure for the AI economy: reducing financial risk and fraud in regulated sectors through semantic governance,"Artificial intelligence assistants are rapidly being deployed in regulated sectors such as healthcare systems, enterprise environments, and global finance / A single AI error in clinical decision support can trigger malpractice claims; in insurance processing, it can amplify fraud; in enterprise knowledge systems / Algorithmic Trading Security, Market Manipulation Prevention, Financial Fraud Mitigation, Healthcare AI, Enterprise AI Assistants, Prompt Injection, LLM / Security, AI Governance, Semantic Instruction Layer, Trustworthy AI, Economic Risk Management, Compliance Automation, Clinical Decision Support, AI Watermarks",Ashutosh Bhatnagar; Ganesh Pokhariyal,2026,journalArticle,ssrn,keep_queue
SGJU94AS,Academic vibe coding: opportunities for accelerating research in an era of resource constraint,"Academic laboratories face mounting resource constraints: budgets are tightening, grant overheads are potentially being capped, and the market rate for data-science talent significantly outstrips university compensation. Vibe coding, which is structured, prompt-driven code generation with large language models (LLMs) embedded in reproducible workflows, offers one pragmatic response. It aims to compress the idea-to-analysis timeline, reduce staffing pressure on specialized data roles, and maintain rigorous, version-controlled outputs. This article defines the vibe coding concept, situates it against the current academic resourcing crisis, details a beginner-friendly toolchain for its implementation, and analyzes inherent limitations that necessitate governance and mindful application.",Crowson; Celi,2025,preprint,arxiv,keep_queue
WL73FPVB,Why excellence matters: building better AI through better ethics - how humans and AI can thrive together (2ed-working paper),"SAFETY-CONSTRAINT-ALIGNED AI]

This Second Edition of the ""Why Excellence Matters"" treatise presents Excellence Ethics, a novel framework for AI / alignment that derives safety architectures from virtue derived from axiomatic necessity rather than behavioral constraints.",Claude (Anthropic); Nick Dranias,2025,journalArticle,ssrn,maybe_queue
WBFBCN9G,"Large language models in programming: a meta-analysis of tools, users, and human-computer interaction themes","The integration of Large Language Models (LLMs) such as OpenAI’s Codex and ChatGPT into programming environments has significantly transformed software development practices, influencing productivity, education, and user experience. This meta-analysis integrates findings from empirical studies and product-level evaluations of widely adopted commercial tools (e.g., GitHub Copilot, Amazon CodeWhisperer, Tabnine, Sourcegraph Cody) alongside innovative academic prototypes. We explore how different user groups, including novice programmers, expert developers, researchers, and computer science educators, engage with and experience these LLM-based programming tools. The synthesis highlights key human-computer interaction (HCI) themes including trust calibration, cognitive load management, interface modalities (inline versus chat interactions), and balancing automation with user control. While findings indicate substantial productivity benefits, improved workflow integration, and enhanced learning support, persistent challenges related to code correctness, user over-reliance, and ethical concerns remain significant. This integrated analysis offers comprehensive design recommendations and outlines implications for future development, research practices, and education. © 2025. Published by AHFE Open Access. All rights reserved.",Olivares; Bennington; Skillestad,2025,journalArticle,,keep_queue
DD55YWWF,Legal issues concerning generative AI technologies,"Then, we analyse GenAI’s output, liability for its contents and for its use, altogether with examples of related contractual clauses. / generative artificial intelligence, training data, civil liability, advertising",Carmen Tamara Ungureanu; Aura Elena Amironesei,2024,journalArticle,ssrn,keep_queue
LLMIKPLX,"Braking-device inversion in frontier AI governance: evidence from document revision sequences, 2023–2026",These three equilibrium forms are unified by the mechanism of braking-device inversion: the same competitive pressure that motivates institutional adoption,Masateru Morimoto,2026,journalArticle,ssrn,maybe_queue
M9RPA7DW,The new interoperability crisis: from data silos to cognitive silos in health AI,"We align these proposals with existing governance scaffolds (NIST AI RMF 1.0; emerging regulatory transparency requirements) to reduce adoption friction / While we reference US-specific frameworks (ONC HTI-1, NIST AI RMF), the underlying patterns are jurisdiction-agnostic and adaptable to EU and other national",Aayush Sisodia,2026,journalArticle,ssrn,maybe_queue
7JPGKZ8J,The ethics of generative AI in tax practice,"We examine the challenges concerning the quality and accuracy of output, the potential for biased answers, the lack of verifiability, liability considerations / professional solutions being pursued to address these challenges, along with practical recommendations to help tax professionals effectively mitigate risk / ChatGPT, OpenAI, generative AI, artificial intelligence",Benjamin Alarie; Rory McCreight,2023,journalArticle,ssrn,maybe_queue
S8TWHKKL,A rusty link in the AI supply chain: detecting evil configurations in model repositories,"Recent advancements in large language models (LLMs) have spurred the development of diverse AI applications-from code generation and video editing to text generation. However, AI supply chains such as Hugging Face, which host pretrained models and their associated configuration files contributed by the public, face significant security challenges. In particular, configuration files—originally intended to set up models by specifying parameters and initial settings—can be exploited to execute unauthorized code, yet research has largely overlooked their security compared to that of the models themselves. In this work, we present the first comprehensive study of malicious configurations on Hugging Face, identifying three attack scenarios (file, website, and repository operations) that expose inherent risks. To address these threats, we introduce Configscan, an LLM-based tool that analyzes configuration files in the context of their associated runtime code and critical libraries, effectively detecting suspicious elements with low false positive rates and high accuracy. Our extensive evaluation uncovers thousands of suspicious repositories and configuration files, underscoring the urgent need for enhanced security validation in AI model hosting platforms.",Z. Ding; Q. Fu; J. Ding; G. Deng; Y. Liu,2025,conferencePaper,ieee,keep_queue
VMIN7FX9,Law-following AI: designing AI agents to obey human laws,"artificial intelligence, ai agents, ai alignment, law-following ai",Cullen O'Keefe; Ketan Ramakrishnan; Janna Tay; Christoph Winter,2025,journalArticle,ssrn,keep_queue
