item_key,bin,centrality,reason_code,rationale,title
HCQSZWZR,context,40,,"Proposes an AI-driven automation framework for security operations that includes an active monitoring stage for continuous human oversight, providing a transferable model.",Toward robust security orchestration and automated response in security operations centers with a hyper-automation approach using agentic artificial intelligence
5Q4G4CQB,core,75,,"Empirically explores the integration of LLMs in CI/CD pipelines, explicitly identifying the risks of automated deployment and the necessity for human supervision.",AI-driven continuous integration: automating code review and deployment with LLMs
YJLK5FPA,context,35,,"Discusses the constitutional case for AI governance infrastructure and automation bias, providing broad policy context transferable to code governance.",Ethics for oversight and protection the constitutional case for AI governance infrastructure
EVIRWHTD,core,85,,"Formalizes the vibe coding paradigm and proposes an architecture with an interactive feedback loop, directly examining the challenges of human-AI collaboration and maintainability.",Vibe coding: toward an AI-native paradigm for semantic and intent-driven programming
YXKHSW6S,context,45,,"Analyzes the legal and regulatory requirement for meaningful human control over algorithms, offering a transferable framework for human oversight.",Meaningful human control to detect algorithmic errors
KGAV77U3,discard,25,out-of-scope,Evaluates the self-diagnostic capabilities of LLMs in vibe coding scenarios but lacks an operationalizable angle on human oversight or organizational governance.,VIBEPASS: can vibe coders really pass the vibe check?
QNHBEIHD,discard,15,out-of-scope,Conducts a security vulnerability evaluation of AI-generated PHP code without proposing any scalable oversight mechanism or governance framework.,LLMs in web development: evaluating LLM-generated PHP code unveiling vulnerabilities and limitations
TJH7QFAX,core,85,,Provides an operationalizable framework using CodeHealth metrics to determine AI intervention risks and trigger appropriate levels of human oversight.,"Code for machines, not just humans: quantifying AI-friendliness with code health metrics"
GPPK8TWP,context,40,,"Explores meaningful human control and accountability gaps in AI-mediated management, which informs the broader governance of autonomous systems.","Agency without liability: rule-evading optimization, the deterrence gap, and the synthetic outlaw in AI-mediated management"
QTJPLBYR,discard,15,out-of-scope,A controlled experiment evaluating the security of LLM-generated code without addressing scalable human oversight or organizational governance.,Evaluating security and inclusivity in LLM-generated code: a controlled experiment
5BAZZWHG,core,90,,Directly investigates developer over-reliance on agentic coding assistants and identifies design mechanisms to force cognitive engagement and sustain human oversight.,"""I'm not reading all of that"": understanding software engineers' level of cognitive engagement with agentic coding assistants"
5H6KQCJM,context,65,,"Investigates the long-term evolution and organizational maintainability of AI-generated code, providing empirical context on the aftermath of high code volume.",Will it survive? Deciphering the fate of AI-generated code in open source
79JAXRME,context,45,,Offers a conceptual framework for agentic AI platform governance and epistemic degradation that could transfer to organizational policies for AI code generation.,Self-suppressing correction in agentic AI platforms: a conceptual framework for coupled epistemic degradation
VFE9BX2T,core,80,,Directly addresses human-in-the-loop feedback mechanisms for evaluating and correcting AI-generated infrastructure-as-code within a DevOps pipeline.,"Deployability-centric infrastructure-as-code generation: fail, learn, refine, and succeed through LLM-empowered DevOps simulation"
LJA5AH6N,discard,10,out-of-scope,Focuses on benchmarking LLM generation capabilities for test skeletons without addressing the governance or human oversight of the generated code.,Comparative evaluation of large language models for test-skeleton generation
AYGMC9Y4,context,50,,"Explores human-AI hybrid development and the need for developer intervention in AI-generated applications, providing relevant context for code oversight.","Analyzing the impact of prompt engineering on efficiency, code quality, and security in CRUD application development"
TUYBSBZ2,discard,20,out-of-scope,Focuses on using LLMs to assist human code review intent classification rather than how humans oversee AI-generated code.,On the performance of large language models for code change intent classification
TUE9R2PH,core,85,,Proposes a concrete governance specification and risk-gated lifecycle involving human review for agentic AI actions and write operations.,OpenPort protocol: a security governance specification for AI agent tool access
NKII6YDD,context,60,,"Provides a methodological framework for allocating limited human cognitive resources to oversee AI systems, which is highly transferable to code oversight scalability.",When to delegate to artificial intelligence: a constrained resource optimization framework
FEJLI262,context,40,,"Discusses automated output verification and regulatory compliance for LLMs, offering general AI governance context that plausibly transfers to code generation.",A decontextualized LLM-based safeguard technique for automated jailbreak mitigation
VCI88UZD,core,95,,"Directly addresses governance, scalability, and blended human-automated oversight mechanisms for verifying and certifying AI-assembled software components.",Human-certified module repositories for the AI age
YRBG342S,discard,25,wrong-type,A position paper outlining future research on human-AI cooperation in testing without a concrete evidence base or operationalizable framework.,"Synergizing human-AI cooperation in automated software testing: a balance for enhanced efficiency, reliability, and trust"
Y5LGJ7L7,context,55,,"Examines human-in-the-loop dynamics and automation bias in algorithmic decision-making, offering methodologically strong, transferable insights on human oversight limitations.",Human discernment of algorithmic errors: a case study in child welfare
DY2Y5QE3,context,50,,"Analyzes the liability and intellectual property risks of agentic AI, providing relevant legal and governance context for organizational policies.","Rogue AI agents won't be testifying-you will: agentic AI, IP and liability risks, and a path forward"
EB9D98W5,core,75,,Explores scalable evaluation frameworks combining LLM-in-the-loop with human-in-the-loop oversight for safety-critical industrial code generation.,Benchmarking and validation of prompting techniques for AI-assisted industrial PLC programming
MPU6HLPS,discard,15,out-of-scope,Focuses on an engineering copilot for information retrieval and question-answering rather than the governance or oversight of AI-generated code.,ENCO: deploying production-scale engineering copilots
Q6SVKUCU,context,45,,"Explores legal liability for generative AI failures, offering broader context on organizational risk and accountability.",Nondeterministic torts: a technical approach to AI liability
5I2W8IC6,core,80,,"Investigates developer trust and over-reliance on LLMs in software engineering, a core aspect of human oversight effectiveness and associated risks.",Mapping the trust terrain: LLMs in software engineering - insights and perspectives
4YKMK4ZI,context,55,,"Presents a formal analysis of AI governance and compliance verification, contributing theoretical grounding for oversight limitations and regulatory audits.",On the impossibility of observability-based authorization: a formal impossibility result for ex-ante AI governance
TFZ594LZ,context,65,,"Critiques the application of major AI governance frameworks and explores human-AI delegation, providing essential policy and risk management context.","Intention, integration, and the implementation gap: why AI governance frameworks are misread as risk checklists"
BP8HVTMW,core,85,,"Introduces an empirical method for identifying and attributing AI-generated code, enabling scalable repository governance and organizational risk measurement.",Fingerprinting AI coding agents on GitHub
TI4RF68X,context,60,,"A systematic review covering the integration of LLMs across the software development life cycle, including discussions on ethical risks and mitigation strategies.",Towards the integration of large language models into the software development life cycle: a systematic literature review
XKEY3YYF,discard,25,out-of-scope,Introduces a framework for evaluating interactive human-LM tasks but lacks focus on code generation governance or oversight workflows.,Evaluating human-language model interaction
I7X7LTNR,discard,25,out-of-scope,"Investigates multi-LLM self-negotiation for software tasks without addressing human oversight, governance, or organizational scalability.",A preliminary study on large language models self-negotiation in software engineering
TTEUEB9V,context,35,,"The abstract is missing, but the title suggests a major AI governance and risk management framework relevant to the broad context of AI oversight.",NIST AI 600-1: Generative Artificial Intelligence Profile
CWUPRIIQ,discard,28,out-of-scope,Evaluates the industry use of AI for automating code reviews rather than organizational practices for scaling human oversight of AI-generated code.,Automated code review In practice
24ZVGAAA,context,40,,"Explores organizational AI risk management using a Three Lines of Defense model, which is broadly transferable to AI code oversight frameworks.",Embedding ethical AI risks in public sector risk management practice an explorative analysis using the three lines of defense risk management model
6EKVYBCD,discard,20,out-of-scope,"Focuses on integrating conversational agents and chatbots in service firms, lacking direct transferability to software engineering pipelines.",Generative AI in responsible conversational agent integration: guidelines for service managers
ZVDJ5J88,context,45,,Proposes an organizational framework for responsible AI adoption that is broadly applicable but not specifically focused on the mechanics of overseeing AI-generated code.,Towards a responsible AI adoption/adaptation (RAA) ecosystem: vision and model to keep socio-technological balance
JZ64WDLQ,context,55,,Provides a methodologically strong organizational model for human-agent teams and governance that transfers well to human-AI coding teams.,The fluid triad: a decision-first organizational model for human-agent teams
Q8F6WBGU,discard,10,wrong-type,A descriptive opinion statement lacking an empirical evidence base or operationalizable framework.,AI audit washing and accountability
WXBMMVX9,context,60,,"Discusses autonomous AI governance, human-in-the-loop oversight, and AI trust calibration, which offers strong transferability to code-generation oversight despite the finance domain.",Agentic AI governance in private equity: a behavioral framework for autonomous decision systems
52PTUFU8,core,85,,"Directly addresses technical debt, maintainability, and governance challenges introduced by AI-generated code artifacts within software engineering pipelines.",The evolution of technical debt from DevOps to generative AI: a multivocal literature review
ZKKBHG9W,context,40,,"Proposes an artefact-based framework for evaluating AI transparency, offering general AI governance mechanisms that could transfer to code generation oversight.",Evaluating transparency in artificial intelligence systems with the Z-inspection® process for trustworthy assessment
PH6HQ5XG,discard,15,out-of-scope,Focuses on corporate liability and algorithmic misconduct from a legal theory perspective without an operationalizable oversight mechanism for software engineering.,Algorithms acting badly: a solution from corporate law
MFSG8J76,context,35,,"An established AI management system standard that likely provides transferable organizational governance frameworks, though the abstract is missing.",ISO/IEC 42001:2023 — Artificial Intelligence Management System
LBACUG6X,context,40,,"Uses the principal-agent framework to discuss liability in agentic systems, offering theoretical transferability to developers delegating coding tasks to AI agents.",Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective
BC33U2MU,context,50,,"Examines AI audit trails and accountability architecture, providing transferable mechanisms for tracking and overseeing enterprise AI systems.",AI audit trails and the architecture of accountability
5257HHP3,discard,25,out-of-scope,"Focuses on general trust, safety, and content risk assessment without a clear transferable link to overseeing high-volume AI code generation.","Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together"
4CR8GVNV,context,65,,"Proposes a framework for human-in-the-loop calibration of persistent AI agents to prevent cognitive drift, highly transferable to overseeing continuous AI code generation.",Recalibrate: metacognitive monitoring for persistent AI agents
2Z4PZABF,core,90,,Directly critiques and analyzes regulatory frameworks and development lifecycle controls for governing AI-driven code transformation.,Regulatory gap: why model risk management is structurally ill-suited to govern AI-driven code transformation
NKY6T5G9,context,45,,"Highlights enterprise AI governance and liability related to input quality, transferring to the broader context of managing risk in AI software pipelines.",Negligent poisoned environments: how cumulative input negligence undermines enterprise AI
BISE8375,core,85,,Provides an empirical case study of scaling agentic AI in software testing pipelines with a specific focus on the necessity of human review and governance.,Human-AI collaboration for scaling agile regression testing: an agentic-AI teammate from manual to automated testing
MVWFAXDW,core,75,,Proposes an operationalizable approach to mitigating security risks in AI-generated code by rectifying prompts in the software development process.,Securing AI code generation - a prompt rectification approach for mitigating cyber risks
L28YKLVD,context,50,,"Addresses artifact authenticity and audit decoupling in AI governance, offering concepts that transfer to maintaining the integrity of AI-generated code pipelines.",Artifact authenticity governance
QMKQC7SC,core,80,,"Directly investigates the reliability of delegating long workflows like vibe coding to LLMs, exposing the risk of silent corruption without effective oversight.",LLMs corrupt your documents when you delegate
VEEEW3K9,core,75,,Presents a framework for integrating generative AI into the software development lifecycle with an emphasis on automated security scanning and continuous assessment.,Generative AI-assisted framework for secure and autonomous software development lifecycle optimization
CAXNTRJF,core,80,,Describes an automated governance and machine learning-based code analysis tool designed to ensure compliance and security in the software development lifecycle.,Machine learning solutions to automated governance and code analysis to compliance
C2K75UGE,context,60,,"Methodologically strong study on automation reliance, complacency, and skill erosion, which translates directly to developer over-reliance in AI coding oversight.",The vicious circles of skill erosion: a case study of cognitive automation
8PPIW9Q5,core,75,,Reviews prompt engineering in software engineering and proposes a framework integrating human-in-the-loop design for AI code generation.,Unlocking the potential of the prompt engineering paradigm in software engineering: a systematic literature review
TLJPGLK9,context,55,,"Discusses the broad challenges and regulatory frameworks of human oversight in AI systems, providing relevant organizational and policy context for code oversight.",AI CHAOS! 2nd workshop on the challenges for human oversight of AI systems
PQ9JED2I,context,35,,"Abstract is too thin to judge fully, but mentions AI code risks and regulatory mitigation frameworks.","Risks of AI-driven vulnerability identification, exploitation, and code exposure"
C67AT7ZP,discard,28,out-of-scope,"Abstract is too thin to judge fully, but appears focused on general AI compliance and financial risks rather than software-specific oversight.","The hidden cost of AI compliance: why ""build fast, fix later"" can become a financial catastrophe"
GQ5E7RPF,discard,10,out-of-scope,"Focuses on a blockchain-based framework, which is a known out-of-scope false positive class.","Blockchain and AI framework for provenance, semantics, and compliance"
3QUL87JY,context,38,,"Abstract is too thin to judge fully, but addresses governance for agentic AI executing actions in enterprise settings.","Responsible AI In the agentic world governance for AI that acts, not just answers"
NVE5885K,discard,20,wrong-type,Appears to be a descriptive web article or opinion piece lacking a concrete framework or empirical evidence.,"Vibe coding: don't kill the vibe, govern it"
LAKYKVTB,context,45,,"Provides an empirical framework for code generation risks like data leakage, contextually relevant to governance even without a direct oversight focus.",Malicious and unintentional disclosure risks in large language models for code generation
76DYS6RI,core,80,,"Directly provides empirical findings on how software professionals practically manage, oversee, and perceive risks of AI-generated code.",Model-assisted and human-guided: perceptions and practices of software professionals using LLMs for coding
FYU7H5WR,core,75,,"Examines long-term impacts and hidden costs of AI-assisted coding using a simulation model, directly addressing the scaling and quality aspects of oversight.",Beyond productivity: evaluating the hidden costs of generative AI in software development
N3WU6PFG,context,45,,"Measures AI-generated code quality through code smells, providing transferable evidence for the need for oversight without a specific governance framework.",Investigating the smells of LLM generated Code1
FCSXBE4I,context,38,,"Abstract is too thin to judge fully, but proposes a capability maturity and governance framework for AI agent deployment.",Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it'
TCMF6P4P,discard,25,out-of-scope,"Focuses purely on improving LLM code generation capabilities through automated testing, lacking an organizational governance or human oversight angle.",TENET: leveraging tests beyond validation for code generation
PZI2IMW6,context,60,,"Offers a concrete assessment framework for agentic systems deployed in production, providing transferable methodologies for evaluating autonomous coding agents.",Beyond task completion: an assessment framework for evaluating agentic AI systems
UIXCRBQX,core,85,,Provides direct empirical findings on the specific risks of AI-generated pull requests and explicitly identifies areas requiring targeted human review.,"Safer builders, risky maintainers: a comparative study of breaking changes in human vs agentic PRs"
RQI8NXJL,context,40,,"Abstract is too thin to judge fully, but explicitly mentions enterprise governance and audit frameworks for code agent teams like Cursor.","Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit"
R9CDT9KB,core,90,,Directly proposes an operationalizable framework for scalable human-in-the-loop oversight by intelligently routing tasks to human review based on AI confidence.,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows
A8FT9SZP,context,35,,"Abstract is too thin to judge fully, but maps organizational prerequisites for AI agency across governance and infrastructure.",From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness
7GE63LDE,core,75,,Highlights empirical limitations of automated validation for AI-generated code and the specific need for human-in-the-loop oversight to catch nuanced hallucinations.,Repairing infrastructure-as-code using large language models
B56YY529,context,55,,"Focuses on AI accountability and oversight in low-code platforms, providing transferable hybrid governance concepts.",Algorithmic accountability of low-code/No-code artificial intelligence: a literature review
KWD6CKFR,context,38,,"Abstract is too thin to judge fully, but discusses the structural governance shift needed for agentic AI executing actions.",From monitoring to authorization: the structural shift emerging in agentic AI governance
6VDFSHZW,context,30,,"Abstract is too thin to judge fully, but highlights the need for ongoing post-release evaluation and oversight for generative AI systems.",Beyond algorithmic disclosure for AI
VZN9KJ7H,core,85,,Proposes a concrete technical framework designed to ground and scale human review and AI self-correction of AI-generated code security.,Compile-time security analysis and optimization of sensitive string producers
EPHPTBA2,context,38,,"Abstract is too thin to judge fully, but discusses a protocol-mediated execution governance framework for LLM agent systems.",Protocol-mediated execution governance for LLM agent systems
4F5PX7PE,context,65,,"While outside the software domain, it provides methodologically strong and transferable empirical evidence on automation bias and human-in-the-loop oversight.",Decision-making with human-in-the-loop: a field experiment of explained AI in public administration
QLMUYYQ3,context,60,,"Explores using LLMs to generate risk explanations to assist human code reviewers, offering a transferable mechanism for scaling the oversight process itself.",Explaining code risk in OSS: towards LLM-generated fault prediction interpretations
PFC45HM7,context,32,,"Abstract is too thin to judge fully, but discusses auditing frameworks for generative AI models and applications.",A blueprint for auditing generative AI
PMPV54J9,context,35,,"The abstract is thin but suggests a focus on AI agents in organizational structures which could be adjacent, warranting human review.",From tools to teammates: a framework for integrating AI agents into organizational structures
CJ6UBWCX,context,60,,"Proposes concrete governance tests and authorization boundaries for agentic AI, offering highly transferable frameworks for code generation oversight.",The authorization boundary: why MCP and AI gateways are necessary—but not sufficient—for regulated agentic AI
6Z82ABMA,core,80,,Directly provides empirical findings on the linguistic complexity of AI-generated code and the human proficiency required to review and maintain it.,When is generated code difficult to comprehend? Assessing AI agent python code proficiency in the wild
FLDAS7UC,context,65,,"Explores the structural accountability gap and verification architectures caused by Generative AI's near-zero production costs, directly applicable to the code volume problem.",From friction to design: verification architecture for AI-augmented institutions
35GIS9BQ,context,45,,Provides a concrete catalog of design patterns for human-in-the-loop systems that could transfer to AI-code oversight mechanisms.,Design patterns for machine learning-based systems with humans in the loop
