seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
11,LBACUG6X,Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,2025,journalArticle,"Our analysis complements existing risk-based studies on artificial agency and covers the spectrum of important aspects of the principal-agent relationship / transparency and liability attribution. / Artificial Intelligence, Agentic AI, Principal-Agent Problem, Agency, Liability, Vicarious Liability, Product Liability",,,,
12,BC33U2MU,AI audit trails and the architecture of accountability,2026,journalArticle,"The paper further explains why these records matter in several overlapping governance environments: federal cybersecurity and AI governance guidance, the / For organizations deploying high-risk or enterprise-facing AI, the audit trail is no longer merely an operational byproduct.",,,,
13,5257HHP3,"Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together",2025,journalArticle,"While T&S risk assessment often operates at a feature or content level, increasing adoption of AI suggests practitioners may benefit from lessons learned / This chapter explores increasing intersection points between T&S and Responsible AI, describing tools to equip T&S teams and other interested stakeholders / Trust & Safety, Responsible AI, AI Auditing, Auditing",,,,
14,4CR8GVNV,Recalibrate: metacognitive monitoring for persistent AI agents,2026,journalArticle,"Persistent AI agents that maintain long-term relationships with users face a fundamental challenge: cognitive drift-the gradual divergence between the / We present a framework combining autonomous drift detection with human-in-the-loop calibration, along with calibration strategies and evaluation metrics / AI agents, metacognition, cognitive drift, memory systems, persistent agents, belief monitoring, human-AI interaction, self-calibration",,,,
15,2Z4PZABF,Regulatory gap: why model risk management is structurally ill-suited to govern AI-driven code transformation,2026,journalArticle,"Where prior work has observed that SR 11-7 ""strains"" under agentic AI, we contribute, to the best of our knowledge, the first systematic pillar-by-pillar / We consider whether overlapping regulatory frameworks—operational risk management, FFIEC IT governance, and existing software development lifecycle controls—fill / SR 11-7, OCC 2011-12, AI code transformation, COBOL modernization, governance framework, TPRM, transformation risk, functional equivalence",,,,
16,NKY6T5G9,Negligent poisoned environments: how cumulative input negligence undermines enterprise AI,2026,journalArticle,"negligence: duty, breach, causation, and damages to the enterprise context, arguing that organizations may bear liability for failing to implement reasonable governance / This contribution fills a critical gap in AI governance literature by elevating input quality from a technical concern to a legal and strategic imperative / AI Governance, Data Quality, Data Governance, AI Liability, Negligence, Enterprise AI, Technical Debt, Regulatory Compliance, EU AI Act Article 10, Enterprise / Risk Management, RLHF Contamination, RAG Systems, Data Poisoning, Tort Liability, AI Act, NIST AI RMF",,,,
17,BISE8375,Human-AI collaboration for scaling agile regression testing: an agentic-AI teammate from manual to automated testing,2026,preprint,"Automated regression testing is essential for maintaining rapid, high-quality delivery in Agile and Scrum organizations. Many teams, including Hacon (a Siemens company), face a persistent gap: validated test specifications accumulate faster than they are automated, limiting regression coverage and increasing manual work. This paper reports an exploratory industrial case study of the Hacon Test Automation Copilot, an agentic AI system that generates system-level regression test scripts from validated specifications using retrieval-augmented generation and a multi-agent workflow. Integrated with Hacon's CI pipelines, the Copilot operates asynchronously as a ""silent AI teammate"", producing candidate scripts for human review. Mixed-method evaluation shows the AI accelerates script authoring and increases throughput, with 30-50% code reuse. However, human review remains necessary for maintainability and correct domain interpretation. Clear specifications, explicit governance, and ongoing human-AI collaboration are critical. We conclude with lessons for scaling regression automation and enabling effective human-AI teaming in Agile settings.",,,,
18,MVWFAXDW,Securing AI code generation - a prompt rectification approach for mitigating cyber risks,2025,conferencePaper,"The past decade has witnessed the wide adoption of AI code generators, such as GitHub Copilot, AskCodi, and OpenAI Codex. They offer intelligent solution code for code completion to achieve faster development, cleaner code, and a significant boost in overall productivity. However, such significant productivity advantages also inadvertently lead to the generation of insecure solution code because most AI code generators derive their knowledge from existing projects, which typically prioritize functionality over security. Although numerous tools have been developed to integrate with the code generators for identifying vulnerabilities, the inconsistency in syntactic features and variability in coding rules make the detection task challenging across different programming languages. To address the challenges, we devise a prompt-enhancing approach, PECKER. It examines textual prompts provided by users to identify risky prompts that could lead to insecure code generation. Given the risky prompts, PECKER conducts security-centric rewriting to strengthen the ""potentially insecure"" descriptions, thereby guiding AI code generators in mitigating vulnerabilities during code generation. We integrated PECKER with one of the most prevalent AI code generators, GitHub Copilot for evaluation. Among 509 risky prompts, PECKER successfully identified and rectified 471 risky prompts.",,,,
19,L28YKLVD,Artifact authenticity governance,2026,journalArticle,"Current AI governance frameworks — including the EU AI Act, NIST AI RMF, and ISO/IEC 42001 — establish documentation requirements for high-risk AI systems / but provide no technical mechanism for verifying that compliance records correspond to production deployments. / Integrity Gap, Integrity Debt, Audit Decoupling, model revocation, AI supply chain security, EU AI Act, SLSA, NIST AI RMF, in-toto, Sigstore",,,,
20,QMKQC7SC,LLMs corrupt your documents when you delegate,2026,preprint,"Large Language Models (LLMs) are poised to disrupt knowledge work, with the emergence of delegated work as a new interaction paradigm (e.g., vibe coding). Delegation requires trust - the expectation that the LLM will faithfully execute the task without introducing errors into documents. We introduce DELEGATE-52 to study the readiness of AI systems in delegated workflows. DELEGATE-52 simulates long delegated workflows that require in-depth document editing across 52 professional domains, such as coding, crystallography, and music notation. Our large-scale experiment with 19 LLMs reveals that current models degrade documents during delegation: even frontier models (Gemini 3.1 Pro, Claude 4.6 Opus, GPT 5.4) corrupt an average of 25% of document content by the end of long workflows, with other models failing more severely. Additional experiments reveal that agentic tool use does not improve performance on DELEGATE-52, and that degradation severity is exacerbated by document size, length of interaction, or presence of distractor files. Our analysis shows that current LLMs are unreliable delegates: they introduce sparse but severe errors that silently corrupt documents, compounding over long interaction.",,,,
21,VEEEW3K9,Generative AI-assisted framework for secure and autonomous software development lifecycle optimization,2026,conferencePaper,"The rapid evolution of software development demands innovative approaches to enhance security, efficiency, and automation throughout the Software Development Lifecycle (SDLC). This paper presents a comprehensive Generative AI-assisted framework that integrates large language models and machine learning techniques to optimize and secure the SDLC. The proposed framework leverages generative AI capabilities across multiple phases including requirements analysis, code generation, vulnerability detection, automated testing, and deployment optimization. By incorporating AI-driven threat modeling and continuous security assessment, the framework addresses critical challenges in identifying vulnerabilities early in development while maintaining code quality and reducing time-to-market. The system employs advanced prompt engineering techniques and context-aware code analysis to generate secure code patterns, detect security anomalies, and suggest remediation strategies in real-time. Experimental validation demonstrates significant improvements in vulnerability detection rates, code quality metrics, and development efficiency compared to traditional SDLC approaches. The framework achieves automated security scanning with minimal false positives while maintaining developer productivity. This research contributes to the emerging field of AI-assisted software engineering by providing a practical, scalable solution for organizations seeking to modernize their development processes while prioritizing security and autonomy.",,,,
22,CAXNTRJF,Machine learning solutions to automated governance and code analysis to compliance,2025,conferencePaper,"The GRC Analyser is a new AI product aimed at closing the software development and the Governance, Risk, and compliance (GRC) standards (ISO 27001, GDPR and SOC 2) gap. In contemporary organizations, programmers tend to develop software without profound knowledge of these complicated regulatory and security provisions, and potentially vulnerable and compliant problems may occur. The suggested system takes advantage of the concept of the Machine Learning (ML) models trained with the use of the secure code directions and industry standards and helps to examine uploaded code modules automatically. It determines the vulnerabilities like poor data management, lack of proper input validation and lack of encryption tools, which are among the main causes of security threats. The GRC Analyser provides clear and practical advice to developers when the flaws are identified through recommendations after identifying potential risks. This does not only enhance the security of the code but also makes sure that it is matched to compliance requirements at their initial development phases. The tool will enable organizations to minimize the human error, cost of auditing, and regulatory readiness by incorporating AI-based security auditing within the software lifecycle. Finally, it is observed that the GRC Analyser encourages the creation of resilient, secure, and legal applications and empowers developers to make a proactive stance on governance and cybersecurity.",,,,
23,C2K75UGE,The vicious circles of skill erosion: a case study of cognitive automation,2023,journalArticle,"Cognitive automation powered by advanced intelligent technologies is increasingly enabling organizations to automate more of their knowledge work tasks. Although this often offers higher efficiency and lower costs, cognitive automation exacerbates the erosion of human skill and expertise in automated tasks. Accepting the erosion of obsolete skills is necessary to reap the benefits of technology—however, the erosion of essential human expertise is problematic if workers remain accountable for tasks for which they lack sufficient understanding, rendering them incapable of responding if the automation fails. Though the phenomenon is widely acknowledged, the dynamics behind such undesired skill erosion are poorly understood. Thus, taking the perspective of sociotechnical systems, we conducted a case study of an accounting firm that had experienced skill erosion over a number of years due to reliance on their software’s automated functions. We synthesized our findings using causal loop modeling based on system dynamics. The resulting dynamic model explains skill erosion via an interplay between humans’ automation reliance, complacency, and mindful conduction. It shows how increasing reliance on automation fosters complacency at both individual and organizational levels, weakening workers’ mindfulness across three work task facets (activity awareness, competence maintenance, and output assessment), resulting in skill erosion. Such skill erosion may remain obscure, acknowledged by neither workers nor managers. We conclude by discussing the implications for theory and practice and identifying directions for future research. © 2023, Association for Information Systems. All rights reserved.",,,,
24,8PPIW9Q5,Unlocking the potential of the prompt engineering paradigm in software engineering: a systematic literature review,2025,journalArticle,"Prompt engineering (PE) has emerged as a transformative paradigm in software engineering (SE), leveraging large language models (LLMs) to support a wide range of SE tasks, including code generation, bug detection, and software traceability. This study conducts a systematic literature review (SLR) combined with a co-citation network analysis of 42 peer-reviewed journal articles to map key research themes, commonly applied PE methods, and evaluation metrics in the SE domain. The results reveal four prominent research clusters: manual prompt crafting, retrieval-augmented generation, chain-of-thought prompting, and automated prompt tuning. These approaches demonstrate notable progress, often matching or surpassing traditional fine-tuning methods in terms of adaptability and computational efficiency. Interdisciplinary collaboration among experts in AI, machine learning, and software engineering is identified as a key driver of innovation. However, several research gaps remain, including the absence of standardized evaluation protocols, sensitivity to prompt brittleness, and challenges in scalability across diverse SE applications. To address these issues, a modular prompt engineering framework is proposed, integrating human-in-the-loop design, automated prompt optimization, and version control mechanisms. Additionally, a conceptual pipeline is introduced to support domain adaptation and cross-domain generalization. Finally, a strategic research roadmap is presented, emphasizing future work on interpretability, fairness, and collaborative development platforms. This study offers a comprehensive foundation and practical insights to advance prompt engineering research tailored to the complex and evolving needs of software engineering. © 2025 by the authors.",,,,
25,TLJPGLK9,AI CHAOS! 2nd workshop on the challenges for human oversight of AI systems,2026,conferencePaper,"As AI systems are increasingly adopted in high-stakes domains such as healthcare, autonomous driving, and criminal justice, their failures may threaten human safety and rights. Human oversight of AI systems is therefore critically important as a potential safeguard to prevent harmful consequences in high-risk AI applications. The global regulatory and policy landscape for AI governance remains understandably fragmented and diverse. While frameworks like the European AI Act require human oversight for high-risk AI systems, there is currently a lack of well-defined methodologies and conceptual clarity to operationalize such oversight effectively. Independent of policy and regulation, poorly designed oversight can create dangerous illusions of safety while obscuring accountability. This interdisciplinary workshop aims to bring together researchers from various disciplines, including AI, HCI, psychology, law, and policy, to address this critical gap. We will explore the following questions: (1) What are the greatest challenges to achieving effective human oversight of AI systems? (2) How can we design AI systems that enable meaningful human oversight? (3) How do we assign responsibilities to and support the various stakeholders involved in oversight? Through talks and interactive group discussions, participants will identify oversight challenges; examine stakeholder roles; discuss supporting tools, methods, and regulatory frameworks; and establish a collaborative research agenda. Our central goal is to further a roadmap that enables effective human oversight for the responsible deployment of AI in society.",,,,
