seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
11,4VXJUF5I,From tokens to tactics: operationalizing generative AI in enterprise workflows,2025,conferencePaper,"Generative Artificial Intelligence (GenAI) has been of great transformative value in terms of its language abilities within businesses, but also its ability to make operations more efficient and even high level. The current paper entails an in-depth discussion of how companies can shift the experimentation to the tactical phase of large-scale implementation of GenAI in various business processes. We explore architectural, integration and governance structures that are required to integrate GenAI into business-critical processes including automation of customer support and document intelligence, personalized marketing and software development at breakneck speed. The operational model is a layered one that suggests alignment between GenAI capabilities, data pipelines, human-in-the-loop systems and the boundaries of compliance. Case studies emphasise the measurable productivity increments and risk preventive measures. This work helps to define a practical stepping stone towards scaling GenAI beyond proof-of-concept to business-ready solutions by narrowing the divide that exists between the results model outputs and something that can be used in concrete business. © 2025 IEEE.",,,,
12,VYRHTLLM,Turning off your better judgment -algorithmic conformity in AI-human collaboration,2025,journalArticle,"As AI becomes increasingly integral to society, humans’ tendency to forgo their own judgment to adopt algorithmic advice is eliciting substantial concern / This overreliance was partially mediated by normative pressure, measured as discomfort at disagreeing with AI. / Human-AI Interaction, Algorithmic Advice, Overreliance on AI, Algorithmic Authority, Human-in-the-Loop, Trust in AI, Conformity",,,,
13,C4DWC33F,What guides our choices? Modeling developers' trust and behavioral intentions towards genai,2025,conferencePaper,"Generative AI (genAI) tools, such as ChatGPT or Copilot, are advertised to improve developer productivity and are being integrated into software development. However, misaligned trust, skepticism, and usability concerns can impede the adoption of such tools. Research also indicates that AI can be exclusionary, failing to support diverse users adequately. One such aspect of diversity is cognitive diversity-variations in users' cognitive styles-that leads to divergence in perspectives and interaction styles. When an individual's cognitive style is unsupported, it creates barriers to technology adoption. Therefore, to understand how to effectively integrate genAI tools into software development, it is first important to model what factors affect developers' trust and intentions to adopt genAI tools in practice? We developed a theoretically grounded statistical model to (1) identify factors that influence developers' trust in genAI tools and (2) examine the relationship between developers' trust, cognitive styles, and their intentions to use these tools in their work. We surveyed software developers ($\mathrm{N}=238$) at two major global tech organizations: GitHub Inc. and Microsoft; and employed Partial Least Squares-Structural Equation Modeling (PLS-SEM) to evaluate our model. Our findings reveal that genAI's system/output quality, functional value, and goal maintenance significantly influence developers' trust in these tools. Furthermore, developers' trust and cognitive styles influence their intentions to use these tools in their work. We offer practical suggestions for designing genAI tools for effective use and inclusive user experience.",,,,
14,GD3RMX4R,On integrating resilience and human oversight into LLM-assisted modeling workflows for digital twins,2026,preprint,"LLM-assisted modeling holds the potential to rapidly build executable Digital Twins of complex systems from only coarse descriptions and sensor data. However, resilience to LLM hallucination, human oversight, and real-time model adaptability remain challenging and often mutually conflicting requirements. We present three critical design principles for integrating resilience and oversight into such workflows, derived from insights gained through our work on FactoryFlow - an open-source LLM-assisted framework for building simulation-based Digital Twins of manufacturing systems. First, orthogonalize structural modeling and parameter fitting. Structural descriptions (components, interconnections) are LLM-translated from coarse natural language to an intermediate representation (IR) with human visualization and validation, which is algorithmically converted to the final model. Parameter inference, in contrast, operates continuously on sensor data streams with expert-tunable controls. Second, restrict the model IR to interconnections of parameterized, pre-validated library components rather than monolithic simulation code, enabling interpretability and error-resilience. Third, and most important, is to use a density-preserving IR. When IR descriptions expand dramatically from compact inputs hallucination errors accumulate proportionally. We present the case for Python as a density-preserving IR : loops express regularity compactly, classes capture hierarchy and composition, and the result remains highly readable while exploiting LLMs strong code generation capabilities. A key contribution is detailed characterization of LLM-induced errors across model descriptions of varying detail and complexity, revealing how IR choice critically impacts error rates. These insights provide actionable guidance for building resilient and transparent LLM-assisted simulation automation workflows.",,,,
15,YBHHYR4P,Do users write more insecure code with AI assistants?,2023,conferencePaper,"We conduct the first large-scale user study examining how users interact with an AI Code assistant to solve a variety of security related tasks across different programming languages. Overall, we find that participants who had access to an AI assistant based on OpenAI's codex-davinci-002 model wrote significantly less secure code than those without access. Additionally, participants with access to an AI assistant were more likely to believe they wrote secure code than those without access to the AI assistant. Furthermore, we find that participants who trusted the AI less and engaged more with the language and format of their prompts (e.g. re-phrasing, adjusting temperature) provided code with fewer security vulnerabilities. Finally, in order to better inform the design of future AI-based Code assistants, we provide an in-depth analysis of participants' language and interaction behavior, as well as release our user interface as an instrument to conduct similar studies in the future.",,,,
16,ETHYCZEC,Different by design: understanding human-AI collaboration through GitHub pull requests,2025,conferencePaper,"Autonomous Coding Agents (ACAs) such as GitHub Copilot, Claude Code, and Cursor are transitioning from assistive back-pocket tools to active contributor status in collaborative software engineering projects. Their growing foothold raises questions about generated code quality, pull request (PR) acceptance rates and influencing factors, and long-term project impact. Building on the AIDev dataset, we conduct an investigation of how AI-authored PRs compare against human-authored PRs. We take the original descriptive study a step further by augmenting the AIDev dataset, deriving additional structural and linguistic metrics, and performing statistical analyses. We report statistically significant differences in rejection rates across distinct agent types and outline efforts to manually label failure modes in rejected AI PR and to track different maintainability impacts. This project aims to bridge descriptive characterization with predictive and diagnostic insight, laying yet another layer on the foundation for advancing tomorrow's ACAs.",,,,
17,VFZXPDJX,Enhancing human-machine pair inspection with risk number and code inspection diagram,2024,journalArticle,"Software inspection is a widely-used approach to software quality assurance. Human-Machine Pair Inspection (HMPI) is a novel software inspection technology proposed in our previous work, which is characterized by machine guiding programmers to inspect their own code during programming. While our previous studies have shown the effectiveness of HMPI in telling risky code fragments to the programmer, little attention has been paid to the issue of how the programmer can be effectively guided to carry out inspections. To address this important problem, in this paper we propose to combine Risk Number with Code Inspection Diagram (CID) to provide accurate guidance for the programmer to efficiently carry out inspections of his/her own programs. By following the Code Inspection Diagram, the programmer will inspect every checking item shown in the CID to efficiently determine whether it actually contain bugs. We describe a case study to evaluate the performance of this method by comparing its inspection time and number of detected errors with our previous work. The result shows that the method is likely to guide the programmer to inspect the faulty code earlier and be more efficient in detecting defects than the previous HMPI established based on Cognitive Complexity.",,,,
18,6SILTI7B,Responsible AI: a practitioner playbook for trustworthy AI governance,2026,journalArticle,"AI adoption has accelerated sharply across organisations, yet most governance efforts remain abstract or compliance-driven and do not translate into engineering / Broader topics such as data governance, regulatory compliance (e.g., EU AI Act), and organisational policy design are intentionally out of scope.",,,,
19,7V7SRG43,CodeAgent: autonomous communicative agents for code review,2024,preprint,"Code review, which aims at ensuring the overall quality and reliability of software, is a cornerstone of software development. Unfortunately, while crucial, Code review is a labor-intensive process that the research community is looking to automate. Existing automated methods rely on single input-output generative models and thus generally struggle to emulate the collaborative nature of code review. This work introduces \tool{}, a novel multi-agent Large Language Model (LLM) system for code review automation. CodeAgent incorporates a supervisory agent, QA-Checker, to ensure that all the agents' contributions address the initial review question. We evaluated CodeAgent on critical code review tasks: (1) detect inconsistencies between code changes and commit messages, (2) identify vulnerability introductions, (3) validate code style adherence, and (4) suggest code revision. The results demonstrate CodeAgent's effectiveness, contributing to a new state-of-the-art in code review automation. Our data and code are publicly available (\url{https://github.com/Code4Agent/codeagent}).",,,,
20,UDT3AA4A,A survey on the role of LLMs in AI-based software development: augmentation and latent risks,2025,conferencePaper,"Large Language Models (LLMs) such as GPT-4, Codex, Code Llama, Claude, and DeepSeek are increasingly shaping AI-based software development. Their role is inherently dual: on one side, LLMs augment established practices by enabling faster vulnerability detection, supporting secure code generation, and assisting in continuous threat modeling; on the other, they introduce latent risks through insecure code suggestions, data leakage, and adversarial misuse. This survey examines recent studies from 2020-2025 to assess how LLMs enhance traditional frameworks such as the Secure Development Lifecycle (SDL) and DevSecOps, while also identifying emerging risks that threaten long-term reliability and compliance. Case studies reveal both the acceleration of secure coding practices and the unintended propagation of unsafe patterns. Further, challenges such as dataset contamination, probabilistic outputs, scalability issues, and developer over-reliance amplify these risks. By consolidating empirical findings, benchmarking studies, and sector-specific applications, this survey provides a structured view of the opportunities and vulnerabilities posed by LLMs in AI-driven software engineering, underscoring the need for governance, dataset curation, and hybrid human-AI collaboration to ensure trustworthy adoption.",,,,
21,QK577S3K,Verifiable AI: the strategic imperative for trustworthy artificial intelligence a technical and business analysis of blockchain-based AI verification,2026,journalArticle,"With the EU AI Act establishing its enforcement framework in August 2025 (general-purpose AI transparency and penalties) and comprehensive high-risk system / combined with potential fines reaching 7% of global revenue for prohibited AI practices [4], verifiable AI has shifted from innovation differentiator to compliance / Verifiable AI, Zero-Knowledge Machine Learning, zkML, Trusted Execution Environments, Confidential Computing, AI Governance, EU AI Act, Blockchain, Remote / Attestation, Formal Verification, AI Agents, Cryptographic Proofs, AI Compliance, Decentralized AI",,,,
22,DG6LWQJU,Exploring the effects of urgency and reputation in code review an eye-tracking study,2024,conferencePaper,"The Pull-Based development model, a fundamental mechanism of collaboration in modern software engineering (SE), initiates the code review process when a contributor submits pull requests (PRs) for evaluation. Although the decision to approve or decline PRs is often perceived as grounded in their technical quality, prior research presents a more intricate narrative where both non technical factors-beyond the code itself and technical factors influence the acceptance. This study, uniquely integrating cues of urgency (represented by code priority level) and reputation (represented by the experience level of the code’s author), delves into these biases, leveraging eye-tracking technology to illuminate the cognitive processes underpinning the evaluation of PRs.In an experimentally-controlled study involving 37 participants reviewing Java code PRs, we found that perceived priority level of a PR impacted both the time spent on tasks and the associated cognitive load. Moreover, while participants’ behaviors reflected the influence of the priority level and the author’s experience, they remained largely unaware of these effects on their decision-making, highlighting the critical importance of understanding these implicit biases in code reviews. Interestingly, despite variations in attention when reviewing contributions from novice versus senior authors, there was no discernible difference in acceptance outcomes based on the author’s experience. This study takes the next step toward a better understanding of urgency and reputation in SE and may inform future research about code review platforms and guidelines, code reuse, and automated code generation.CCS CONCEPTS• Software and its engineering $\rightarrow$ Software creation and management.",,,,
23,GCZQTNBD,LLM4VV: exploring LLM-as-a-judge for validation and verification testsuites,2025,conferencePaper,"Large Language Models (LLM) continue to improve and are revolutionizing the landscape of software development. These large models have demonstrated potential to generate, debug, test, analyze, document, and even translate code. Thus they are a valuable tool in the software development cycle. If used correctly, such tools can often accelerate the development cycle. Though the tools are powerful and new, the community is cautious of training using biased or sensitive data, which can lead to biased, dangerous, or incorrect outputs along with the inadvertent release of confidential information. Additionally, the carbon footprints and the un-explainability of these ""black box"" models continue to raise questions about the reliability of LLMs.With these opportunities and these challenges ahead, this paper explores the idea of ""judging"" LLM-generated code to better understand and ""open up"" the un-explainable ""black box"" models used by LLMs. We probe into the black box of one such LLM that has generated the best compiler tests for the directive-based programming models OpenMP and OpenACC in our earlier research. We challenge DeepSeek's deepseek-coder-33B-instruct model with intentionally-erroneous code, and we also define relevant metrics and adopt an agent-based approach to evaluate the LLM and assess its capabilities as an LLM-as-a-judge. We also develop a pipeline-based approach to streamline the entire workflow. Finally, we make use of all of these strategies together to develop a more reliable method for automatically validating LLM-generated compiler tests. Based on our results, utilizing an agent-based prompting approach and setting up a validation pipeline structure drastically increased the quality of deepseek-coder-33B-instruct evaluation of tests which are used to validate compiler implementations of directive-based parallel programming models.",,,,
24,VG8PSMM7,Benchmarking and validation of prompting techniques for AI-assisted industrial PLC programming,2026,journalArticle,"Industrial automation in Industry 5.0 demands deterministic, safety-compliant PLC code across heterogeneous vendor ecosystems. Prompt-engineered large language models (LLMs) offer a path forward but require reproducible methods and rigorous validation. This study introduces LLM-PLC-AS, a hybrid, prompt-invariant framework for IEC 61131-3 PLC code generation addressing these needs. We benchmark 21 fixed prompting techniques on 25 real-world use cases (simple, medium, complex), using a standardized dataset and workflow spanning Siemens TIA Portal and Beckhoff TwinCAT. The quality of the generated code is evaluated through a layered validation pipeline: Bilingual Evaluation Understudy (BLEU) for lexical similarity, LLM-in-the-Loop (LITL) for scalable semantic checks across four dimensions (functional correctness, readability, safety compliance, and modularity), and Human-in-the-Loop (HITL) for expert safety-critical review. DeepSeek and Gemini 2.5 Pro generate ST/IL; syntax is cross-checked by ChatGPT-4o and Copilot Pro. The framework achieved a very high degree of accuracy, with Structured Text (ST) programs reaching near-perfect scores and Instruction List (IL) programs also performing exceptionally well on our scoring rubric. This resulted in a substantial reduction in manual correction effort, decreasing it by nearly half compared to ad-hoc methods. Across tasks, our approach led to a more than twofold increase in Safety Compliance and a significant improvement in Functional Correctness against unstructured baselines. A key finding is that the structure of the prompt itself was found to have a greater influence on determinism and correctness than the choice of LLM. The fixed-prompt reasoning combined with the BLEU/LITL/HITL validation stack provides a scalable, reproducible, and safety-aware method for PLC code generation. BLEU is utilized for rapid lexical triage and regression tracking, LITL provides structured semantic verification, and HITL ensures final compliance. The framework establishes a standardized basis for AI-assisted PLC programming and transparent benchmarking. Future work will extend the pipeline to include graphical languages, such as Ladder Diagram (LAD) and Function Block Diagram (FBD), using multimodal/graph-aware models, and will incorporate runtime validation to further close the gap to real-world deployment. Safety verification in this study is limited to logical and semantic validation. Real-time behavior, communication latency, and physical safety-fault recovery require Hardware-in-the-Loop (HIL) simulation or deployment on industrial test benches, which is identified as future work. © 2025 The Authors.",,,,
25,Y7ZWF7GT,How regulated financial institutions will tame agentic AI through architectural determinism,2026,journalArticle,"This white paper introduces CRAGE (Context-Regulated Agentic Governance Engine), a novel reference architecture and operational framework that resolves / Engine), a compliance-native persistent memory architecture with tamper-evident decision ledgers and hallucination anchoring; the Context Compliance Manifest / AI, Deterministic Sandwich, Reasoning Augmented Retrieval, Agentic Memory, Context Engineering, Context Windows, Shadow Autonomy, Statelessness in AI, EU / AI Act, Memory Anchored Governance Engine, Hallucination Anchoring, Access Control for Agents, Attribute Based Access Control, Safe Deployment Architecture",,,,
