seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
11,TCMF6P4P,TENET: leveraging tests beyond validation for code generation,2025,preprint,"Test-Driven Development (TDD) is a widely adopted software engineering practice that requires developers to create and execute tests alongside code implementation, ensuring that software behavior is continuously validated and refined. In the era of vibe coding, where developers increasingly delegate code writing to large language models (LLMs) by specifying high-level intentions, TDD becomes even more crucial, as test cases serve as executable specifications that explicitly define and verify intended functionality beyond what natural-language descriptions and code context can convey. While vibe coding under TDD is promising, there are three main challenges: (1) selecting a small yet effective test suite to improve the generation accuracy and control the execution workload, (2) retrieving context such as relevant code effectively, and (3) systematically using test feedback for effective code refinement. To address these challenges, we introduce TENET, an LLM agent for generating functions in complex real-world repositories under the TDD setting. TENET features three components: (1) a novel test harness mechanism that selects a concise test suite to maximize diversity of target usage scenarios; (2) a tailored agent toolset that performs efficient retrieval of relevant code with interactive debugging; and (3) a reflection-based refinement workflow that iteratively analyzes failures, replenishes context, and applies code refinement. TENET achieves 69.08% and 81.77% Pass@1 on RepoCod and RepoEval benchmarks, outperforming the best agentic baselines by 9.49 and 2.17 percentage points, respectively. In addition, this is the first study of test-driven code generation with repository-level context, examining how different aspects of test suites affect the performance of LLM agents under the TDD setting.",,,,
12,PZI2IMW6,Beyond task completion: an assessment framework for evaluating agentic AI systems,2026,conferencePaper,"Recent advances in agentic AI have shifted the focus from standalone Large Language Models (LLMs) to integrated systems that combine LLMs with tools, memory, and other agents to perform complex tasks. These multi-agent architectures enable coordinated reasoning, planning, and execution across diverse domains, allowing agents to collaboratively automate complex workflows. Despite these advances, evaluation and assessment of LLM agents and the multi-agent systems they constitute remain a fundamental challenge. Although various approaches have been proposed in the software engineering literature for evaluating conventional software components, existing methods for AI-based systems often overlook the non-deterministic nature of models. This non-determinism introduces behavioral uncertainty during execution, yet existing evaluations rely on binary task-completion metrics that fail to capture it. Evaluating agentic systems therefore requires examining additional dimensions, including the agent’s ability to invoke tools, ingest and retrieve memory, collaborate with other agents, and interact effectively with its environment. These challenges emerged during our ongoing industry collaboration with MontyCloud Inc., an industrial partner in the domain of Autonomous CloudOps, when we deployed an agentic system in production. These limitations surfaced during deployment, highlighting practical gaps in the current evaluation methods and the need for a systematic assessment of agent behavior beyond task outcomes. Informed by these observations and established definitions of agentic systems, we propose an end-to-end Agent Assessment Framework with four evaluation pillars encompassing LLMs, Memory, Tools, and Environment. We validate the framework on a representative Autonomous CloudOps use case, where experiments reveal behavioral deviations overlooked by conventional metrics, demonstrating its effectiveness in capturing runtime uncertainties.",,,,
13,UIXCRBQX,"Safer builders, risky maintainers: a comparative study of breaking changes in human vs agentic PRs",2026,preprint,"AI coding agents are increasingly integrated into modern software engineering workflows, actively collaborating with human developers to create pull requests (PRs) in open-source repositories. Although coding agents improve developer productivity, they often generate code with more bugs and security issues than human-authored code. While human-authored PRs often break backward compatibility, leading to breaking changes, the potential for agentic PRs to introduce breaking changes remains underexplored. The goal of this paper is to help developers and researchers evaluate the reliability of AI-generated PRs by examining the frequency and task contexts in which AI agents introduce breaking changes. We conduct a comparative analysis of 7,191 agent-generated PRs with 1402 human-authored PRs from Python repositories in the AIDev dataset. We develop a tool that analyzes code changes in commits corresponding to the agentic PRs and leverages an abstract syntax tree (AST) based analysis to detect potential breaking changes. Our findings show that AI agents introduce fewer breaking changes overall than humans (3.45% vs. 7.40%) in code generation tasks. However, agents exhibit substantially higher risk during maintenance tasks, with refactoring and chore changes introducing breaking changes at rates of 6.72% and 9.35%, respectively. We also identify a ""Confidence Trap"" where highly confident agentic PRs still introduce breaking changes, indicating the need for stricter review during maintenance oriented changes regardless of reported confidence score.",,,,
14,RQI8NXJL,"Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit",2026,journalArticle,"Cisco's finding that 26% of analyzed agent skills contain security vulnerabilities, and architectural analysis of credential inheritance patterns in Claude / Code Agent Teams, Cursor FastRender (2,000 concurrent agents), and OpenClaw (30,000+ internet-exposed instances). / AI Agents, Identity Governance, Authorization, Delegation, Multi-agent Systems, Prompt Injection, Zero Trust, MCP, Enterprise Security, LLM Security",,,,
15,R9CDT9KB,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows,2025,conferencePaper,"The integration of automated security testing into continuous delivery pipelines is a topic of high interest in the software development field. Despite its obvious value, automated security testing often suffers from excessive false positives that erode developer trust and delay secure releases. While large language models (LLMs) demonstrate strong code understanding, most LLM security tools operate as single-shot classifiers without communicating decision uncertainty. To address these issues, we present a trust-calibrated architecture that decomposes vulnerability assessment into sequential analytical stages: classification, impact analysis, and deployment action recommendation. Our system employs multi-LLM ensembling with explicit confidence propagation, enabling intelligent routing between automated gates and human review based on model certainty. Evaluation of our system demonstrates strong classification performance with well-calibrated uncertainty estimates, substantially outperforming traditional static analysis while providing transparency unavailable in current approaches. We provide comprehensive validation of vulnerability type classification across diverse weakness categories and severity levels. The confidence-aware design enables organizations to adapt enforcement strictness to prediction reliability, routing uncertain cases to human expertise while automating high-confidence decisions.",,,,
16,A8FT9SZP,From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness,2026,journalArticle,"R. et al., 2023), user control mechanisms (Feng et al., 2025), or liability allocation (Morris, J. et al., 2024). / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / artificial intelligence, AI autonomy, AI agency, organisational readiness, recursive self-improvement, agentic AI, organisational transformation, multi-agent",,,,
17,7GE63LDE,Repairing infrastructure-as-code using large language models,2024,conferencePaper,"Infrastructure-as-Code (IaC) is the practice of provisioning and managing cloud resources using machine-readable code. IaC is seeing increased adoption because it enhances transparency and reliability of infrastructure operations. However, as any software code, IaC can also contain misconfigurations, which can lead to insecure infrastructure, which may result in data breaches. Existing IaC scanning tools are able to detect common misconfigurations in IaC but they require IaC developers to manually repair the code. Recent advances in Large Language Models (LLMs) have led to promising results in applying LLMs to Automatic Program Repair (APR) tasks for code written in different languages. In this work, we propose an LLM-based approach to fix misconfigurations in IaC code. After misconfigurations in IaC code are identified by scanning tools, we feed the LLMs with the IaC code, details about the misconfigurations, and additional context provided by a human-in-the-loop and prompt the LLM to generate the repaired IaC code. We tested our approach on several vulnerable IaC repositories and found that the GPT-4 model from OpenAI suggests fixes that reduce up to 84.7% of the misconfiguration alarms produced by the scanners and our two-pass solution significantly improves the performance over a one-pass only approach. However, of the fixes suggested, we manually determined that only 79.6% actually solve the problem, while the remaining 20.4% are hallucinated fixes. Specifically, LLM hallucinations in the generated outputs pass checks for misconfigurations but fail other syntax and schema validation checks or do not address the underlying security issue. We propose a few potential approaches to tackle this challenge.  © 2024 IEEE.",,,,
18,B56YY529,Algorithmic accountability of low-code/No-code artificial intelligence: a literature review,2025,conferencePaper,"Algorithmic Accountability of Low-Code/No-Code Artificial Intelligence (LCNC AI) presents a significant challenge, as these platforms democratize AI development while diminishing direct oversight. Unlike traditional AI systems, applications built with LCNC AI tools often lack governance structures, increasing risks of bias, opacity, and regulatory non-compliance. Organizations struggle to implement accountability mechanisms as non-technical users deploy AI without comprehensive validation frameworks. This study conducts a Structured Literature Review (SLR) to analyze existing research on algorithmic accountability in LCNC AI. The findings highlight critical risks, governance approaches, and accountability frameworks essential for mitigating ethical and compliance concerns. The study emphasizes the necessity of hybrid governance approaches, integrating organizational oversight with user-driven compliance measures. To bridge research gaps, this study proposes a research agenda aimed at refining ethical and regulatory frameworks for LCNC AI. By providing concrete governance strategies, this study offers practical recommendations for organizations to ensure accountable and responsible LCNC AI deployment. © (2025) by Association for Information Systems (AIS) All rights reserved.",,,,
19,KWD6CKFR,From monitoring to authorization: the structural shift emerging in agentic AI governance,2026,journalArticle,"systems transition from generating content to executing real-world side effects—writing to databases, initiating transactions, modifying infrastructure—the governance / It argues that traditional compliance mechanisms—deterrence, accountability, escalation, and documentation—are structurally mismatched to autonomous systems / Agentic AI, AI governance, authorization boundary, enforcement architecture, AI regulation, regulatory compliance, algorithmic accountability, AI risk / management, deterministic governance, evidence-grade governance, independent verification, policy-state binding",,,,
20,6VDFSHZW,Beyond algorithmic disclosure for AI,2024,journalArticle,"emergent phenomena, such as proxy discrimination, interactions among multiple agents, the impact of adverse environments, and the well-known tendency of generative / AI to hallucinate, makes ongoing post-release evaluation a critical component of any system of AI transparency.",,,,
21,VZN9KJ7H,Compile-time security analysis and optimization of sensitive string producers,2026,preprint,"Content composition vulnerabilities remain among the most prevalent and persistent classes of security weakness in deployed software. Prior mitigations, including developer training, static analysis tools, and domain-specific template languages, each face diminishing returns; AI code generation inherits these limitations and introduces new ones, reproducing insecure patterns from training data and lacking reliable context for self-correction. This paper introduces a general framework for secure content composition that extends across content languages and integrates directly into general-purpose programming languages via additive changes to string expression syntax. We define a language design goal of minimizing the lexical distance between secure and insecure idioms, and show that this goal admits practical compilation strategies: static analyses specified in terms of dynamic semantics, runtime performance approaching naïve string concatenation, and developer-facing diagnostics surfaced as compile-time errors or warnings. The approach enables an effective division of labor: security engineers encode composition hazards in libraries once; developers and AI coding agents select the appropriate library primitive to implement features correctly without needing to internalize specialist security knowledge; compiler diagnostics provide objective, position-keyed feedback that grounds both human review and iterative AI self-correction; and security responders focus on keeping libraries current rather than auditing ad-hoc security decisions distributed across a codebase.",,,,
22,EPHPTBA2,Protocol-mediated execution governance for LLM agent systems,2026,journalArticle,"As large language models transition from conversational assistants to autonomous agents capable of executing actions inside enterprise infrastructure, / AI governance, LLM agents, execution authority, Model Context Protocol, Zero Trust architecture, prompt injection, tool-mediated execution, confused deputy",,,,
23,4F5PX7PE,Decision-making with human-in-the-loop: a field experiment of explained AI in public administration,2020,journalArticle,"In public administration, humans usually vet Artificial Intelligence (AI) outputs that impact high-stakes, consequential decisions. / Yet, adding humans to the decision-making process results in complexities and nuances that arise from the interaction of humans and AI. / human-computer decision-making, explainable AI, frontline employees, situational automation bias",,,,
24,QLMUYYQ3,Explaining code risk in OSS: towards LLM-generated fault prediction interpretations,2025,conferencePaper,"Open Source Software (OSS) has become a very important and crucial infrastructure worldwide because of the value it provides. OSS typically depends on contributions from developers across diverse backgrounds and levels of experience. Making safe changes, such as fixing a bug or implementing a new feature, can be challenging, especially in object-oriented systems where components are interdependent. Static analysis and defect-prediction tools produce metrics (e.g., complexity, coupling) that flag potentially fault-prone components, but these signals are often hard for contributors new or unfamiliar with the codebase to interpret. Large Language Models (LLMs) have shown strong performance on software engineering tasks such as code summarization and documentation generation. Building on this progress, we investigate whether LLMs can translate faultprediction metrics into clear, human-readable risk explanations and actionable guidance to help OSS contributors plan and review code modifications. We outline explanation types that an LLM-generated assistant could provide (descriptive, contextual, and actionable explanations). We also outline our next steps to assess usefulness through a task-based study with OSS contributors, comparing metric-only baselines to LLM-generated explanations on decision quality, time-to-completion, and error rates.",,,,
25,PFC45HM7,A blueprint for auditing generative AI,2024,journalArticle,"The widespread use of generative AI systems is coupled with significant ethical and social challenges. / ), model audits (of generative AI systems after pre-training but prior to their release), and application audits (of applications based on top of generative / Auditing, Generative AI, Artificial Intelligence, Governance, Regulation, Accountability, Large language models, Ethics",,,,
