seq,item_key,title,year,item_type,abstract,bin,centrality,reason_code,rationale
11,TW9IB9DE,The AI governance gap: quantifying enterprise AI risk through the janus protocol,2026,journalArticle,"Drawing on the EU Artificial Intelligence Act [1], ISO/IEC 42001 standards [2], and the NIST AI Risk Management Framework [3], the framework functions / This research positions AI governance not as an aspirational ethical commitment, but as a measurable enterprise risk category requiring systematic assessment / AI Governance, Enterprise Risk, Regulatory Compliance, Algorithmic Accountability, Risk Quantification",,,,
12,ZX8V7UJS,AIOps for reliability: evaluating large language models for automated root cause analysis in chaos engineering,2025,conferencePaper,"As modern IT infrastructures grow in complexity, root cause analysis (RCA) is becoming increasingly crucial for Site Reliability Engineering (SRE). Traditional RCA relies heavily on human expertise, making incident resolution time-consuming and error-prone. With the rise of AIOps (Artificial Intelligence for IT Operations), Large Language Models (LLMs) have emerged as potential tools for automating incident detection and diagnosis. This study evaluates the capability of GPT-4o, Gemini-1.5, and Mistral-small in diagnosing system failures purely from observability metrics within a chaos engineering framework. We simulate eight real-world failure scenarios in a controlled e-commerce environment and assess LLMs’ performance in zero-shot and few-shot settings compared with Site Reliability Engineers. While LLMs can identify common failure patterns, their accuracy is highly dependent on prompt engineering. In zero-shot settings, models achieve moderate accuracy (44–58%), often misattributing harmless load spikes as security threats. However, few-shot prompting improves performance (60–74% accuracy), suggesting that LLMs require structured guidance for reliable RCA. Despite their potential, LLMs are not yet ready to replace human SREs, who achieved over 80% accuracy due to hallucinations, misclassification biases, and lack of explainability. The findings highlight that LLMs can be co-pilots in incident response, but human oversight remains essential.GitHub with code and dataset: https://github.com/szandala/llms-chaos-engineering © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",,,,
13,6TZHUCMD,Source code guardrail: AI driven solution to distinguish critical vs. Generic code for enterprise LLM security,2026,conferencePaper,"The adoption of Large Language Models (LLMs) in businesses raises the possibility of inadvertent intellectual property (IP) and secret data leaks to public artificial intelligence systems. Organizations are using security solutions, including data loss prevention (DLP), access restrictions, monitoring systems, and many more, to lower these risks. However, source code presents a unique challenge in separating benign, non-sensitive code from sensitive, business-critical code, as both may have structural similarities, but business logic could be very different, and the current security systems are not able to handle these variations. In this paper, we propose a novel solution, Source Code Guardrail (SCG), powered by an AI classification model, that automatically categorizes source code as either sensitive (custom, production-grade, or confidential) or non-sensitive (dummy or generic code). Our solution leverages source code embedding models (unixcoder) to convert the code into a language-agnostic numerical vector representation that captures its full details, including semantic meaning, structure, and functionality. These numerical embedding vectors were used as the input feature of the dense layer classification model. In this work, the classification model and UnixCoder are trained together as a merged network so that the model can also learn the code embeddings based on classification loss. The proposed model was trained on manually annotated 8000+ source codes of different languages, which were taken from multiple sources, ensuring a diverse and representative dataset. The proposed model achieves 91.19% accuracy, 86.71% precision, and 90.41% recall in classifying the code as sensitive or non-sensitive to being exposed to public AI services. Combining this classification model with SIEM systems, API proxies, and DLP solutions will enable companies to enforce real-time source code filtering, assuring that only non-sensitive code interacts with LLMs and preventing possible proprietary data leaks. By suggesting a scalable, intelligent method to lower source code exposure concerns in AI-driven environments, our results add to the larger debate on LLM security, enterprise artificial intelligence governance, and automated data protection. We suggest that companies working on private software development use SCG products to stop source code IP from being leaked on public LLM systems. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",,,,
14,5NY5HVNV,Accountability in code review: the role of intrinsic drivers&nbsp;and the impact of LLMs,2025,journalArticle,"Accountability is an innate part of social systems. It maintains stability and ensures positive pressure on individuals’ decision-making. As actors in a social system, software developers are accountable to their team and organization for their decisions. However, the drivers of accountability and how it changes behavior in software development are less understood. In this study, we look at how the social aspects of code review affect software engineers’ sense of accountability for code quality. Since Software Engineering (SE) is increasingly involving Large Language Models (LLM) assistance, we also evaluate the impact on accountability when introducing LLM-assisted code reviews. We carried out a two-phased sequential qualitative study ( (textbfinterviewsrightarrowtextbffocus groups) ). In Phase I (16 interviews), we sought to investigate the intrinsic drivers of software engineers influencing their sense of accountability for code quality, relying on self-reported claims. In Phase II, we tested these traits in a more natural setting by simulating traditional peer-led reviews with focus groups and then LLM-assisted review sessions. We found that there are four key intrinsic drivers of accountability for code quality: personal standards, professional integrity, pride in code quality, and maintaining one’s reputation. In a traditional peer-led review, we observed a transition from individual to collective accountability when code reviews are initiated. We also found that the introduction of LLM-assisted reviews disrupts this accountability process, challenging the reciprocity of accountability taking place in peer-led evaluations, i.e., one cannot be accountable to an LLM. Our findings imply that the introduction of AI into SE must preserve social integrity and collective accountability mechanisms.",,,,
15,SDIMSRMI,An evaluation framework for software unit tests generated by large language models,2025,conferencePaper,"Faulty software unit tests can lead to undetected bugs, undermining software quality, reliability, and security. While prior research has explored automated test generation, it often neglects the use of state-of-the-art LLMs, lacks differentiation between test and program faults, overlooks readability and maintainability metrics, and rarely leverages prompt engineering for optimization. To address these gaps, this paper introduces a comprehensive evaluation framework for assessing the quality of LLM-generated unit tests along three key dimensions: validity, effectiveness, and readability. The framework combines established metrics with a newly proposed metric for validity, encompassing Build & Successful Execution Rate and Unit Test Failure Evaluation (for validity), Line Coverage and Mutation Score (for effectiveness), and Flesch-Kincaid Grade Level, Gunning Fog Index, and Halstead Metrics (for readability). We apply this framework to unit tests generated by two leading LLMs-GPT40 and Llama 3-70B-8192-across 10 Java programs, also examining how prompt engineering affects test quality. Our findings provide a detailed picture of current LLMs' capabilities and limitations in unit test generation, offe ring actionable insights for researchers and practitioners aiming to integrate LLMs into software testing workflows. Source code is available at the following link - https://github.com/StevenTNguyen-Code/Quality-of-AI-Generated-Test-Cases",,,,
16,54383TI5,Code digital twin: empowering LLMs with tacit knowledge for complex software development,2025,preprint,"Recent advances in large language models (LLMs) have demonstrated strong capabilities in software engineering tasks, raising expectations of revolutionary productivity gains. However, enterprise software development is largely driven by incremental evolution, where challenges extend far beyond routine coding and depend critically on tacit knowledge, including design decisions at different levels and historical trade-offs. To achieve effective AI-powered support for complex software development, we should align emerging AI capabilities with the practical realities of enterprise development. To this end, we systematically identify challenges from both software and LLM perspectives. Alongside these challenges, we outline opportunities where AI and structured knowledge frameworks can enhance decision-making in tasks such as issue localization and impact analysis. To address these needs, we propose the Code Digital Twin, a living framework that models both the physical and conceptual layers of software, preserves tacit knowledge, and co-evolves with the codebase. By integrating hybrid knowledge representations, multi-stage extraction pipelines, incremental updates, LLM-empowered applications, and human-in-the-loop feedback, the Code Digital Twin transforms fragmented knowledge into explicit and actionable representations. Our vision positions it as a bridge between AI advancements and enterprise software realities, providing a concrete roadmap toward sustainable, intelligent, and resilient development and evolution of ultra-complex systems.",,,,
17,WRXR2VTP,VibeContract: the missing quality assurance piece in vibe coding,2026,preprint,"Recent advances in large language models (LLMs) have given rise to vibe coding, a style of software development where developers rely on AI coding assistants to generate, modify, and refactor code using natural language instructions. While this paradigm accelerates software development and lowers barriers to entry, it introduces new challenges for quality assurance (QA). AI-generated code can appear correct but often contains hidden logical errors and inconsistencies, creating an urgent need for novel QA approaches. In this vision paper, we propose the VibeContract paradigm as a missing piece in vibe coding. In this approach, high-level natural-language intent is decomposed into explicit task sequences, and task-level contracts are generated to capture expected inputs, outputs, constraints, and behavioral properties. Developers validate these contracts, and traceability is maintained between tasks, contracts, and generated code. Contracts then guide LLMs for testing, runtime verification, and debugging, enabling QA to occur continuously and proactively alongside code generation. We demonstrate how the VibeContract paradigm can substantially improve the correctness, robustness, and maintainability of LLM-generated code through an example project. We argue that VibeContract introduces a structured and verifiable development workflow that transforms vibe coding from a fast but error-prone practice into a predictable, auditable, and trustworthy software engineering process. Finally, we outline the key challenges, design principles, and a forward-looking research agenda required to realize this vision.",,,,
18,VCI7FSVP,Governance-by-design for AI compliance: compiling EU AI act duties into computable operating-agreement clauses,2026,journalArticle,"Regulations such as the EU AI Act impose detailed, process‑oriented duties on providers of high‑risk AI systems, yet many organizations operationalize / ; Our core technical contribution is a transpilation method that converts key EU AI Act obligations---risk management, data governance, logging, human",,,,
19,TF2C996H,Human-efficient annotation system via active semi supervised learning and selective review,2026,journalArticle,"annotation effort through calibrated confidence scores: predictions below a minimum threshold are discarded, high-confidence predictions are accepted without human / review, and the remaining uncertain predictions are flagged for manual inspection. / AI-assisted annotation, Human-AI collaboration, Confidence calibration, Instance segmentation",,,,
20,NZXY7X7U,Construction safety management and AI governance: a structural correlation and the case for pre-execution control,2026,journalArticle,"Current governance approaches rely heavily on policy, human review, and post event monitoring, leaving a critical gap between AI output generation and / in AI driven environments. / AI governance, safety management systems, hierarchy of controls, pre-execution control, inference-to-execution boundary, construction safety, occupational",,,,
21,JCAQ3AHU,AI certification and assessment catalogues: practical use and challenges in the context of the European AI act,2025,journalArticle,Our methodology involves leveraging the Fraunhofer AI Assessment Catalogue as a comprehensive tool to systematically assess an AI model’s compliance with,,,,
22,82N4MFN7,A situation awareness perspective on human-agent collaboration: tensions and opportunities,2021,conferencePaper,"The rise of automation and artificial intelligence within the organization has come with many benefits. However, in conjunction with these benefits have come various concerns related to user empowerment (e.g., over-reliance, loss of human agency, lack of trust). Human-Computer Interaction researchers are seeking ways to address these concerns by informing user interface and task design. However, an overarching framework providing a holistic perspective is needed to guide such effort. We propose that for the intelligent agents to be utilized optimally within the organization, a contextual perspective is needed to capture various factors related to the user, task, technology, and environment, which can inform the value proposition of human-agent collaboration in the organization. To this end, we propose a situation awareness (SA) approach as a promising lens, which would in turn promote a human-centered artificial intelligence design and development perspective. This paper introduces the theoretical basis for SA and discusses three major tensions and the associated opportunities for developing SA in human-agent collaboration. © 2021, Springer Nature Switzerland AG.",,,,
23,S7BJA4RD,AI-assisted collaboration: exploring developer experience with GitHub copilot and windsurf,2026,journalArticle,"AI-assisted tools are reshaping how developers work, yet empirical research examining their impact through developer experience (DevEx) frameworks remains limited. This study investigates the adoption of AI-assisted coding tools, including GitHub Copilot and Windsurf, within software development at a Fintech organization. We conducted a mixed-methods study over a three-month period, combining quantitative usage telemetry with qualitative thematic analysis of practitioner reflections within a 36-person technical unit. The analysis maps the impact of AI tools across three dimensions of DevEx: flow state, feedback loops, and cognitive load. Our findings reveal a productivity–validation tension: while practitioners report accelerated routine tasks and describe AI-assisted tools as “game changers,” they continue to experience substantial validation burdens related to prompt formulation, output verification, and architectural alignment. Additionally, emergent dynamics highlight AI adoption as a socio-technical transformation requiring DevEx monitoring rather than simple tool substitution.",,,,
24,S57GJ9VD,Simplifying software compliance: AI technologies in drafting technical documentation for the AI act,2025,journalArticle,"The European AI Act has introduced specific technical documentation requirements for AI systems. / creating technical documentation that complies with the AI Act. / AI Act, Legal Compliance, Technical Documentation, Applied Computing in Law, Software Documentation Mathematics Subject Classification (2020) 68N30",,,,
25,4AXDVW7J,Ethical prompt engineering for AI-driven SE: evidence-informed interaction-time governance roadmap to 2030,2026,journalArticle,"Background. As LLMs become a routine “interaction layer” inside software engineering toolchains, teams increasingly rely on prompts, retrieval scope, and lightweight checks to steer behavior without access to model internals, while still needing accountability, reproducibility, and cost awareness across the Software Development Life Cycle (SDLC).Motivating scenario. Consider an organization where multiple LLM-backed tools are invoked throughout development (requirements critique, design reviews, code review, testing, maintenance) across heterogeneous repositories, evolving policies, and sometimes different jurisdictions. In such a setting, the practical governance problem is not a single task prompt, but the need to make interaction-time controls reviewable and replayable: what policy and context were bound at invocation, what sources were retrievable, what checks ran, what trade-offs were accepted, and what evidence supports the output.Aim and scope. This paper proposes an evidence-informed roadmap to 2030 for Ethical Prompt Engineering (EPE), scoped strictly to interaction-time. It frames prompts, policy/context bindings, retrieval scope, and checks as versioned, auditable artifacts integrated into existing SE workflows, while making explicit what EPE cannot guarantee and when escalation beyond the prompt layer is required.Method. Adopting a design-science stance, the roadmap is built via a focused rapid review that consolidates convergent evidence from prompting surveys, LLM-for-SE syntheses, and governance-oriented sources, extending the authors’ earlier SE2030 workshop version with broader evidence and a capability-oriented synthesis plus reporting guidance.Results and contributions. The roadmap delivers: (i) a challenge map centered on policy/context binding, provenance for review, robustness and transfer across models and repositories, sustainability of safeguards, and human oversight; (ii) harmonized evaluation constructs and a reporting kit that co-reports utility with ethical compliance, robustness to prompt perturbations, traceability from constraints to output spans/tool calls, and sustainability overhead with full configuration disclosure; and (iii) a reference capability model that groups policy/context handling, prompt planning/patterning, provenance/audit, and evaluation/reporting, mapped across SDLC activities and distilled into actionable agenda cards to 2030.Boundaries and implications. Within its remit, EPE can constrain outputs, scope retrieval to vetted artifacts, require citations, and capture provenance; it cannot remove entrenched representational harms or unintended memorization, so the roadmap treats escalation to model/data or organizational governance as a first-class requirement, alongside risk-based and cost/energy-transparent adoption.",,,,
